epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
58,10.420771660196241,9.615670301113601,0.8051013590826392,53.7946,0.4904,0.4418,0.0678,12.4,121.16
59,10.463775104303572,10.656797786318686,-0.1930226820151139,54.205,0.494,0.436,0.07,12.4,117.94
60,8.670807994217538,9.565169209100427,-0.8943612148828887,53.5906,0.4932,0.4348,0.072,12.4,122.02
61,10.146479515076855,10.029970530212479,0.1165089848643762,53.6918,0.4926,0.4436,0.0638,12.4,118.41
62,7.625096700066396,8.075009236870821,-0.4499125368044249,54.6536,0.4872,0.4376,0.0752,12.4,124.74
63,7.925801589926591,11.415655837311109,-3.4898542473845175,53.814,0.4978,0.4212,0.081,12.4,125.51
64,8.916297458181857,13.673744388257887,-4.75744693007603,54.1348,0.51,0.42,0.07,12.4,124.43
65,9.428730591732874,10.361256192049881,-0.9325256003170087,53.8902,0.4904,0.44,0.0696,12.4,122.35
66,9.81797953369451,11.685031869409519,-1.867052335715009,54.2758,0.4992,0.4324,0.0684,12.4,125.18
67,7.787161245357746,9.64833816902683,-1.861176923669085,53.9282,0.4938,0.434,0.0722,12.4,124.72
68,8.24145276779967,12.060184294459237,-3.8187315266595667,54.374,0.499,0.4236,0.0774,12.4,127.13
69,8.200462945889468,11.814245606001414,-3.6137826601119465,54.03,0.5006,0.4234,0.076,12.4,125.47
70,9.240724259005852,11.13914097257816,-1.8984167135723062,54.2114,0.4974,0.4312,0.0714,12.4,127.96
71,9.102353728996526,13.496676340557524,-4.394322611560998,53.876,0.5064,0.4202,0.0734,12.4,128.19
72,5.995642547751201,8.252244336705022,-2.2566017889538204,56.5276,0.4886,0.4296,0.0818,12.4,143.89
73,3.0435448818792845,5.286218255897995,-2.24267337401871,57.7784,0.4762,0.4328,0.091,12.4,138.54
74,0.5003527530887514,9.06470985289087,-8.564357099802118,57.7864,0.4912,0.4082,0.1006,12.4,136.3
75,-3.153356866669029,1.5280128049136352,-4.681369671582664,59.8202,0.464,0.431,0.105,12.4,140.38
76,-4.236862593940638,2.3868706135319484,-6.623733207472587,61.4972,0.4674,0.417,0.1156,12.4,148.68
77,-3.80938757149913,3.026844085045721,-6.83623165654485,61.4684,0.47,0.4162,0.1138,12.4,145.77
78,-8.551715676618164,1.3074207689258641,-9.859136445544028,63.0174,0.469,0.4072,0.1238,12.4,152.87
79,-7.974024413758483,2.4514340262617043,-10.425458440020186,63.0004,0.473,0.4038,0.1232,12.4,149.66
80,-11.294563096184596,0.23628551726882183,-11.530848613453418,64.897,0.4632,0.4014,0.1354,12.4,155.96
81,10.678838961692271,2.1419193116080524,8.536919650084219,82.0976,0.4414,0.466,0.0926,12.23542486889354,198.72
82,11.355207935062037,4.646789011319877,6.70841892374216,83.0274,0.4508,0.4564,0.0928,12.23542486889354,204.21
83,9.743181151090871,0.9784171785044148,8.764763972586456,84.6654,0.4328,0.4648,0.1024,12.23542486889354,206.82
84,7.492124562005026,-1.6723981076180272,9.164522669623054,85.8632,0.4216,0.4708,0.1076,12.23542486889354,214.11
85,9.272623297955597,-0.21382348715003685,9.486446785105635,85.2814,0.4304,0.4564,0.1132,12.23542486889354,210.8
86,8.200991798972787,-0.8580669972780038,9.059058796250792,85.8422,0.4198,0.4624,0.1178,12.217157287525382,216.04
87,4.517677423543027,1.3426731593510368,3.1750042641919904,85.5016,0.4348,0.4406,0.1246,12.23542486889354,213.02
88,0.45147111107319615,-2.855319191647809,3.306790302721005,88.694,0.4142,0.4414,0.1444,12.23542486889354,222.54
89,-2.6787846709175405,-6.008004102045064,3.3292194311275236,88.3632,0.4054,0.4392,0.1554,12.23542486889354,223.47
90,0.7858353313657157,-2.8828081042618723,3.668643435627588,88.891,0.416,0.436,0.148,12.23542486889354,223.41
91,-6.319300588209082,-7.625749577192575,1.3064489889834936,91.1842,0.4044,0.4336,0.162,12.23542486889354,230.43
92,-8.661916268782136,-6.16543412118859,-2.496482147593546,91.212,0.4094,0.4178,0.1728,12.23542486889354,229.88
93,-6.380894548317335,-6.245732882411986,-0.1351616659053489,90.4444,0.4068,0.4244,0.1688,12.23542486889354,232.54
94,-3.5743623073964192,-2.0775652803390274,-1.496797027057392,89.3186,0.4144,0.418,0.1676,12.23542486889354,228.83
95,6.084825048576416,-0.5593946157308384,6.644219664307254,86.484,0.4178,0.4402,0.142,12.23542486889354,222.73
96,-3.665275827417532,-6.059070933924106,2.393795106506574,88.7956,0.3952,0.4258,0.179,12.23542486889354,229.74
97,-11.655360645273676,-9.490567899121409,-2.1647927461522682,90.664,0.3842,0.4132,0.2026,12.217157287525382,234.9
98,-12.16715903768916,-9.013049331635681,-3.1541097060534806,90.5428,0.3888,0.4092,0.202,12.23542486889354,232.04
99,-12.89746786851272,-7.728806386454991,-5.168661482057729,90.9538,0.3916,0.4014,0.207,12.23542486889354,233.87
100,-21.606816444323787,-13.03953342946197,-8.567283014861815,92.9122,0.37,0.389,0.241,12.23542486889354,236.3
