epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward
60,29.886637987215344,13.738805689723664,16.147832297491682,53.0596,0.4056,0.4028,0.1916,85.98095842401766
61,27.492509748179938,13.2105256037308,14.281984144449138,54.0384,0.3976,0.4102,0.1922,85.4894448724536
62,30.532499064063707,14.633522651508788,15.898976412554918,52.781,0.4072,0.405,0.1878,85.76270166537925
63,26.590855492287844,11.0705454613075,15.520310030980344,54.2084,0.4018,0.4126,0.1856,79.91148351928655
64,25.174635467282386,10.581738207542513,14.592897259739873,55.2574,0.3918,0.402,0.2062,86.10505102572168
65,31.079671254174364,15.89000539392363,15.189665860250734,55.2072,0.3954,0.3934,0.2112,40.10595842401766
66,34.75995670616637,19.01613491842885,15.743821787737522,53.4606,0.4116,0.4006,0.1878,42.72583426132261
67,39.24701271619742,18.78560446368,20.46140825251742,51.3576,0.415,0.4262,0.1588,35.678589838486225
68,40.42493963261221,19.179620110105304,21.245319522506904,51.7882,0.4094,0.42,0.1706,40.06268943743823
69,44.32158036053162,21.97306463967302,22.3485157208586,50.401,0.4326,0.4326,0.1348,42.6644448724536
70,40.48613716614424,21.266005205385298,19.22013196075894,51.2758,0.4238,0.4174,0.1588,40.87778640450004
71,38.3526011794441,21.020555802900137,17.33204537654396,52.8558,0.423,0.41,0.167,35.41268943743824
72,43.9246764547951,25.994304917674175,17.930371537120926,51.5922,0.445,0.4082,0.1468,35.539110105645925
73,40.53200652075127,24.62002828409134,15.91197823665993,50.884,0.4448,0.4024,0.1528,42.905958424017655
74,41.864608423000405,24.15203266224695,17.712575760753456,50.2974,0.4446,0.4074,0.148,43.292157287525384
75,36.150791670587566,21.69861492325883,14.452176747328739,53.9478,0.4308,0.3958,0.1734,35.93911010564593
76,40.95261233303653,23.106278925504753,17.846333407531773,52.1992,0.4358,0.4132,0.151,40.17778640450004
77,45.80078849728221,29.13385488304816,16.666933614234058,49.1544,0.4652,0.407,0.1278,42.97778640450004
78,47.063927371572625,27.982245075695637,19.081682295876988,48.6024,0.4628,0.4102,0.127,35.383392021690035
79,42.742006120251574,24.898400227015397,17.84360589323618,51.3298,0.4392,0.404,0.1568,42.775000000000006
80,42.05455845008587,23.562721280558577,18.491837169527294,50.6208,0.4316,0.4072,0.1612,40.275000000000006
81,45.33812611182894,23.42020871615175,21.917917395677197,50.4012,0.4332,0.4354,0.1314,43.160424868893536
82,46.62378577960113,27.576807493784518,19.046978285816607,47.5042,0.4742,0.4118,0.114,35.32778640450004
83,44.10186375168885,22.30207991427594,21.79978383741291,50.1478,0.4296,0.421,0.1494,41.35538475772934
84,45.186504143335156,25.976281366439412,19.21022277689574,49.029,0.4526,0.4142,0.1332,40.37499999999999
85,46.960042382738244,27.535496196319116,19.42454618641913,48.703,0.456,0.4098,0.1342,43.06509804864073
86,113.67182911451445,59.91425295410714,53.757576160407325,48.4042,0.4874,0.439,0.0736,18.349999999999998
87,108.83870793601864,56.96132784327399,51.87738009274465,48.5448,0.474,0.423,0.103,18.35857864376269
88,108.34557843560061,57.69288771947572,50.65269071612489,47.9702,0.4712,0.4108,0.118,18.2
89,109.05270827279892,57.801815193130125,51.250893079668806,48.1892,0.4756,0.4098,0.1146,18.5
90,111.89848560440268,59.30005121584473,52.59843438855795,47.3402,0.4764,0.4232,0.1004,18.45
91,118.15098898910018,64.0792443122028,54.071744676897396,44.3704,0.5066,0.4316,0.0618,21.0
92,120.82891975826188,67.16638219935282,53.66253755890905,41.6852,0.5248,0.4206,0.0546,18.7
93,120.6078554210885,68.02413897908691,52.58371644200157,40.7534,0.5322,0.4146,0.0532,18.599999999999998
94,120.44513263364728,66.50412492622695,53.941007707420326,40.2728,0.5276,0.4208,0.0516,18.926794919243115
95,123.96228465156447,69.07083893125382,54.89144572031065,39.5888,0.5306,0.4264,0.043,18.7
96,124.0961564218334,68.20399108499241,55.89216533684098,39.31,0.5264,0.4348,0.0388,18.30857864376269
97,125.33451787962602,70.60453681546346,54.729981064162565,38.859,0.5442,0.4206,0.0352,18.5
98,124.75344032206377,70.32274543196587,54.43069489009791,38.6542,0.5476,0.4214,0.031,18.549999999999997
99,125.43067530767219,69.86801629020022,55.56265901747198,38.4074,0.5388,0.4324,0.0288,18.549999999999997
100,126.33761078002647,70.3108716525099,56.026739127516564,37.6968,0.5434,0.425,0.0316,18.2
101,125.6570562922012,70.84888607703421,54.80817021516701,37.4982,0.547,0.42,0.033,18.576794919243113
102,126.51685798568418,71.14687898097648,55.36997900470771,38.462,0.5442,0.4244,0.0314,20.576794919243113
103,127.04605205103752,71.21637620438133,55.829675846656194,38.4602,0.5416,0.4258,0.0326,18.5
104,125.61030052217082,70.30202427148345,55.30827625068738,37.8694,0.5444,0.4258,0.0298,18.4
105,127.78501079571221,70.71084746743213,57.07416332828009,38.7046,0.532,0.431,0.037,20.276794919243113
106,127.18849894989026,71.09595335809193,56.09254559179834,38.0816,0.5444,0.4234,0.0322,18.349999999999998
107,125.83136863001654,70.88114913742115,54.9502194925954,38.4916,0.5416,0.421,0.0374,18.25
108,126.49852900268924,70.47351785754384,56.0250111451454,37.9734,0.542,0.4264,0.0316,18.576794919243113
109,126.36396290546617,70.07534306373636,56.288619841729805,38.479,0.5382,0.4244,0.0374,18.4
110,126.96951787353228,70.48349309353999,56.486024779992306,38.3796,0.544,0.427,0.029,20.45
111,126.5047465712437,69.2718070058083,57.23293956543539,38.0122,0.5304,0.436,0.0336,18.25
112,126.65324911604966,69.4890725725967,57.16417654345296,38.2198,0.5362,0.4336,0.0302,18.40857864376269
113,126.40984868772723,68.6518225700228,57.758026117704446,37.942,0.529,0.4416,0.0294,18.40857864376269
114,125.30509242925989,69.0515946112936,56.253497817966284,38.2022,0.5312,0.4326,0.0362,18.208578643762692
115,126.56420250408439,68.44297729470213,58.12122520938228,38.0822,0.5292,0.4382,0.0326,18.476794919243112
116,127.78330844761174,69.9177533790892,57.86555506852255,37.6438,0.5384,0.4354,0.0262,18.50857864376269
117,126.19866788534243,67.87155196477381,58.32711592056861,37.6446,0.5308,0.4418,0.0274,18.4
118,126.94989755338533,70.11448495030021,56.835412603085125,37.1464,0.5446,0.433,0.0224,18.40857864376269
119,125.94477865604823,67.39174629697969,58.55303235906855,37.4008,0.5324,0.4424,0.0252,18.5
120,128.12766922569838,69.18590047615699,58.941768749541396,37.9998,0.5342,0.4408,0.025,18.799999999999997,1484,0.2968
121,128.04194925983032,69.13525352042518,58.90669573940512,37.0966,0.5332,0.4426,0.0242,18.458578643762692,1519,0.3038
122,127.59749469003845,69.38002894768042,58.21746574235803,37.115,0.5316,0.442,0.0264,18.2,1494,0.2988
123,127.32266859401567,68.30038874386376,59.02227985015191,37.3634,0.5282,0.4478,0.024,18.349999999999998,1508,0.3016
124,127.29023654171648,69.82281343415634,57.467423107560116,37.6402,0.5406,0.4304,0.029,18.35857864376269,1513,0.3026
125,126.04502736702477,68.3807142618599,57.66431310516489,37.3518,0.5322,0.4392,0.0286,18.15857864376269,1551,0.3102
126,126.23939572700684,67.61807411940883,58.62132160759801,38.1598,0.5248,0.4456,0.0296,18.5,1500,0.3
127,126.89240611733119,68.15066849666577,58.74173762066541,37.4626,0.5274,0.4472,0.0254,18.299999999999997,1532,0.3064
128,126.7715678349338,68.3526810391096,58.418886795824186,36.9892,0.5356,0.4398,0.0246,18.458578643762692,1502,0.3004
129,126.93969138894579,68.74319559499742,58.196495793948394,38.0836,0.5218,0.4432,0.035,18.208578643762692,1498,0.2996
130,127.23190700673153,67.70799603368681,59.52391097304474,37.9354,0.5212,0.4496,0.0292,18.45,1463,0.2926
131,127.15401421582018,67.05310375214374,60.10091046367646,37.6658,0.5182,0.4488,0.033,18.25,1475,0.295
132,126.60305864351785,67.60823963461048,58.99481900890737,37.5286,0.5254,0.4402,0.0344,18.2,1474,0.2948
133,127.11043158660829,66.66079247192664,60.44963911468165,37.7422,0.5108,0.449,0.0402,18.458578643762692,1475,0.295
134,124.63511134125208,64.8063098990402,59.828801442211905,37.1112,0.508,0.453,0.039,18.349999999999998,1504,0.3008
135,126.7009593454937,67.21156027931715,59.48939906617653,37.6114,0.5158,0.4484,0.0358,18.7,1533,0.3066
136,125.5047191133407,65.27853713871558,60.22618197462511,37.3832,0.5036,0.456,0.0404,18.7,1488,0.2976
137,126.23064207609922,66.43792456253358,59.792717513565634,37.7612,0.5094,0.4498,0.0408,18.5,1441,0.2882
138,121.35974928064334,64.31378502310776,57.045964257535594,37.7468,0.4954,0.4432,0.0614,18.599999999999998,1542,0.3084
139,123.48980788734092,65.036067491704,58.45374039563691,37.805,0.4976,0.4412,0.0612,18.349999999999998,1508,0.3016
140,120.68853150981663,63.05272452743515,57.63580698238147,38.1966,0.4876,0.4374,0.075,18.576794919243113,1529,0.3058
141,120.9715597872084,63.99483077547309,56.976729011735294,37.0906,0.4932,0.4348,0.072,18.299999999999997,1487,0.2974
142,120.39282017599358,64.90211633781065,55.49070383818294,37.997,0.4998,0.4274,0.0728,20.226794919243112,1521,0.3042
143,122.21626063609415,65.84552234817131,56.37073828792282,38.2168,0.5046,0.432,0.0634,18.599999999999998,1527,0.3054
144,120.85820022953297,64.19523590689454,56.662964322638445,37.7148,0.496,0.43,0.074,18.299999999999997,1493,0.2986
145,122.08806348165905,65.01497410799091,57.07308937366813,37.9154,0.4962,0.4336,0.0702,18.55857864376269,1462,0.2924
146,120.5057688329205,65.14224059763076,55.36352823528974,37.8456,0.4992,0.4298,0.071,18.25,1537,0.3074
147,120.33534309823504,62.12116356336723,58.21417953486781,38.0832,0.4794,0.4452,0.0754,18.299999999999997,1529,0.3058
148,120.24957635494084,64.67100270082909,55.578573654111764,38.1422,0.488,0.4336,0.0784,18.349999999999998,1507,0.3014
149,121.02339105721906,62.501548751498284,58.521842305720774,38.0382,0.482,0.4448,0.0732,18.5,1464,0.2928
150,119.9639843267094,65.07308377492564,54.89090055178376,38.3816,0.4928,0.4232,0.084,18.299999999999997,1524,0.3048
151,157.40504436438349,57.883203892828256,99.52184047155525,67.3074,0.3644,0.5786,0.057,16.091742430504418,1512,0.3024
152,156.93990704682346,63.66542244662604,93.27448460019743,67.0502,0.4032,0.5388,0.058,16.067157287525383,1532,0.3064
153,158.98932430307076,64.2281991200081,94.76112518306266,67.0064,0.392,0.556,0.052,16.067157287525383,1448,0.2896
154,157.01476215212574,57.372460181542245,99.6423019705835,66.4818,0.371,0.584,0.045,16.05,1478,0.2956
155,153.13304459575204,57.34140119296654,95.7916434027855,65.294,0.3722,0.5776,0.0502,16.067157287525383,1543,0.3086
156,154.34470515697836,61.62003570232226,92.72466945465611,66.2464,0.3906,0.5508,0.0586,16.067157287525383,1482,0.2964
157,153.31673097126827,61.65781359925654,91.65891737201174,66.1016,0.3942,0.5536,0.0522,16.033772233983164,1541,0.3082
158,150.9445812165664,53.00687054417343,97.93771067239297,64.3722,0.3546,0.595,0.0504,16.067157287525383,1541,0.3082
159,153.89446687128645,55.61612423173755,98.2783426395489,64.8678,0.3632,0.5956,0.0412,17.14172374697018,1497,0.2994
160,153.4108967799837,57.45427186054392,95.95662491943976,65.184,0.3758,0.58,0.0442,16.067157287525383,1529,0.3058
161,151.704675461758,55.43900432930783,96.26567113245017,65.155,0.362,0.5838,0.0542,16.1,1494,0.2988
162,152.79897007398063,57.33758960650324,95.46138046747738,64.66,0.372,0.576,0.052,18.13095842401766,1483,0.2966
163,153.2743455118958,63.688942102036044,89.58540340985975,65.5698,0.4066,0.5356,0.0578,16.14174243050442,1516,0.3032
164,154.02064554275182,62.44638905867519,91.57425648407661,66.0464,0.3938,0.5514,0.0548,17.77084973778708,1424,0.2848
165,152.73659365099394,58.96803218020154,93.76856147079238,65.1314,0.3856,0.564,0.0504,16.033772233983164,1494,0.2988
166,152.45672638702024,61.48265829634965,90.97406809067061,65.6566,0.395,0.548,0.057,16.067157287525383,1472,0.2944
167,150.67058775385766,59.65015484891174,91.02043290494592,64.9696,0.3998,0.5428,0.0574,18.280384757729337,1560,0.312
168,148.73321331704022,58.16144433501516,90.57176898202503,65.593,0.3896,0.547,0.0634,16.067157287525383,1580,0.316
169,151.91957260149093,57.89751701666974,94.0220555848212,65.3914,0.3764,0.5584,0.0652,16.091742430504418,1514,0.3028
170,150.78049211448982,61.73921312568704,89.04127898880279,65.136,0.4048,0.5298,0.0654,16.914434539959895,1507,0.3014
171,149.81917237281516,55.18344453047708,94.63572784233807,65.399,0.365,0.5662,0.0688,17.458392021690038
172,150.409862366923,63.189029911813236,87.22083245510977,66.0188,0.4072,0.539,0.0538,16.253589838486224
173,150.3313817037529,62.637947845849,87.6934338579039,66.0072,0.3954,0.55,0.0546,16.067157287525383
174,148.7617235131954,60.184561592198094,88.5771619209973,65.749,0.3898,0.5522,0.058,18.08095842401766
175,150.46794995092364,61.50638429965563,88.961565651268,66.5868,0.3956,0.5502,0.0542,17.530384757729337
176,152.97502564835875,63.08323196277311,89.89179368558563,66.6268,0.3952,0.5478,0.057,18.052277442494834
177,149.1568990768363,68.28871004779356,80.86818902904277,65.1726,0.4344,0.5152,0.0504,16.067157287525383
178,151.0394694299485,63.22080598368441,87.8186634462641,65.2276,0.408,0.5454,0.0466,17.50839202169004
179,151.95185109106455,65.20778367874028,86.74406741232426,64.7282,0.4162,0.5406,0.0432,16.864434539959895
180,152.29264997189574,67.16339610796854,85.1292538639272,64.675,0.4304,0.522,0.0476,17.793223563717
181,149.17560206672485,66.63479517589194,82.5408068908329,65.1068,0.4296,0.5172,0.0532,17.559687576256714
182,145.66509247920052,64.95250082744631,80.71259165175422,64.514,0.4274,0.5064,0.0662,16.05
183,141.54242702360725,64.01445988571929,77.52796713788797,66.0388,0.411,0.481,0.108,17.810102051443366
184,139.60003912016373,63.252622202337776,76.34741691782595,65.9894,0.4026,0.4698,0.1276,17.74172374697018
185,139.77214867486398,64.38774392609594,75.38440474876806,65.2112,0.4244,0.4668,0.1088,17.75839202169004
186,137.10846343572493,63.07133360751831,74.03712982820662,65.1668,0.412,0.4586,0.1294,16.125834261322606
187,132.05613063569842,58.82238455261729,73.23374608308112,64.8804,0.385,0.4524,0.1626,16.175834261322606
188,127.91894045670284,53.198363962777876,74.72057649392497,64.0838,0.353,0.4608,0.1862,16.067157287525383
189,125.9848998592654,55.25453408001744,70.73036577924796,65.7438,0.3628,0.4438,0.1934,18.070849737787082
190,123.33687365573027,53.22690459545569,70.10996906027458,64.3424,0.3578,0.441,0.2012,18.210102051443364
191,120.61906534194505,53.08952788192844,67.5295374600166,64.4082,0.3504,0.4268,0.2228,17.49172374697018
192,121.92701692300537,52.918291445274264,69.0087254777311,65.2026,0.3484,0.4252,0.2264,16.067157287525383
193,121.44753775133309,52.22195739380645,69.22558035752662,65.0922,0.3348,0.4302,0.235,16.87550020016016
194,119.5487029228936,49.126033546980416,70.42266937591317,65.4614,0.3308,0.429,0.2402,16.067157287525383
195,113.0578948418742,45.81473170382486,67.24316313804934,64.7282,0.3244,0.4296,0.246,16.253589838486224
196,117.80329834060471,48.29049125736943,69.51280708323527,64.974,0.3392,0.4334,0.2274,16.067157287525383
197,113.5273596645523,45.91423654130716,67.61312312324515,64.6984,0.3302,0.429,0.2408,17.475500200160162
198,118.99141437841561,49.7532791842307,69.2381351941849,65.8486,0.3526,0.438,0.2094,17.16148351928655
199,114.74087335609637,45.8782724562374,68.86260089985898,64.8452,0.3406,0.4326,0.2268,16.067157287525383
200,114.91766945497045,45.887409072342635,69.03026038262783,64.2832,0.3368,0.4366,0.2266,16.180384757729335
201,117.23337412840857,47.31775971353436,69.91561441487421,64.0856,0.3408,0.444,0.2152,16.067157287525383
202,118.61495814431541,48.52652989359005,70.08842825072536,64.2178,0.339,0.4546,0.2064,16.16148351928655
203,114.96401592215979,46.068673572831685,68.8953423493281,63.8702,0.3248,0.4452,0.23,16.067157287525383
204,117.31335384461805,46.09240983387592,71.22094401074213,64.4848,0.3248,0.4574,0.2178,17.87041684766873
205,122.77605070161117,49.106523043989036,73.66952765762214,63.8784,0.3468,0.476,0.1772,16.067157287525383
206,112.18850395375567,46.54345270515371,65.64505124860196,63.801,0.3296,0.4284,0.242,17.708392021690038
207,114.96924733643506,46.85133467582203,68.11791266061304,63.8604,0.3258,0.4352,0.239,16.067157287525383
208,114.7110787176213,46.98721892244131,67.72385979517999,63.9616,0.3368,0.4272,0.236,17.13667504192892
209,116.26495853779755,44.54943592648592,71.71552261131164,63.605,0.3212,0.451,0.2278,17.75839202169004
210,114.33836355543554,46.106874432004815,68.23148912343072,63.149,0.3352,0.434,0.2308,16.067157287525383
211,111.15579816010603,43.24447659220638,67.91132156789966,63.217,0.3268,0.4388,0.2344,17.852786404500044
212,119.67492110714794,46.42156881042877,73.25335229671917,63.2724,0.3414,0.4632,0.1954,15.983772233983164
213,118.57800576891887,43.306029243867094,75.27197652505177,63.2404,0.3172,0.49,0.1928,15.970416847668726
214,115.89733086505497,42.71677843070723,73.18055243434775,62.2062,0.3178,0.4676,0.2146,18.060102051443366
215,116.83609634336207,43.722416776332764,73.11367956702932,62.712,0.33,0.467,0.203,16.067157287525383
216,122.32079117083953,43.48772792982754,78.83306324101197,61.9704,0.3216,0.5016,0.1768,16.894256147569802
217,117.71395131640074,40.49439757982472,77.219553736576,61.5896,0.3038,0.4848,0.2114,16.05
218,117.09180104482648,39.181364192455824,77.91043685237065,61.3644,0.298,0.493,0.209,16.125834261322606
219,121.2128128012009,45.10098339951355,76.11182940168734,61.4956,0.3318,0.4708,0.1974,17.525543735346197
220,127.39896680233088,46.183174972443744,81.21579182988714,61.8916,0.3312,0.5088,0.16,16.067157287525383
221,119.71655635212949,40.63194784384676,79.08460850828273,61.5608,0.3062,0.5034,0.1904,16.067157287525383
222,126.73764663289145,44.23900882203643,82.49863781085502,62.4384,0.318,0.521,0.161,16.067157287525383
223,129.95753918587627,45.258815505378486,84.69872368049776,63.7782,0.326,0.548,0.126,18.290098048640722
224,125.24400877362552,45.02790828205865,80.21610049156688,63.3728,0.3242,0.511,0.1648,16.067157287525383
225,130.7197896632183,47.30493242652167,83.41485723669663,64.083,0.3452,0.5374,0.1174,16.067157287525383
226,122.96287968859797,45.9582922074967,77.00458748110127,65.588,0.3394,0.4978,0.1628,17.76148351928655
227,125.02863768318021,49.5251781832948,75.50345949988541,64.6936,0.3536,0.4876,0.1588,16.075834261322605
228,129.02522421295438,48.758791269507306,80.26643294344709,65.7976,0.3476,0.5178,0.1346,17.725543735346196
229,124.41517834569898,51.011227506163856,73.40395083953513,64.8202,0.3652,0.475,0.1598,15.987689437438233
230,132.75630848220953,52.79821596465928,79.95809251755024,65.3826,0.3726,0.5204,0.107,17.930384757729335
231,134.61519946394563,55.55785382460665,79.05734563933899,64.9846,0.3806,0.5194,0.1,16.067157287525383
232,129.5933234905565,55.33394420056124,74.25937928999525,66.1242,0.3822,0.495,0.1228,17.0942561475698
233,128.16992855646149,58.46232715293609,69.7076014035254,65.8288,0.4076,0.46,0.1324,17.802277442494834
234,126.43794591650823,61.81984641526622,64.618099501242,65.0934,0.4254,0.4242,0.1504,18.08095842401766
235,121.15631599168078,62.737964084811914,58.418351906868885,64.7676,0.4356,0.3946,0.1698,16.152786404500045
236,117.18685117690275,55.96332578524089,61.223525391661845,63.8234,0.3984,0.4138,0.1878,15.989444872453603
237,115.61004170477567,58.59998640937223,57.01005529540343,63.5232,0.4256,0.393,0.1814,16.003589838486224
238,125.27007709255996,70.04968134705355,55.220395745506394,63.8598,0.4892,0.38,0.1308,15.983772233983164
239,123.8288278364643,68.68239474394201,55.14643309252227,63.9246,0.4826,0.3844,0.133,16.067157287525383
240,126.45058522005968,66.65769113107196,59.79289408898773,63.8558,0.4604,0.4056,0.134,16.067157287525383
241,123.39713523550499,72.12549762621944,51.271637609285555,62.82,0.4938,0.3674,0.1388,17.443223563716998
242,116.0858150439383,72.27824736343511,43.8075676805032,63.0436,0.4998,0.32,0.1802,17.534314575050765
243,117.46947327656248,71.03679028810086,46.43268298846161,64.9154,0.4946,0.3298,0.1756,16.175834261322606
244,122.74887913558793,72.66596100700043,50.0829181285875,65.9146,0.5024,0.3612,0.1364,16.075834261322605
245,114.19921447170796,67.12698521678014,47.07222925492782,66.4122,0.471,0.3492,0.1798,17.234314575050764
246,116.36281286496161,65.22486313913437,51.137949725827234,65.8948,0.4516,0.3696,0.1788,17.234314575050764
247,111.54228074823776,62.46872886459551,49.07355188364224,66.624,0.4414,0.359,0.1996,17.5
248,118.8168857302397,64.13501547007688,54.681870260162825,66.595,0.437,0.3954,0.1676,17.484314575050764
249,126.55270431400267,65.60702715220108,60.9456771618016,67.089,0.4326,0.4244,0.143,16.067157287525383
250,128.2428447508649,65.39900344152906,62.84384130933583,68.0444,0.4286,0.4258,0.1456,16.985857157145713
251,123.25947627313046,69.3676610134063,53.891815259724154,65.8496,0.4712,0.3804,0.1484,16.067157287525383
252,123.52222033873694,68.7097929953102,54.81242734342676,65.4644,0.462,0.3896,0.1484,17.702277442494832
253,119.3206676871397,67.52340010062744,51.797267586512255,65.8746,0.4544,0.3614,0.1842,16.114110105645935
254,116.48352654288203,68.90073821188187,47.58278833100017,67.4678,0.4626,0.3376,0.1998,18.02573593128807
255,121.69445864558486,80.88153348383482,40.81292516175003,65.6878,0.5394,0.2838,0.1768,17.234314575050764
