epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
20,91.17233054155035,48.63193555801725,42.54039498353309,54.5674,0.5158,0.4802,0.004,39.8,121.4
21,133.14766848222226,69.69308129383658,63.45458718838567,72.3668,0.5098,0.4868,0.0034,39.470849737787084,160.23
22,133.84413422343806,64.18715203790221,69.65698218553585,72.9008,0.4902,0.5062,0.0036,39.470849737787084,166.6
23,133.74719341461255,69.15792159507753,64.58927181953504,72.4444,0.5062,0.4916,0.0022,39.470849737787084,161.12
24,135.21520691481638,66.15191801963171,69.06328889518467,72.4708,0.4934,0.5044,0.0022,39.470849737787084,163.87
25,134.5400188326733,64.69249820301606,69.84752062965724,73.7022,0.492,0.506,0.002,39.470849737787084,167.79
26,133.46605362819912,63.654399499550145,69.811654128649,72.6066,0.492,0.5042,0.0038,39.470849737787084,162.48
27,136.27234580606583,62.180561799372555,74.09178400669327,72.649,0.4788,0.5182,0.003,39.470849737787084,161.84
28,136.0731594263313,65.33738164008113,70.73577778625018,72.9226,0.4924,0.505,0.0026,39.470849737787084,165.58
29,134.10963677945776,66.0421009701223,68.06753580933547,73.835,0.4964,0.5012,0.0024,39.470849737787084,170.57
30,137.11151149819008,66.11122105421848,71.00029044397161,73.3916,0.4942,0.504,0.0018,39.470849737787084,166.75
31,134.20439205759178,66.59842553944561,67.60596651814615,73.2506,0.4958,0.5008,0.0034,39.470849737787084,168.27
32,135.14878065792573,61.07251811533427,74.07626254259146,73.8308,0.4784,0.5192,0.0024,39.470849737787084,163.5
33,134.6545592752117,66.2789389708085,68.37562030440321,72.8578,0.4922,0.5052,0.0026,39.470849737787084,162.55
34,135.29397960598217,63.41614159657566,71.8778380094065,72.9442,0.4854,0.5116,0.003,39.470849737787084,164.2
35,134.11142443673717,64.39292667511006,69.7184977616271,73.0402,0.4936,0.5018,0.0046,39.470849737787084,166.45
36,135.85997960479867,69.4860981834991,66.37388142129959,72.734,0.5054,0.4914,0.0032,39.470849737787084,166.19
37,133.16938876378097,69.52375947392535,63.64562928985561,72.8416,0.5088,0.4894,0.0018,39.470849737787084,170.42
38,134.2323810399593,62.71683365032226,71.51554738963705,74.1396,0.4826,0.5138,0.0036,39.470849737787084,175.8
39,139.77958423682742,68.43616614411881,71.3434180927086,72.2828,0.4976,0.5016,0.0008,39.470849737787084,162.92
40,136.28188516858964,61.1840147377857,75.09787043080395,74.366,0.474,0.5214,0.0046,39.470849737787084,166.1
41,135.51982254597772,64.18971511941986,71.33010742655786,74.5428,0.4904,0.5068,0.0028,39.470849737787084,170.83
42,136.39682899008892,67.93713545414494,68.45969353594397,73.0762,0.4988,0.4986,0.0026,39.470849737787084,168.23
43,136.8007908119179,68.71501538696357,68.0857754249543,73.4444,0.5006,0.4978,0.0016,39.470849737787084,169.01
44,138.49109334035873,68.40062532735543,70.09046801300332,74.2398,0.494,0.5026,0.0034,39.470849737787084,166.69
45,137.49569957826844,69.09478505652572,68.40091452174272,73.9014,0.5004,0.4966,0.003,39.470849737787084,168.41
46,138.6347427481104,66.19396398893524,72.44077875917516,73.1654,0.4912,0.5066,0.0022,39.470849737787084,169.22
47,137.78989398484845,64.38919140870614,73.40070257614231,73.743,0.4858,0.512,0.0022,39.470849737787084,168.05
48,138.85922676707943,64.61236093625566,74.24686583082377,74.2552,0.4848,0.5116,0.0036,39.470849737787084,168.29
49,139.38097712925207,67.73366526278008,71.64731186647198,72.6976,0.4962,0.5012,0.0026,39.470849737787084,166.32
50,137.94308968568362,66.01786157648824,71.92522810919539,74.1502,0.4908,0.507,0.0022,39.470849737787084,169.81
51,139.1803453818931,65.7197211954199,73.4606241864732,74.5842,0.488,0.5094,0.0026,39.470849737787084,171.07
52,138.60548768462212,65.26784112672107,73.33764655790107,73.579,0.4914,0.5068,0.0018,39.470849737787084,174.85
53,135.7041046795744,65.25684556352756,70.44725911604687,75.1314,0.4944,0.5026,0.003,39.470849737787084,172.25
54,140.5732646572798,67.46415977885509,73.10910487842473,75.1958,0.4896,0.5074,0.003,39.470849737787084,171.18
55,140.90165250727048,64.67231913814986,76.22933336912062,74.6196,0.4846,0.5116,0.0038,39.470849737787084,169.78
56,140.21308007036907,64.3982830667074,75.81479700366167,75.0552,0.482,0.515,0.003,39.470849737787084,172.21
