epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward,epoch_time_s
68,-5.233,-2.857,-2.376,78.3732,0.467,0.472,0.061,0.0,229.36
69,-4.2262,-4.7806,0.5544,79.984,0.4554,0.4868,0.0578,0.0,232.48
70,-6.9678,-7.1642,0.1964,80.8664,0.4444,0.4864,0.0692,0.0,239.67
71,-3.936,-6.9972,3.0612,79.5324,0.4456,0.4988,0.0556,0.0,233.3
72,-5.1028,-5.9874,0.8846,79.31,0.4526,0.4904,0.057,0.0,232.12
73,-2.7514,-5.8992,3.1478,78.876,0.4518,0.5002,0.048,0.0,232.51
74,-2.3394,-7.0664,4.727,79.854,0.4428,0.506,0.0512,0.0,234.01
75,1.129,-3.6208,4.7498,80.2778,0.4514,0.5032,0.0454,0.0,234.3
76,2.9602,-1.2844,4.2446,80.4456,0.4626,0.49,0.0474,0.0,236.33
77,4.6424,-0.1626,4.805,80.5916,0.462,0.4916,0.0464,0.0,234.6
78,5.0042,-1.6666,6.6708,80.6498,0.4532,0.5014,0.0454,0.0,235.8
79,5.735,1.0012,4.7338,83.713,0.4608,0.4844,0.0548,0.0,242.62
80,5.362,-0.055,5.417,82.3126,0.4618,0.489,0.0492,0.0,239.99
81,0.2896,-2.2524,2.542,85.4134,0.46,0.4832,0.0568,0.0,246.71
82,0.2286,-2.9882,3.2168,84.3552,0.46,0.4918,0.0482,0.0,246.39
83,3.1702,2.6874,0.4828,85.825,0.4748,0.4732,0.052,0.0,246.87
84,5.2364,0.1216,5.1148,85.2438,0.4566,0.4866,0.0568,0.0,245.86
85,7.101,0.5908,6.5102,83.4106,0.4552,0.4924,0.0524,0.0,241.25
86,8.262,2.9524,5.3096,84.0638,0.469,0.4832,0.0478,0.0,243.76
87,9.8694,2.7038,7.1656,82.9026,0.468,0.4874,0.0446,0.0,240.16
88,7.8304,3.2032,4.6272,85.5496,0.4652,0.4742,0.0606,0.0,246.94
89,10.9856,1.0634,9.9222,86.9334,0.443,0.4978,0.0592,0.0,251.21
90,9.487,2.6576,6.8294,84.6356,0.4654,0.4816,0.053,0.0,244.65
91,8.497,0.6374,7.8596,85.0766,0.4542,0.4914,0.0544,0.0,246.12
92,8.6172,1.354,7.2632,86.5152,0.4552,0.485,0.0598,0.0,252.25
93,8.2584,1.5598,6.6986,85.9304,0.4554,0.4798,0.0648,0.0,248.47
94,6.8346,1.9518,4.8828,88.1692,0.4548,0.4718,0.0734,0.0,253.48
95,4.941,0.927,4.014,88.3452,0.4536,0.4654,0.081,0.0,254.19
96,6.1226,3.1922,2.9304,89.1432,0.4676,0.4578,0.0746,0.0,254.51
97,7.1058,2.0108,5.095,90.1454,0.4526,0.4686,0.0788,0.0,258.63
98,9.3296,0.6574,8.6722,87.7226,0.4432,0.4866,0.0702,0.0,252.96
99,7.7144,4.5842,3.1302,88.4972,0.4716,0.4582,0.0702,0.0,254.22
100,9.5604,1.5546,8.0058,88.9886,0.4484,0.4854,0.0662,0.0,256.92
101,6.4546,0.2344,6.2202,89.447,0.4486,0.4792,0.0722,0.0,257.61
102,6.5706,0.402,6.1686,90.9088,0.4442,0.4786,0.0772,0.0,260.83
103,6.5,-0.673,7.173,89.1816,0.4414,0.4798,0.0788,0.0,256.82
104,6.3498,1.6852,4.6646,89.308,0.4548,0.4718,0.0734,0.0,256.66
105,9.5522,6.335,3.2172,87.8568,0.477,0.457,0.066,0.0,254.12
106,9.4214,1.8448,7.5766,87.1776,0.4546,0.4846,0.0608,0.0,252.51
107,8.0408,4.2942,3.7466,87.5594,0.4654,0.4644,0.0702,0.0,251.78
108,12.512,5.9668,6.5452,86.4502,0.4744,0.4716,0.054,0.0,249.47
109,10.5956,7.326,3.2696,86.117,0.4826,0.4594,0.058,0.0,248.71
110,11.3868,8.6154,2.7714,86.0838,0.4878,0.4588,0.0534,0.0,258.73
