epoch,average_epoch_reward,average_blue_reward,average_red_reward,average_episode_length,win_rate_blue,win_rate_red,tie_rate,max_move_reward
60,122.27969347944797,6.481419639416263,115.7982738400317,88.3448,0.1032,0.396,0.5008,66.64999999999999
61,119.71579476730919,5.425193349654595,114.29060141765459,89.0044,0.092,0.38,0.528,46.853589838486215
62,120.83608560261861,5.489492913441051,115.34659268917756,88.9864,0.0924,0.3892,0.5184,61.495049024320366
63,119.80412889268624,5.513368250259191,114.29076064242705,88.7604,0.0932,0.366,0.5408,66.64999999999999
64,121.41928546340938,1.3499875591288677,120.0692979042805,89.3132,0.0808,0.4084,0.5108,50.75358983848622
65,120.39437049559676,7.4183530404916995,112.97601745510507,88.5056,0.102,0.3728,0.5252,56.385424868893544
66,120.62151009379244,4.409464164464854,116.21204592932759,89.6292,0.0836,0.3892,0.5272,59.84019237886467
67,120.20063918796794,8.43839718221105,111.76224200575689,88.3528,0.1028,0.3684,0.5288,46.853589838486215
68,120.40554023988098,6.459332828739218,113.94620741114176,89.352,0.0904,0.3792,0.5304,61.495049024320366
69,120.02963005124296,1.662334688310617,118.36729536293232,89.2712,0.0816,0.3924,0.526,50.556350832689624
70,120.95077097513239,4.279014362025675,116.6717566131067,88.6432,0.0956,0.386,0.5184,51.50419601084502
71,121.7790733013558,10.005521526483786,111.773551774872,88.7208,0.1056,0.374,0.5204,51.353589838486215
72,119.81209770235021,5.298918395264248,114.51317930708598,88.9824,0.0904,0.3776,0.532,66.64999999999999
73,119.67417993428018,7.133713002193311,112.54046693208689,89.1048,0.0956,0.3776,0.5268,66.64999999999999
74,129.32705415039706,28.040792327696206,101.28626182270085,84.6616,0.1968,0.482,0.3212,66.64999999999999
75,129.22317007088068,28.307197926046427,100.91597214483429,83.114,0.1968,0.4624,0.3408,56.385424868893544
76,129.22963221538285,26.444621673032362,102.78501054235049,83.4796,0.1928,0.4708,0.3364,66.64999999999999
77,130.1144254361655,30.583066039172316,99.53135939699318,83.5288,0.2052,0.4688,0.326,66.64999999999999
78,126.75887317817724,26.41478838708425,100.344084791093,84.4644,0.1928,0.476,0.3312,60.93542486889354
79,128.2161106734487,29.254392403192846,98.96171827025584,84.2016,0.1952,0.468,0.3368,60.93542486889354
80,127.59888905880977,27.229186023753638,100.36970303505613,84.3612,0.196,0.4672,0.3368,60.77613872124741
81,129.8688089447279,30.230886009142747,99.63792293558514,84.252,0.2024,0.4704,0.3272,56.65505102572168
82,128.91392692186778,27.436019591141324,101.47790733072645,83.3648,0.2028,0.4732,0.324,61.495049024320366
83,129.99492517219474,29.8944486215832,100.10047655061155,83.9804,0.2028,0.478,0.3192,66.74504902432037
84,127.49110146533702,28.360716316968215,99.13038514836882,84.3188,0.1952,0.4696,0.3352,66.64999999999999
85,128.15842755069596,28.337598272989226,99.82082927770672,83.908,0.1996,0.472,0.3284,66.64999999999999
86,128.12049081250893,25.34881302776261,102.77167778474632,84.0728,0.1892,0.4768,0.334,66.85
87,127.32913421197952,22.334150116330694,104.99498409564885,84.6152,0.1772,0.4788,0.344,59.84019237886467
88,127.93771677879728,27.71129361872592,100.22642316007136,83.8656,0.1956,0.4756,0.3288,66.26715728752538
89,128.7923006002639,29.77299399264077,99.01930660762314,83.1452,0.2052,0.4604,0.3344,64.28542486889354
90,130.22226904383672,30.858404268214503,99.36386477562222,83.142,0.21,0.474,0.316,60.93542486889354
91,130.22776183250508,23.073488449744428,107.15427338276065,83.7436,0.1836,0.4944,0.322,61.495049024320366
92,127.80608784944408,25.29619206307487,102.50989578636921,84.4976,0.1912,0.4804,0.3284,61.495049024320366
93,128.66178819195756,29.516877594168175,99.14491059778938,83.6732,0.1988,0.4692,0.332,66.63542486889354
94,127.89144138167747,26.18599876032503,101.70544262135246,86.0712,0.1784,0.4824,0.3392,66.64999999999999
95,128.56204691529842,23.622054088812003,104.93999282648643,83.68,0.1868,0.4792,0.334,66.64999999999999
96,129.96185550311375,25.003417747613707,104.95843775550006,84.2344,0.1884,0.4868,0.3248,70.20000000000002
97,130.30526941997869,28.784330323140242,101.52093909683846,83.2164,0.204,0.4812,0.3148,66.65845240525773
98,129.3179597620284,27.060263855157974,102.25769590687044,84.2704,0.1896,0.4804,0.33,51.04644660940673
99,129.27129836058134,25.03768693688616,104.2336114236952,83.8388,0.1912,0.4896,0.3192,69.86833752096446
100,129.5717867874314,28.67920860258899,100.8925781848424,84.0644,0.1956,0.464,0.3404,55.28542486889354
101,128.5496227905506,27.481207127862145,101.06841566268845,84.0928,0.192,0.4668,0.3412,65.90845240525773
102,126.68751876061624,26.805269489376,99.88224927124025,84.0572,0.1916,0.4628,0.3456,56.65505102572168
103,128.93103257887398,30.042810789594235,98.88822178927974,84.3056,0.1984,0.4536,0.348,66.64999999999999
104,127.70470984105967,28.095296307955415,99.60941353310426,84.5148,0.1928,0.466,0.3412,66.64999999999999
105,127.90979600033754,26.72060997690697,101.18918602343057,84.016,0.1896,0.4648,0.3456,66.64999999999999
106,131.65790394749905,32.65589866026144,99.00200528723761,83.0716,0.218,0.4728,0.3092,66.64999999999999
107,129.10588361849238,28.368412471787604,100.73747114670476,84.6236,0.1952,0.4776,0.3272,56.385424868893544
108,129.33162702644222,31.54399007655778,97.78763694988444,84.3216,0.1976,0.4608,0.3416,66.64999999999999
109,130.97449791115258,28.295703854558965,102.6787940565936,83.834,0.196,0.47,0.334,61.376138721247415
50,156.52862124802172,79.38155195297811,77.14706929504362,68.2998,0.4092,0.4704,0.1204,69.31020842383435
51,157.5939983875814,78.78435796692035,78.80964042066105,68.9296,0.4254,0.4718,0.1028,71.46547921200883
52,160.43868250618505,77.26232073102777,83.17636177515728,66.9822,0.4178,0.4766,0.1056,71.10419601084502
53,158.77339637507313,76.87113802318505,81.90225835188807,68.05,0.4158,0.4796,0.1046,80.36088350084374
54,159.4775798242532,77.28098860696923,82.19659121728398,68.0952,0.4158,0.4696,0.1146,75.46715728752538
55,158.17978360138451,75.1741864943368,83.00559710704772,68.6562,0.409,0.4764,0.1146,70.56715728752538
56,159.5909896163219,75.49024865004559,84.1007409662763,67.3004,0.4076,0.4826,0.1098,72.81020842383437
57,159.34523231052782,76.57700650280694,82.76822580772088,67.3174,0.4096,0.481,0.1094,70.91972243622679
58,159.59004883477803,77.15331659054388,82.43673224423414,67.2318,0.4112,0.4712,0.1176,66.23542486889355
59,157.89281556137274,80.12174105504963,77.7710745063231,68.4496,0.42,0.4676,0.1124,69.86547921200884
60,159.82882451499788,82.16717893476464,77.66164558023327,67.3138,0.425,0.4676,0.1074,66.86547921200882
61,158.8440735918653,77.4765763547114,81.36749723715393,67.4366,0.4094,0.4764,0.1142,65.99019237886468
62,158.4233947185762,79.54983237535346,78.87356234322274,67.7614,0.4156,0.4676,0.1168,66.29504902432036
63,159.06557967850887,81.66248423574488,77.40309544276398,66.963,0.4246,0.4646,0.1108,70.48542486889355
64,159.81066309478175,79.20939289882882,80.60127019595292,66.2386,0.408,0.4724,0.1196,71.06715728752538
65,158.18741043831417,77.48937474154535,80.69803569676883,67.4014,0.4044,0.473,0.1226,70.9627718676731
66,158.36672495685067,78.99890848390669,79.36781647294399,66.3054,0.4058,0.4704,0.1238,66.3
67,157.93904739921322,80.48312067139838,77.45592672781483,66.6412,0.4076,0.4686,0.1238,69.28542486889354
68,156.6169317532004,78.14038990515934,78.47654184804107,67.9738,0.3992,0.4656,0.1352,70.76020842383437
69,156.55633503853232,74.28948429099866,82.26685074753367,66.7718,0.3848,0.4734,0.1418,70.69999999999999
70,157.70015131400726,78.67326425538165,79.0268870586256,66.4132,0.4016,0.4636,0.1348,69.70000000000002
71,156.47537832605258,76.78082579049449,79.6945525355581,66.6556,0.3864,0.464,0.1496,69.70845240525774
72,156.39598263738912,80.6128293994564,75.78315323793272,66.8704,0.398,0.4526,0.1494,66.02679491924312
73,156.87151134971947,80.87775602133789,75.99375532838157,66.2712,0.4,0.4534,0.1466,65.98786796564403
74,157.04578098619209,80.0676767359472,76.97810425024488,66.2104,0.4008,0.4616,0.1376,66.75
75,157.04762663963825,80.120533450928,76.92709318871027,66.3902,0.3988,0.4562,0.145,71.67639320225001
76,158.3193797015304,79.05507645409156,79.26430324743885,65.683,0.3976,0.469,0.1334,66.34504902432036
77,158.16063678306975,78.8648555255885,79.29578125748125,64.8994,0.3922,0.466,0.1418,76.2
78,157.30098210191568,74.28823905260641,83.01274304930925,65.4202,0.375,0.4804,0.1446,70.46020842383436
79,157.5805482121928,77.90216824314905,79.67837996904377,65.3436,0.384,0.4656,0.1504,71.2
80,156.21757352854064,78.34970539555569,77.86786813298494,65.912,0.3804,0.4554,0.1642,70.92679491924312
81,155.90960054660164,80.71324641857234,75.19635412802931,66.9092,0.379,0.4476,0.1734,70.46020842383437
82,154.58254658150045,80.06350832969173,74.51903825180871,66.977,0.3776,0.4432,0.1792,75.08377223398315
83,151.80646486335243,79.80661726171002,71.99984760164241,67.882,0.3646,0.4364,0.199,70.18074175964327
84,152.82741546547282,75.41666319423966,77.41075227123316,67.7666,0.3526,0.4596,0.1878,66.61715728752537
85,150.7308003358711,79.79929616814,70.9315041677311,67.8306,0.3688,0.44,0.1912,80.23377223398316
86,150.07132799516617,80.04505324730349,70.02627474786267,68.4456,0.3574,0.4288,0.2138,71.08377223398315
87,149.28899528212585,80.62546614859004,68.6635291335358,68.5256,0.3554,0.4258,0.2188,65.83542486889354
88,150.09738511997688,78.93372809309726,71.16365702687962,67.313,0.3534,0.4302,0.2164,69.66020842383436
89,150.89144561061258,77.4700414926739,73.42140411793869,67.84,0.3512,0.436,0.2128,65.10505102572168
90,150.81095770956745,80.97062963503984,69.84032807452762,67.9802,0.3604,0.4258,0.2138,66.67679491924311
91,149.59337708515832,78.17475870454811,71.41861838061023,68.2758,0.3478,0.4306,0.2216,70.63377223398317
92,147.91368918090004,75.62918190173343,72.28450727916662,68.36,0.3338,0.4316,0.2346,76.15
93,149.7473369343247,78.35742158354549,71.38991535077919,67.6036,0.3458,0.4314,0.2228,66.6759629650796
94,149.14574062610214,78.39834954299016,70.74739108311195,67.7864,0.342,0.429,0.229,71.94504902432035
95,149.76778293491415,78.70020588341251,71.06757705150166,67.9124,0.345,0.4338,0.2212,66.09504902432035
96,149.99601113685713,78.96987119456058,71.02613994229655,67.6758,0.348,0.433,0.219,71.02679491924312
97,148.43063716903342,80.23449923604676,68.19613793298669,68.5688,0.3522,0.4248,0.223,69.6
98,149.43473858278253,78.09537068640437,71.33936789637815,68.0094,0.3536,0.427,0.2194,66.17679491924312
99,151.26195388176865,78.92131115335404,72.3406427284146,67.433,0.3522,0.4396,0.2082,66.1
100,151.32450710206876,81.24810248048908,70.0764046215797,67.7022,0.3586,0.4264,0.215,66.41715728752537
101,150.88747952950405,82.28717850443795,68.60030102506613,67.8114,0.3712,0.4196,0.2092,70.43542486889353
102,150.5255107627688,81.57867036750532,68.94684039526346,68.2636,0.37,0.4206,0.2094,66.15505102572168
103,152.00478083552323,87.09210605794888,64.91267477757437,67.746,0.3852,0.4036,0.2112,67.06547921200882
104,150.94581356952818,86.19742939765712,64.74838417187107,67.6022,0.3782,0.4032,0.2186,66.57639320225002
105,150.5737711922149,89.2940182163568,61.279752975858095,67.5696,0.3934,0.39,0.2166,66.50505102572168
106,151.63547095500195,89.8821308971274,61.75334005787454,67.177,0.3926,0.3868,0.2206,73.79504902432036
107,153.20768998598658,90.93949854237627,62.268191443610306,66.3208,0.4044,0.3858,0.2098,66.70845240525774
108,149.74951850055928,90.6747894178503,59.074729082708956,67.6946,0.3992,0.384,0.2168,71.55
109,148.29892757248314,88.22289275451048,60.07603481797266,68.4896,0.39,0.3888,0.2212,70.1
110,149.47959508049885,88.57675165137526,60.9028434291236,68.0334,0.3964,0.3894,0.2142,66.72679491924312
111,148.31221612897724,94.13615061963145,54.176065509345804,68.5796,0.4128,0.3644,0.2228,67.54177929985156
112,147.1543350400019,93.96251237284807,53.19182266715384,69.3786,0.4102,0.363,0.2268,71.20505102572169
113,146.19506044291168,96.63528919116474,49.55977125174694,69.8796,0.4154,0.354,0.2306,66.57639320225002
114,142.25427227743793,100.39880726950071,41.85546500793724,70.3882,0.4284,0.3336,0.238,66.57639320225002
115,143.84661796695042,100.02369075631992,43.82292721063047,70.166,0.4252,0.3348,0.24,66.57639320225002
116,144.0926088570813,103.76776502139556,40.32484383568574,70.1874,0.4422,0.3338,0.224,71.44504902432035
117,143.0211784119933,98.60325294965412,44.41792546233917,70.6904,0.4184,0.3456,0.236,66.07613872124742
118,144.4989699631738,100.49593089011158,44.00303907306223,70.386,0.434,0.3438,0.2222,66.18542486889353
119,144.29620480347188,99.36669457860815,44.92951022486372,70.912,0.4262,0.3446,0.2292,66.6
120,142.63429349379462,100.44868624938854,42.18560724440606,70.7858,0.4342,0.335,0.2308,66.68786796564403
121,144.0210615475338,104.429625991479,39.59143555605481,70.5614,0.4496,0.3294,0.221,66.18542486889353
122,140.83552524804054,101.71571750033536,39.119807747705174,71.1224,0.4322,0.33,0.2378,66.71547921200883
123,144.33473143590737,97.88448705246178,46.45024438344559,70.5808,0.426,0.358,0.216,70.33542486889353
124,145.17244374894887,99.91958119463993,45.252862554308926,71.3026,0.4374,0.3546,0.208,67.25
125,142.6891198773928,100.64177023171527,42.047349645677556,71.5746,0.4294,0.3452,0.2254,66.45505102572169
126,145.1418568260541,98.08543590553063,47.05642092052346,71.898,0.4258,0.3638,0.2104,71.47613872124742
127,144.9407497591725,97.18654349604326,47.754206263129234,70.57,0.4202,0.3608,0.219,66.6
128,144.7508847221286,98.42196937777598,46.32891534435264,71.1834,0.428,0.354,0.218,66.18542486889353
129,143.8970580824338,99.19978594578852,44.69727213664528,71.4376,0.4232,0.3492,0.2276,68.37613872124741
130,144.7792417644932,95.85398693002828,48.92525483446491,71.6714,0.418,0.3536,0.2284,66.18542486889353
131,144.6496786251673,97.4910403450946,47.15863828007268,70.612,0.4232,0.3494,0.2274,70.12596296507961
132,143.0058920808075,97.85810202849997,45.14779005230755,72.2014,0.4202,0.3368,0.243,70.92613872124743
133,142.40255948745065,101.95433554335186,40.44822394409878,72.0816,0.4354,0.3238,0.2408,65.8050510257217
134,141.18749218879418,101.5057613080038,39.68173088079038,71.7342,0.4286,0.32,0.2514,66.62639320225001
135,140.795744740465,100.61865651710151,40.1770882233635,71.8816,0.4256,0.3218,0.2526,66.35845240525774
136,142.5248527752041,100.63050459157924,41.894348183624864,71.3122,0.4318,0.333,0.2352,66.45505102572169
137,142.20330248611893,101.6812032558943,40.52209923022463,70.719,0.4318,0.3252,0.243,70.81715728752538
138,142.7274276007993,97.44067384766514,45.28675375313419,71.1418,0.4176,0.335,0.2474,66.47639320225001
139,142.52411976958433,94.00918915364102,48.51493061594329,71.5642,0.4062,0.3402,0.2536,65.99504902432037
140,143.83440398123693,96.64960519841023,47.184798782826704,70.2482,0.419,0.3396,0.2414,67.26547921200883
141,143.05416245809576,93.94615380319284,49.108008654902925,71.4792,0.4072,0.3444,0.2484,67.33542486889354
142,143.6001504411697,94.80680396506251,48.793346476107175,71.1952,0.4058,0.3516,0.2426,68.12613872124741
143,142.5584195402187,96.39584752479908,46.16257201541962,71.1892,0.41,0.3298,0.2602,69.78542486889354
144,142.5324955562802,97.33814621205308,45.19434934422711,70.6224,0.4132,0.3362,0.2506,66.34504902432035
145,143.04381052679577,92.1462768948112,50.89753363198457,71.1844,0.399,0.3492,0.2518,70.83786796564402
146,136.96644740780653,96.13706661622535,40.829380791581166,71.2784,0.4086,0.3006,0.2908,66.67639320225001
147,133.90757816462022,89.19893913754159,44.70863902707864,72.0546,0.3796,0.3154,0.305,66.66715728752538
148,135.97225203171985,92.56294306026714,43.409308971452695,71.098,0.405,0.3006,0.2944,65.45
149,133.55988800020614,92.087825518486,41.472062481720144,71.9972,0.3878,0.2914,0.3208,71.47613872124742
150,134.8320320464766,96.07761820049934,38.75441384597725,70.6526,0.4084,0.2866,0.305,71.00845240525774
151,136.62857832005926,92.01215593895418,44.616422381105096,71.3004,0.397,0.3088,0.2942,66.67639320225001
152,137.14153621403952,87.04979289189734,50.09174332214218,70.7332,0.3864,0.3222,0.2914,66.02613872124742
153,139.0269341333772,89.81907096067548,49.20786317270172,70.4978,0.3948,0.3286,0.2766,66.32639320225002
154,138.5474774314999,87.83008530045079,50.71739213104914,70.7948,0.387,0.3318,0.2812,66.6
155,139.32240046761603,89.22909572083826,50.09330474677779,70.4414,0.3972,0.332,0.2708,61.42639320225002
156,140.01903066079967,89.29639638133239,50.72263427946728,70.1066,0.395,0.3366,0.2684,66.34504902432035
157,136.5042507326108,91.1769362112431,45.32731452136771,71.361,0.394,0.3108,0.2952,61.505051025721684
158,135.77839286534825,96.13520097807243,39.64319188727582,71.7556,0.403,0.2966,0.3004,67.69177929985156
159,137.64594723862615,97.7196352899594,39.92631194866674,70.837,0.4136,0.2952,0.2912,66.6
160,135.4673343232163,97.31753448183346,38.14979984138285,71.733,0.4038,0.2936,0.3026,71.47613872124742
161,141.58423270463481,88.65673932079214,52.927493383842695,69.3098,0.3866,0.3262,0.2872,70.2259629650796
162,141.27432495921786,95.43666911449726,45.83765584472057,69.893,0.4044,0.3084,0.2872,66.6
163,141.8670373464582,86.79864091302967,55.068396433428546,69.4166,0.3856,0.3354,0.279,66.6
164,141.64191112362,82.57232667217507,59.069584451444925,68.685,0.3704,0.3364,0.2932,76.71715728752538
165,143.20958839740734,83.09626534372461,60.11332305368273,68.4212,0.3686,0.348,0.2834,70.2259629650796
166,144.6461365029045,84.77616919728969,59.86996730561482,67.857,0.3762,0.3418,0.282,65.88786796564402
167,142.19622455152012,78.15114654731842,64.04507800420168,68.5532,0.3516,0.3528,0.2956,66.6
168,142.93879676724765,82.17536881414675,60.763427953100916,68.777,0.365,0.3464,0.2886,60.7
169,141.32752362627983,86.07543452519609,55.252089101083726,69.7324,0.3762,0.3402,0.2836,66.6
170,142.26632817942044,93.28150284895074,48.98482533046971,68.1382,0.4142,0.3286,0.2572,76.71715728752538
171,138.41910472014644,110.36142458412147,28.057680136024974,69.7264,0.4494,0.2786,0.272,66.6
172,140.8329599966729,109.1838261051177,31.649133891555213,69.2266,0.447,0.294,0.259,68.43786796564403
173,138.6447005930191,115.51306195047424,23.131638642544882,68.7684,0.4704,0.2588,0.2708,66.56547921200882
174,139.03662708405935,115.8782134319086,23.158413652150756,68.905,0.4606,0.262,0.2774,76.71715728752538
175,138.90000813205336,116.07542839211149,22.82457973994186,68.2024,0.4626,0.2626,0.2748,66.6
176,137.3943136200623,119.38829753876692,18.006016081295382,68.4368,0.4722,0.2414,0.2864,76.86715728752537
177,139.38557348771954,119.04651688734272,20.33905660037683,67.7416,0.4662,0.2526,0.2812,66.6
178,139.83170604230133,126.16156097448108,13.670145067820265,66.7586,0.4916,0.2382,0.2702,66.6
179,140.3379068006752,129.43181370962122,10.906093091053974,66.3074,0.504,0.224,0.272,65.81547921200882
180,139.4502279503865,127.57260856584399,11.877619384542522,66.8772,0.4938,0.22,0.2862,66.56547921200882
181,140.69314401222482,125.47437637543725,15.218767636787573,66.2524,0.4898,0.2338,0.2764,66.6
182,140.66023596140798,127.21501318258626,13.44522277882172,66.4882,0.4906,0.2286,0.2808,67.19504902432035
183,141.6996718336669,129.55524939550912,12.144422438157788,65.6898,0.5086,0.2332,0.2582,64.84177929985155
184,141.43312597661668,125.5910686168687,15.84205735974798,66.0918,0.4944,0.2392,0.2664,66.17613872124743
185,140.152856522642,124.58915971510524,15.563696807536754,66.0216,0.4918,0.239,0.2692,76.71715728752538
186,140.5207503756268,124.14236864995698,16.378381725669815,66.1468,0.4832,0.2418,0.275,66.56547921200882
187,140.8268436881507,128.66243420022798,12.16440948792269,65.4948,0.504,0.2336,0.2624,65.96715728752538
188,141.84428504129963,122.48822472997436,19.35606031132527,66.0642,0.4814,0.2472,0.2714,66.47613872124741
189,142.25827646690632,124.28754878280924,17.970727684097085,65.5022,0.491,0.2462,0.2628,76.71715728752538
190,140.8231800647244,123.82360752603228,16.999572538692124,66.295,0.4832,0.24,0.2768,75.9
191,138.76168940030425,124.37996841452909,14.38172098577516,66.1042,0.4874,0.237,0.2756,65.57639320225002
192,139.32170307296417,125.16779834233368,14.15390473063048,65.8976,0.4834,0.2308,0.2858,66.86715728752537
193,142.14898615557192,125.50426119405495,16.644724961516964,66.5828,0.4914,0.2412,0.2674,76.71715728752538
194,140.01437671572822,125.59314481018393,14.421231905544293,66.288,0.4962,0.2328,0.271,65.51547921200883
195,140.2667725837553,126.70971148744482,13.557061096310507,65.6778,0.4976,0.2364,0.266,64.85000000000001
196,141.01472952131155,125.0942674474109,15.920462073900664,66.3036,0.4898,0.2402,0.27,61.42639320225002
197,140.54434854918935,126.58970587791255,13.954642671276796,66.4192,0.4982,0.234,0.2678,66.28786796564403
198,141.46106665783805,124.8997292009914,16.561337456846623,66.3242,0.492,0.2392,0.2688,66.11715728752539
199,141.5535274032925,127.13030403600412,14.423223367288369,65.9668,0.499,0.2332,0.2678,61.42639320225002
200,139.89434899327748,124.15230445693207,15.742044536345414,66.4232,0.4844,0.2394,0.2762,61.42639320225002
201,140.18972475639526,119.87755452312574,20.312170233269523,67.069,0.4776,0.2426,0.2798,76.71715728752538
202,137.7927596950636,105.28732905673624,32.50543063832736,70.3602,0.4326,0.2896,0.2778,66.11715728752539
