game_number,player_color,ai_model,blue_win,red_win,total_reward,blue_reward,red_reward,time,moves,reward_list
1,RED,League-aggressive (epoch 118),0,1,-133.7450,-223.5351,89.7900,2026-03-10 19:53:41,"11-15, 23-18, 9-13, 18x11, 8x15, 27-23, 3-8, 23-18, 15-19, 24x15, 10x19, 31-27, 7-10, 26-23, 19x26, 30x23, 13-17, 22x13, 10-14, 18x9, 5x14, 25-22, 6-10, 23-18, 14x23, 27x18, 2-6, 32-27, 1-5, 27-23, 8-11, 23-19, 4-8, 28-24, 10-14, 18x9x2, 11-15, 19x10, 8-11, 10-7, 11-15, 7-3, 5-9, 13x6, 15-19, 24x15, 12-16, 3-8, 16-20, 8-12, 20-24, 12-16, 24-27, 16-19, 27-32, 19-24, 32-28, 24-19, 28-32, 19-23, 32-28, 2-7, 28-32, 7-11, 32-28, 11-16, 28-32, 16-19, 32-28, 19-16, 28-32, 16-20, 32-28, 23-19, 28-32, 19-24, 32-28, 24-19, 28-32, 19-24, 32-28, 24-19, 28-32, 20-24, 32-28, 15-11, 28-32, 11-7, 32-28, 7-3, 28-32, 3-8, 32-28, 8-12, 28-32, 12-16, 32-28, 16-20, 28-32, 19-23, 32-28, 24-27, 28-32, 20-24, 32-28, 24-19, 28-32, 27-31, 32-28, 6-2, 28-32, 2-7, 32-28, 7-11, 28-32, 11-16, 32-28, 16-20, 28-32, 20-24, 32-28, 31-27, 28-32, 24-28","-0.1000, 0.8672, -0.1732, 0.6000, -10.0000, 4.7764, -10.0000, 0.4601, -0.2646, 0.5343, -0.3000, 3.2175, -10.0000, 4.6683, -10.0000, 0.1072, -0.3606, -2.3483, 4.6127, -10.0000, 4.9000, -10.0000, -0.4123, 7.3515, -10.0000, -0.4359, 2.0556, -10.0000, 4.5417, -10.0000, -0.4381, -0.4796, -2.8298, 4.5000, -10.0000, 4.5802, -10.0000, -0.5196, -0.7083, -0.5385, -0.7454, -0.5568, -0.7814, -0.5745, -0.8162, -0.5916, 24.0000, -20.0000, -0.6083, 3.8671, -10.0000, -0.6245, -1.0649, -0.6403, 6.5039, -0.6557, 3.9734, -10.0000, -0.6708, 6.6935, -10.0000, -0.6856, -0.8356, -0.7000, -0.8642, -0.7141, -0.8922, -0.7280, -0.9197, 6.7584, -0.9467, -0.7550, 1.5268, -0.7681, -0.9992, -0.7810, -0.9248, -0.7937, -0.9500, -0.8062, -0.9748, -0.8185, -0.9992, -0.8307, -1.0233, -0.8426, -1.0471, -0.8544, -1.0705, -0.8660, -1.0936, -0.8775, 1.3836, -0.8888, -1.1389, -0.9000, 1.3389, -0.9110, -1.1830, -0.9220, -1.4547, -0.9327, -1.4762, -0.9434, 6.1026, -0.9539, -1.4183, -0.9644, -1.4391, -0.9747, -1.4596, -0.9849, -1.4799, -0.9950, -1.5000, -1.0050, 0.9801, -1.0149, -1.5396, -1.0247, 0.9409, -1.0344, -1.3285, -1.0440, 6.2524, -1.0536, -1.2666, -1.0630, -1.2854, -1.0724, -1.3041, -1.0817, -1.3226, -1.0909, -1.3409, -1.1000, -1.6091, -1.1091, 98.3729, -100.0000"
