epoch,episode,turn,move,reward,winner
1,2567,"(0, 0, 255)",12-16,0.0,None
1,2567,"(255, 0, 0)",22-17,0.0,None
1,2567,"(0, 0, 255)",8-12,0.0,None
1,2567,"(255, 0, 0)",25-22,0.0,None
1,2567,"(0, 0, 255)",4-8,0.0,None
1,2567,"(255, 0, 0)",22-18,0.0,None
1,2567,"(0, 0, 255)",9-14,5.0,None
1,2567,"(255, 0, 0)",18x9,-51.0,None
1,2567,"(0, 0, 255)",5x14,30.0,None
1,2567,"(255, 0, 0)",23-18,5.0,None
1,2567,"(0, 0, 255)",14x23,-51.0,None
1,2567,"(255, 0, 0)",26x19,7.0,None
1,2567,"(0, 0, 255)",16x23,-21.0,None
1,2567,"(255, 0, 0)",27x18,30.0,None
1,2567,"(0, 0, 255)",1-5,0.0,None
1,2567,"(255, 0, 0)",18-15,-81.0,None
1,2567,"(0, 0, 255)",10x19,7.0,None
1,2567,"(255, 0, 0)",24x15,-21.0,None
1,2567,"(0, 0, 255)",11x18,30.0,None
1,2567,"(255, 0, 0)",31-27,0.0,None
1,2567,"(0, 0, 255)",18-22,0.0,None
1,2567,"(255, 0, 0)",30-25,-21.0,None
1,2567,"(0, 0, 255)",12-16,-51.0,None
1,2567,"(255, 0, 0)",25x18,30.0,None
1,2567,"(0, 0, 255)",8-12,0.0,None
1,2567,"(255, 0, 0)",18-14,0.0,None
1,2567,"(0, 0, 255)",6-10,0.0,None
1,2567,"(255, 0, 0)",17-13,-23.0,None
1,2567,"(0, 0, 255)",10x17,-21.0,None
1,2567,"(255, 0, 0)",21x14,30.0,None
1,2567,"(0, 0, 255)",2-6,0.0,None
1,2567,"(255, 0, 0)",13-9,-72.0,None
1,2567,"(0, 0, 255)",6x13,60.0,None
1,2567,"(255, 0, 0)",14-9,-51.0,None
1,2567,"(0, 0, 255)",5x14,30.0,None
1,2567,"(255, 0, 0)",29-25,0.0,None
1,2567,"(0, 0, 255)",3-8,0.0,None
1,2567,"(255, 0, 0)",25-21,0.0,None
1,2567,"(0, 0, 255)",8-11,0.0,None
1,2567,"(255, 0, 0)",27-24,0.0,None
1,2567,"(0, 0, 255)",16-20,-21.0,None
1,2567,"(255, 0, 0)",21-17,-132.0,None
1,2567,"(0, 0, 255)",14x21,39.0,None
1,2567,"(255, 0, 0)",32-27,30.0,None
1,2567,"(0, 0, 255)",7-10,0.0,None
1,2567,"(255, 0, 0)",24-19,0.0,None
1,2567,"(0, 0, 255)",10-14,0.0,None
1,2567,"(255, 0, 0)",19-15,-72.0,None
1,2567,"(0, 0, 255)",11x18,60.0,None
1,2567,"(255, 0, 0)",27-23,-51.0,None
1,2567,"(0, 0, 255)",18x27,30.0,None
1,2567,"(255, 0, 0)",28-24,-28.0,None
1,2567,"(0, 0, 255)",14-17,0.0,None
1,2567,"(255, 0, 0)",24-19,-28.0,None
1,2567,"(0, 0, 255)",20-24,0.0,None
1,2567,"(255, 0, 0)",19-15,-28.0,None
1,2567,"(0, 0, 255)",24-28,0.0,None
1,2567,"(255, 0, 0)",15-11,-28.0,None
1,2567,"(0, 0, 255)",27-31,40.0,None
1,2567,"(255, 0, 0)",11-8,-28.0,None
1,2567,"(0, 0, 255)",17-22,-28.0,None
1,2567,"(255, 0, 0)",8-3,12.0,None
1,2567,"(0, 0, 255)",22-25,0.0,None
1,2567,"(255, 0, 0)",3-8,-28.0,None
1,2567,"(0, 0, 255)",12-16,0.0,None
1,2567,"(255, 0, 0)",8-3,-28.0,None
1,2567,"(0, 0, 255)",16-20,0.0,None
1,2567,"(255, 0, 0)",3-7,-28.0,None
1,2567,"(0, 0, 255)",13-17,0.0,None
1,2567,"(255, 0, 0)",7-2,-28.0,None
1,2567,"(0, 0, 255)",25-30,40.0,None
1,2567,"(255, 0, 0)",2-6,-28.0,None
1,2567,"(0, 0, 255)",17-22,0.0,None
1,2567,"(255, 0, 0)",6-10,-28.0,None
1,2567,"(0, 0, 255)",20-24,0.0,None
1,2567,"(255, 0, 0)",10-14,-28.0,None
1,2567,"(0, 0, 255)",21-25,0.0,None
1,2567,"(255, 0, 0)",14-10,-28.0,None
1,2567,"(0, 0, 255)",31-27,0.0,None
1,2567,"(255, 0, 0)",10-6,-28.0,None
1,2567,"(0, 0, 255)",25-29,40.0,None
1,2567,"(255, 0, 0)",6-2,-28.0,None
1,2567,"(0, 0, 255)",29-25,0.0,None
1,2567,"(255, 0, 0)",2-7,0.0,Tie
