epoch,episode,turn,move,reward,winner
2,391,"(0, 0, 255)",11-15,0.0,None
2,391,"(255, 0, 0)",24-20,0.0,None
2,391,"(0, 0, 255)",15-19,-23.0,None
2,391,"(255, 0, 0)",23x16,-21.0,None
2,391,"(0, 0, 255)",12x19,30.0,None
2,391,"(255, 0, 0)",28-24,-72.0,None
2,391,"(0, 0, 255)",19x28,60.0,None
2,391,"(255, 0, 0)",27-24,0.0,None
2,391,"(0, 0, 255)",10-15,0.0,None
2,391,"(255, 0, 0)",32-27,-28.0,None
2,391,"(0, 0, 255)",15-18,-51.0,None
2,391,"(255, 0, 0)",22x15,2.0,None
2,391,"(0, 0, 255)",28-32,19.0,None
2,391,"(255, 0, 0)",26-23,30.0,None
2,391,"(0, 0, 255)",32-28,-21.0,None
2,391,"(255, 0, 0)",25-22,-72.0,None
2,391,"(0, 0, 255)",28x19x10,60.0,None
2,391,"(255, 0, 0)",29-25,0.0,None
2,391,"(0, 0, 255)",10-15,0.0,None
2,391,"(255, 0, 0)",27-24,0.0,None
2,391,"(0, 0, 255)",15-10,0.0,None
2,391,"(255, 0, 0)",30-26,0.0,None
2,391,"(0, 0, 255)",10-15,0.0,None
2,391,"(255, 0, 0)",31-27,0.0,None
2,391,"(0, 0, 255)",15-10,0.0,None
2,391,"(255, 0, 0)",24-19,0.0,None
2,391,"(0, 0, 255)",10-15,5.0,None
2,391,"(255, 0, 0)",19x10,-51.0,None
2,391,"(0, 0, 255)",6x15,30.0,None
2,391,"(255, 0, 0)",27-24,0.0,None
2,391,"(0, 0, 255)",9-14,0.0,None
2,391,"(255, 0, 0)",24-19,-72.0,None
2,391,"(0, 0, 255)",15x24,60.0,None
2,391,"(255, 0, 0)",22-18,-21.0,None
2,391,"(0, 0, 255)",14-17,-51.0,None
2,391,"(255, 0, 0)",21x14,30.0,None
2,391,"(0, 0, 255)",24-27,0.0,None
2,391,"(255, 0, 0)",26-22,-28.0,None
2,391,"(0, 0, 255)",27-31,40.0,None
2,391,"(255, 0, 0)",25-21,0.0,None
2,391,"(0, 0, 255)",31-26,28.0,None
2,391,"(255, 0, 0)",23-19,-72.0,None
2,391,"(0, 0, 255)",26x17x10,60.0,None
2,391,"(255, 0, 0)",19-16,0.0,None
2,391,"(0, 0, 255)",10-14,-23.0,None
2,391,"(255, 0, 0)",18x9,-21.0,None
2,391,"(0, 0, 255)",5x14,30.0,None
2,391,"(255, 0, 0)",16-11,-81.0,None
2,391,"(0, 0, 255)",7x16,7.0,None
2,391,"(255, 0, 0)",20x11,-21.0,None
2,391,"(0, 0, 255)",8x15,58.0,None
2,391,"(255, 0, 0)",21-17,-422.0,"(0, 0, 255)"
2,391,"(0, 0, 255)",14x21,560.0,"(0, 0, 255)"
