epoch,episode,turn,move,log_prob,reward,winner
1,2955,"(0, 0, 255)",11-16,1,0.0,None
1,2955,"(255, 0, 0)",21-17,1,0.0,None
1,2955,"(0, 0, 255)",8-11,1,0.0,None
1,2955,"(255, 0, 0)",24-20,1,0.0,None
1,2955,"(0, 0, 255)",10-14,1,5.0,None
1,2955,"(255, 0, 0)",17x10,1,-51.0,None
1,2955,"(0, 0, 255)",7x14,1,30.0,None
1,2955,"(255, 0, 0)",22-17,1,-72.0,None
1,2955,"(0, 0, 255)",14x21,1,60.0,None
1,2955,"(255, 0, 0)",26-22,1,0.0,None
1,2955,"(0, 0, 255)",11-15,1,-51.0,None
1,2955,"(255, 0, 0)",20x11,1,30.0,None
1,2955,"(0, 0, 255)",6-10,1,0.0,None
1,2955,"(255, 0, 0)",22-17,1,0.0,None
1,2955,"(0, 0, 255)",3-8,1,0.0,None
1,2955,"(255, 0, 0)",11-7,1,-51.0,None
1,2955,"(0, 0, 255)",2x11,1,30.0,None
1,2955,"(255, 0, 0)",30-26,1,-79.0,None
1,2955,"(0, 0, 255)",21x30,1,70.0,None
1,2955,"(255, 0, 0)",17-14,1,-102.0,None
1,2955,"(0, 0, 255)",10x17,1,60.0,None
1,2955,"(255, 0, 0)",27-24,1,0.0,None
1,2955,"(0, 0, 255)",1-6,1,0.0,None
1,2955,"(255, 0, 0)",29-25,1,-51.0,None
1,2955,"(0, 0, 255)",30x21,1,30.0,None
1,2955,"(255, 0, 0)",23-18,1,-51.0,None
1,2955,"(0, 0, 255)",15x22,1,30.0,None
1,2955,"(255, 0, 0)",26-23,1,0.0,None
1,2955,"(0, 0, 255)",11-15,1,0.0,None
1,2955,"(255, 0, 0)",23-19,1,-21.0,None
1,2955,"(0, 0, 255)",9-14,1,-100.0,None
1,2955,"(255, 0, 0)",19x10x1,1,100.0,None
1,2955,"(0, 0, 255)",14-18,1,0.0,None
1,2955,"(255, 0, 0)",24-19,1,0.0,None
1,2955,"(0, 0, 255)",22-25,1,0.0,None
1,2955,"(255, 0, 0)",32-27,1,-28.0,None
1,2955,"(0, 0, 255)",18-22,1,0.0,None
1,2955,"(255, 0, 0)",31-26,1,-121.0,None
1,2955,"(0, 0, 255)",22x31x24x15,1,130.0,None
1,2955,"(255, 0, 0)",28-24,1,-28.0,None
1,2955,"(0, 0, 255)",25-30,1,40.0,None
1,2955,"(255, 0, 0)",24-20,1,0.0,None
1,2955,"(0, 0, 255)",5-9,1,0.0,None
1,2955,"(255, 0, 0)",1-6,1,-21.0,None
1,2955,"(0, 0, 255)",12-16,1,-102.0,None
1,2955,"(255, 0, 0)",20x11,1,9.0,None
1,2955,"(0, 0, 255)",30-25,1,-93.0,None
1,2955,"(255, 0, 0)",6x13x22x29,1,90.0,None
1,2955,"(0, 0, 255)",8-12,1,-21.0,None
1,2955,"(255, 0, 0)",11-7,1,30.0,None
1,2955,"(0, 0, 255)",15-19,1,-28.0,None
1,2955,"(255, 0, 0)",29-25,1,-51.0,None
1,2955,"(0, 0, 255)",21x30,1,2.0,None
1,2955,"(255, 0, 0)",7-3,1,40.0,None
1,2955,"(0, 0, 255)",4-8,1,0.0,None
1,2955,"(255, 0, 0)",3-7,1,0.0,None
1,2955,"(0, 0, 255)",8-11,1,-72.0,None
1,2955,"(255, 0, 0)",7x16x23,1,60.0,None
1,2955,"(0, 0, 255)",30-26,1,-72.0,None
1,2955,"(255, 0, 0)",23x30,1,60.0,None
1,2955,"(0, 0, 255)",12-16,1,0.0,None
1,2955,"(255, 0, 0)",30-26,1,0.0,None
1,2955,"(0, 0, 255)",16-19,1,0.0,None
1,2955,"(255, 0, 0)",26-30,1,0.0,None
1,2955,"(0, 0, 255)",19-24,1,0.0,None
1,2955,"(255, 0, 0)",30-26,1,0.0,None
1,2955,"(0, 0, 255)",24-27,1,0.0,None
1,2955,"(255, 0, 0)",26-30,1,-28.0,None
1,2955,"(0, 0, 255)",27-31,1,40.0,None
1,2955,"(255, 0, 0)",30-25,1,0.0,None
1,2955,"(0, 0, 255)",31-26,1,0.0,None
1,2955,"(255, 0, 0)",25-30,1,-21.0,Tie
1,2955,"(0, 0, 255)",26-22,1,58.0,None
1,2955,"(255, 0, 0)",30-25,1,-422.0,"(0, 0, 255)"
1,2955,"(0, 0, 255)",22x29,1,560.0,"(0, 0, 255)"
