epoch,episode,turn,move,log_prob,reward,winner
1,580,"(0, 0, 255)",9-13,1,0.0,None
1,580,"(255, 0, 0)",23-19,1,0.0,None
1,580,"(0, 0, 255)",5-9,1,0.0,None
1,580,"(255, 0, 0)",19-15,1,-53.0,None
1,580,"(0, 0, 255)",11x18,1,7.0,None
1,580,"(255, 0, 0)",22x15,1,7.0,None
1,580,"(0, 0, 255)",10x19,1,-21.0,None
1,580,"(255, 0, 0)",24x15,1,30.0,None
1,580,"(0, 0, 255)",12-16,1,0.0,None
1,580,"(255, 0, 0)",27-24,1,0.0,None
1,580,"(0, 0, 255)",1-5,1,0.0,None
1,580,"(255, 0, 0)",26-22,1,0.0,None
1,580,"(0, 0, 255)",9-14,1,0.0,None
1,580,"(255, 0, 0)",31-26,1,0.0,None
1,580,"(0, 0, 255)",6-10,1,-23.0,None
1,580,"(255, 0, 0)",15x6,1,-21.0,None
1,580,"(0, 0, 255)",2x9,1,30.0,None
1,580,"(255, 0, 0)",24-19,1,-23.0,None
1,580,"(0, 0, 255)",16x23,1,-21.0,None
1,580,"(255, 0, 0)",26x19,1,30.0,None
1,580,"(0, 0, 255)",8-11,1,0.0,None
1,580,"(255, 0, 0)",19-15,1,-23.0,None
1,580,"(0, 0, 255)",11x18,1,-21.0,None
1,580,"(255, 0, 0)",22x15,1,30.0,None
1,580,"(0, 0, 255)",14-18,1,0.0,None
1,580,"(255, 0, 0)",28-24,1,0.0,None
1,580,"(0, 0, 255)",18-22,1,-51.0,None
1,580,"(255, 0, 0)",25x18,1,30.0,None
1,580,"(0, 0, 255)",7-10,1,-72.0,None
1,580,"(255, 0, 0)",15x6,1,60.0,None
1,580,"(0, 0, 255)",3-7,1,-28.0,None
1,580,"(255, 0, 0)",30-26,1,0.0,None
1,580,"(0, 0, 255)",4-8,1,-28.0,None
1,580,"(255, 0, 0)",26-22,1,0.0,None
1,580,"(0, 0, 255)",13-17,1,-102.0,None
1,580,"(255, 0, 0)",21x14,1,60.0,None
1,580,"(0, 0, 255)",9-13,1,-28.0,None
1,580,"(255, 0, 0)",24-19,1,0.0,None
1,580,"(0, 0, 255)",7-11,1,-28.0,None
1,580,"(255, 0, 0)",18-15,1,-44.0,None
1,580,"(0, 0, 255)",11x18x25,1,9.0,None
1,580,"(255, 0, 0)",29x22,1,30.0,None
1,580,"(0, 0, 255)",8-12,1,-28.0,None
1,580,"(255, 0, 0)",22-18,1,0.0,None
1,580,"(0, 0, 255)",13-17,1,-28.0,None
1,580,"(255, 0, 0)",19-16,1,-51.0,None
1,580,"(0, 0, 255)",12x19,1,2.0,None
1,580,"(255, 0, 0)",18-15,1,0.0,None
1,580,"(0, 0, 255)",17-22,1,-28.0,None
1,580,"(255, 0, 0)",32-28,1,0.0,None
1,580,"(0, 0, 255)",19-24,1,-51.0,None
1,580,"(255, 0, 0)",28x19,1,30.0,None
1,580,"(0, 0, 255)",22-25,1,-28.0,None
1,580,"(255, 0, 0)",6-2,1,12.0,None
1,580,"(0, 0, 255)",5-9,1,-72.0,None
1,580,"(255, 0, 0)",14x5,1,32.0,None
1,580,"(0, 0, 255)",25-29,1,12.0,None
1,580,"(255, 0, 0)",15-11,1,0.0,None
1,580,"(0, 0, 255)",29-25,1,-28.0,None
1,580,"(255, 0, 0)",19-16,1,0.0,None
1,580,"(0, 0, 255)",25-21,1,-28.0,None
1,580,"(255, 0, 0)",11-8,1,0.0,None
1,580,"(0, 0, 255)",21-17,1,-28.0,None
1,580,"(255, 0, 0)",16-12,1,0.0,None
1,580,"(0, 0, 255)",17-22,1,-28.0,None
1,580,"(255, 0, 0)",2-6,1,0.0,None
1,580,"(0, 0, 255)",22-18,1,-28.0,None
1,580,"(255, 0, 0)",8-3,1,40.0,None
1,580,"(0, 0, 255)",18-23,1,-28.0,None
1,580,"(255, 0, 0)",6-10,1,0.0,None
1,580,"(0, 0, 255)",23-27,1,-28.0,None
1,580,"(255, 0, 0)",10-15,1,0.0,None
1,580,"(0, 0, 255)",27-32,1,-28.0,None
1,580,"(255, 0, 0)",15-18,1,0.0,None
1,580,"(0, 0, 255)",32-27,1,-28.0,None
1,580,"(255, 0, 0)",3-7,1,0.0,None
1,580,"(0, 0, 255)",27-32,1,-28.0,None
1,580,"(255, 0, 0)",18-23,1,0.0,None
1,580,"(0, 0, 255)",32-27,1,-422.0,"(255, 0, 0)"
1,580,"(255, 0, 0)",23x32,1,560.0,"(255, 0, 0)"
