epoch,episode,turn,move,log_prob,reward,winner
1,2062,"(0, 0, 255)",11-15,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",22-17,-1.9459101490553135,0.0,None
1,2062,"(0, 0, 255)",8-11,-2.0794415416798357,0.0,None
1,2062,"(255, 0, 0)",24-20,-2.0794415416798357,0.0,None
1,2062,"(0, 0, 255)",4-8,-2.1972245773362196,0.0,None
1,2062,"(255, 0, 0)",26-22,-2.1972245773362196,0.0,None
1,2062,"(0, 0, 255)",9-13,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",28-24,-2.1972245773362196,0.0,None
1,2062,"(0, 0, 255)",5-9,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",31-26,-2.1972245773362196,0.0,None
1,2062,"(0, 0, 255)",1-5,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",23-19,-1.9459101490553135,0.0,None
1,2062,"(0, 0, 255)",15-18,-1.6094379124341003,5.0,None
1,2062,"(255, 0, 0)",22x15,0.0,-100.0,None
1,2062,"(0, 0, 255)",11x18,-0.6931471805599453,9.0,None
1,2062,"(255, 0, 0)",26-22,-2.1972245773362196,58.0,None
1,2062,"(0, 0, 255)",9-14,-1.9459101490553135,-23.0,None
1,2062,"(255, 0, 0)",22x15,0.0,7.0,None
1,2062,"(0, 0, 255)",13x22,0.0,14.0,None
1,2062,"(255, 0, 0)",25x18x9,0.0,-21.0,None
1,2062,"(0, 0, 255)",6x13,-0.6931471805599453,7.0,None
1,2062,"(255, 0, 0)",15x6,0.0,-21.0,None
1,2062,"(0, 0, 255)",2x9,0.0,30.0,None
1,2062,"(255, 0, 0)",27-23,-2.1972245773362196,0.0,None
1,2062,"(0, 0, 255)",8-11,-1.791759469228055,0.0,None
1,2062,"(255, 0, 0)",32-28,-2.3025850929940455,0.0,None
1,2062,"(0, 0, 255)",11-15,-1.9459101490553135,-23.0,None
1,2062,"(255, 0, 0)",19x10,0.0,-21.0,None
1,2062,"(0, 0, 255)",7x14,0.0,30.0,None
1,2062,"(255, 0, 0)",21-17,-2.0794415416798357,-102.0,None
1,2062,"(0, 0, 255)",13x22,-0.6931471805599453,60.0,None
1,2062,"(255, 0, 0)",20-16,-1.9459101490553135,-44.0,None
1,2062,"(0, 0, 255)",12x19x26,0.0,9.0,None
1,2062,"(255, 0, 0)",30x23,0.0,30.0,None
1,2062,"(0, 0, 255)",3-7,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",24-20,-1.6094379124341003,0.0,None
1,2062,"(0, 0, 255)",9-13,-1.9459101490553135,0.0,None
1,2062,"(255, 0, 0)",28-24,-1.6094379124341003,0.0,None
1,2062,"(0, 0, 255)",22-25,-2.0794415416798357,-51.0,None
1,2062,"(255, 0, 0)",29x22,0.0,30.0,None
1,2062,"(0, 0, 255)",14-18,-1.791759469228055,-102.0,None
1,2062,"(255, 0, 0)",23x14,-0.6931471805599453,60.0,None
1,2062,"(0, 0, 255)",7-11,-1.3862943611198906,0.0,None
1,2062,"(255, 0, 0)",14-10,-1.791759469228055,0.0,None
1,2062,"(0, 0, 255)",5-9,-1.3862943611198906,0.0,None
1,2062,"(255, 0, 0)",10-7,-1.791759469228055,0.0,None
1,2062,"(0, 0, 255)",9-14,-1.3862943611198906,-28.0,None
1,2062,"(255, 0, 0)",24-19,-1.791759469228055,0.0,None
1,2062,"(0, 0, 255)",14-18,-1.6094379124341003,-93.0,None
1,2062,"(255, 0, 0)",22x15x8,0.0,90.0,None
1,2062,"(0, 0, 255)",13-17,0.0,-28.0,None
1,2062,"(255, 0, 0)",7-3,-1.9459101490553135,40.0,None
1,2062,"(0, 0, 255)",17-21,-0.6931471805599453,-28.0,None
1,2062,"(255, 0, 0)",3-7,-1.6094379124341003,0.0,None
1,2062,"(0, 0, 255)",21-25,0.0,-28.0,None
1,2062,"(255, 0, 0)",20-16,-2.1972245773362196,-28.0,None
1,2062,"(0, 0, 255)",25-30,-0.6931471805599453,12.0,None
1,2062,"(255, 0, 0)",8-3,-2.1972245773362196,40.0,None
1,2062,"(0, 0, 255)",30-25,-0.6931471805599453,0.0,None
1,2062,"(255, 0, 0)",7-10,-1.9459101490553135,0.0,None
1,2062,"(0, 0, 255)",25-21,-1.3862943611198906,0.0,None
1,2062,"(255, 0, 0)",10-7,-2.1972245773362196,0.0,Tie
1,2062,"(0, 0, 255)",21-25,-0.6931471805599453,0.0,Tie
