epoch,episode,turn,move,log_prob,reward,winner
1,130,"(0, 0, 255)",11-16,1,0.0,None
1,130,"(255, 0, 0)",24-20,1,-21.0,None
1,130,"(0, 0, 255)",9-14,1,5.0,None
1,130,"(255, 0, 0)",20x11,1,-51.0,None
1,130,"(0, 0, 255)",7x16,1,30.0,None
1,130,"(255, 0, 0)",23-18,1,5.0,None
1,130,"(0, 0, 255)",14x23,1,-51.0,None
1,130,"(255, 0, 0)",26x19,1,7.0,None
1,130,"(0, 0, 255)",16x23,1,-21.0,None
1,130,"(255, 0, 0)",27x18,1,30.0,None
1,130,"(0, 0, 255)",8-11,1,0.0,None
1,130,"(255, 0, 0)",31-27,1,0.0,None
1,130,"(0, 0, 255)",5-9,1,0.0,None
1,130,"(255, 0, 0)",22-17,1,0.0,None
1,130,"(0, 0, 255)",3-8,1,0.0,None
1,130,"(255, 0, 0)",27-23,1,0.0,None
1,130,"(0, 0, 255)",2-7,1,0.0,None
1,130,"(255, 0, 0)",17-13,1,0.0,None
1,130,"(0, 0, 255)",10-14,1,0.0,None
1,130,"(255, 0, 0)",23-19,1,-51.0,None
1,130,"(0, 0, 255)",14x23,1,30.0,None
1,130,"(255, 0, 0)",30-26,1,-79.0,None
1,130,"(0, 0, 255)",23x30,1,70.0,None
1,130,"(255, 0, 0)",25-22,1,0.0,None
1,130,"(0, 0, 255)",1-5,1,0.0,None
1,130,"(255, 0, 0)",21-17,1,0.0,None
1,130,"(0, 0, 255)",11-15,1,-121.0,None
1,130,"(255, 0, 0)",19x10x3,1,130.0,None
1,130,"(0, 0, 255)",8-11,1,0.0,None
1,130,"(255, 0, 0)",28-24,1,0.0,None
1,130,"(0, 0, 255)",9-14,1,-121.0,None
1,130,"(255, 0, 0)",17x10x1,1,130.0,None
1,130,"(0, 0, 255)",11-16,1,0.0,None
1,130,"(255, 0, 0)",29-25,1,-51.0,None
1,130,"(0, 0, 255)",30x21,1,30.0,None
1,130,"(255, 0, 0)",13-9,1,-51.0,None
1,130,"(0, 0, 255)",5x14,1,30.0,None
1,130,"(255, 0, 0)",32-28,1,0.0,None
1,130,"(0, 0, 255)",16-19,1,-51.0,None
1,130,"(255, 0, 0)",24x15,1,30.0,None
1,130,"(0, 0, 255)",12-16,1,0.0,None
1,130,"(255, 0, 0)",28-24,1,0.0,None
1,130,"(0, 0, 255)",14-18,1,28.0,None
1,130,"(255, 0, 0)",3-8,1,-81.0,None
1,130,"(0, 0, 255)",18x25,1,9.0,None
1,130,"(255, 0, 0)",15-11,1,2.0,None
1,130,"(0, 0, 255)",16-19,1,-72.0,None
1,130,"(255, 0, 0)",24x15,1,32.0,None
1,130,"(0, 0, 255)",21-17,1,0.0,None
1,130,"(255, 0, 0)",1-5,1,-28.0,None
1,130,"(0, 0, 255)",17-21,1,0.0,None
1,130,"(255, 0, 0)",5-1,1,0.0,Tie
