epoch,episode,turn,move,log_prob,reward,winner
1,819,"(0, 0, 255)",9-13,-1.9459101490553135,0.0,None
1,819,"(255, 0, 0)",24-19,-1.9459101490553135,0.0,None
1,819,"(0, 0, 255)",11-16,-2.0794415416798357,0.0,None
1,819,"(255, 0, 0)",23-18,-1.9459101490553135,-23.0,None
1,819,"(0, 0, 255)",16x23,0.0,-21.0,None
1,819,"(255, 0, 0)",26x19,0.0,30.0,None
1,819,"(0, 0, 255)",8-11,-2.0794415416798357,0.0,None
1,819,"(255, 0, 0)",28-24,-2.3978952727983707,0.0,None
1,819,"(0, 0, 255)",4-8,-2.3025850929940455,0.0,None
1,819,"(255, 0, 0)",21-17,-2.3978952727983707,0.0,None
1,819,"(0, 0, 255)",11-15,-1.9459101490553135,-100.0,None
1,819,"(255, 0, 0)",18x11x4,0.0,100.0,None
1,819,"(0, 0, 255)",3-8,-1.9459101490553135,-23.0,None
1,819,"(255, 0, 0)",4x11,0.0,-14.0,None
1,819,"(0, 0, 255)",7x16x23,0.0,9.0,None
1,819,"(255, 0, 0)",27x18,0.0,30.0,None
1,819,"(0, 0, 255)",10-14,-1.791759469228055,-53.0,None
1,819,"(255, 0, 0)",18x9,-0.6931471805599453,-42.0,None
1,819,"(0, 0, 255)",5x14x21,0.0,60.0,None
1,819,"(255, 0, 0)",30-26,-2.1972245773362196,-100.0,None
1,819,"(0, 0, 255)",21x30x23,0.0,100.0,None
1,819,"(255, 0, 0)",22-18,-2.1972245773362196,-51.0,None
1,819,"(0, 0, 255)",23x14,0.0,30.0,None
1,819,"(255, 0, 0)",31-26,-1.9459101490553135,0.0,None
1,819,"(0, 0, 255)",14-9,-2.3025850929940455,0.0,None
1,819,"(255, 0, 0)",32-28,-1.9459101490553135,0.0,None
1,819,"(0, 0, 255)",13-17,-1.9459101490553135,0.0,None
1,819,"(255, 0, 0)",26-22,-1.6094379124341003,-72.0,None
1,819,"(0, 0, 255)",17x26,0.0,60.0,None
1,819,"(255, 0, 0)",29-25,-1.0986122886681098,-28.0,None
1,819,"(0, 0, 255)",9-5,-2.1972245773362196,0.0,None
1,819,"(255, 0, 0)",25-21,-1.3862943611198906,-28.0,None
1,819,"(0, 0, 255)",26-31,-1.9459101490553135,40.0,None
1,819,"(255, 0, 0)",21-17,-1.0986122886681098,0.0,None
1,819,"(0, 0, 255)",12-16,-1.9459101490553135,0.0,None
1,819,"(255, 0, 0)",17-13,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",5-9,-2.0794415416798357,0.0,None
1,819,"(255, 0, 0)",24-19,-0.6931471805599453,-72.0,None
1,819,"(0, 0, 255)",16x23,0.0,60.0,None
1,819,"(255, 0, 0)",28-24,0.0,0.0,None
1,819,"(0, 0, 255)",6-10,-2.1972245773362196,-23.0,None
1,819,"(255, 0, 0)",13x6,0.0,-21.0,None
1,819,"(0, 0, 255)",2x9,0.0,30.0,None
1,819,"(255, 0, 0)",24-19,-0.6931471805599453,0.0,None
1,819,"(0, 0, 255)",1-5,-2.3025850929940455,0.0,None
1,819,"(255, 0, 0)",19-16,-0.6931471805599453,0.0,None
1,819,"(0, 0, 255)",23-27,-2.0794415416798357,0.0,None
1,819,"(255, 0, 0)",16-11,-0.6931471805599453,-28.0,None
1,819,"(0, 0, 255)",31-26,-1.791759469228055,0.0,None
1,819,"(255, 0, 0)",11-7,-0.6931471805599453,-28.0,None
1,819,"(0, 0, 255)",27-31,-2.3025850929940455,12.0,None
1,819,"(255, 0, 0)",7-3,-0.6931471805599453,40.0,None
1,819,"(0, 0, 255)",10-14,-2.0794415416798357,0.0,None
1,819,"(255, 0, 0)",3-7,-0.6931471805599453,0.0,None
1,819,"(0, 0, 255)",26-22,-1.9459101490553135,0.0,None
1,819,"(255, 0, 0)",7-11,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",22-17,-2.1972245773362196,0.0,None
1,819,"(255, 0, 0)",11-15,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",31-27,-1.9459101490553135,0.0,None
1,819,"(255, 0, 0)",15-19,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",14-18,-2.1972245773362196,0.0,None
1,819,"(255, 0, 0)",19-16,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",17-14,-2.4849066497880004,0.0,None
1,819,"(255, 0, 0)",16-20,-1.3862943611198906,0.0,None
1,819,"(0, 0, 255)",14-17,-2.1972245773362196,0.0,None
1,819,"(255, 0, 0)",20-24,-0.6931471805599453,-30.0,Tie
