epoch,episode,turn,agent,move,reward,success,winner
51,1554,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
51,1554,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
51,1554,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
51,1554,"(255, 0, 0)",Agent 1,31-27,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,18-23,-5.9,True,None
51,1554,"(255, 0, 0)",Agent 1,26x19,5.1,True,None
51,1554,"(0, 0, 255)",Agent 2,10-15,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,19x10,-0.9000000000000004,True,None
51,1554,"(0, 0, 255)",Agent 2,7x14,5.1,True,None
51,1554,"(255, 0, 0)",Agent 1,21-17,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,14x21,8.1,True,None
51,1554,"(255, 0, 0)",Agent 1,24-19,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,5-9,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,28-24,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,32-28,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,14-18,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,19-15,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,18-23,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,27x18,8.1,True,None
51,1554,"(0, 0, 255)",Agent 2,3-7,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,30-26,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,21x30x23x14,145.1,True,None
51,1554,"(255, 0, 0)",Agent 1,16-11,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,7x16,2.0999999999999996,True,None
51,1554,"(255, 0, 0)",Agent 1,20x11,5.1,True,None
51,1554,"(0, 0, 255)",Agent 2,14-18,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,24-19,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,18-22,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,19-16,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,22-26,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,16-12,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,6-9,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,12x3,25.1,True,None
51,1554,"(0, 0, 255)",Agent 2,26-31,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,29-25,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,31-27,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,28-24,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,27x20,5.1,True,None
51,1554,"(255, 0, 0)",Agent 1,25-22,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,20-16,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,22-18,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,16x7,2.0999999999999996,True,None
51,1554,"(255, 0, 0)",Agent 1,3x10,5.1,True,None
51,1554,"(0, 0, 255)",Agent 2,9-14,-5.9,True,None
51,1554,"(255, 0, 0)",Agent 1,18x9,8.1,True,None
51,1554,"(0, 0, 255)",Agent 2,2-6,-2.9,True,None
51,1554,"(255, 0, 0)",Agent 1,9x2,28.1,True,None
51,1554,"(0, 0, 255)",Agent 2,4-8,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,10-6,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,1x10x19,25.1,True,None
51,1554,"(255, 0, 0)",Agent 1,2-7,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,19-23,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,7-10,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,23-26,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,10-14,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,26-30,20.1,True,None
51,1554,"(255, 0, 0)",Agent 1,14-17,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,30-25,0.1,True,None
51,1554,"(255, 0, 0)",Agent 1,17-21,0.1,True,None
51,1554,"(0, 0, 255)",Agent 2,25-22,3.1,True,None
51,1554,"(255, 0, 0)",Agent 1,21-25,-2.9,True,None
51,1554,"(0, 0, 255)",Agent 2,22x29,508.1,True,"(0, 0, 255)"
