epoch,episode,turn,move,reward,winner
1,440,"(0, 0, 255)",9-13,0.0,None
1,440,"(255, 0, 0)",23-18,0.0,None
1,440,"(0, 0, 255)",12-16,0.0,None
1,440,"(255, 0, 0)",22-17,-23.0,None
1,440,"(0, 0, 255)",13x22,-21.0,None
1,440,"(255, 0, 0)",26x17,30.0,None
1,440,"(0, 0, 255)",8-12,0.0,None
1,440,"(255, 0, 0)",17-14,-23.0,None
1,440,"(0, 0, 255)",10x17,-21.0,None
1,440,"(255, 0, 0)",21x14,30.0,None
1,440,"(0, 0, 255)",11-15,-72.0,None
1,440,"(255, 0, 0)",18x11,60.0,None
1,440,"(0, 0, 255)",7-10,-23.0,None
1,440,"(255, 0, 0)",14x7,-21.0,None
1,440,"(0, 0, 255)",3x10,30.0,None
1,440,"(255, 0, 0)",31-26,0.0,None
1,440,"(0, 0, 255)",2-7,-72.0,None
1,440,"(255, 0, 0)",11x2x9,49.0,None
1,440,"(0, 0, 255)",5x14,30.0,None
1,440,"(255, 0, 0)",24-20,-21.0,None
1,440,"(0, 0, 255)",14-18,-51.0,None
1,440,"(255, 0, 0)",20x11,30.0,None
1,440,"(0, 0, 255)",12-16,0.0,None
1,440,"(255, 0, 0)",27-24,0.0,None
1,440,"(0, 0, 255)",4-8,-100.0,None
1,440,"(255, 0, 0)",11x4,100.0,None
1,440,"(0, 0, 255)",18-23,-72.0,None
1,440,"(255, 0, 0)",26x19x12,60.0,None
1,440,"(0, 0, 255)",1-6,0.0,None
1,440,"(255, 0, 0)",32-27,0.0,None
1,440,"(0, 0, 255)",6-9,0.0,None
1,440,"(255, 0, 0)",25-21,0.0,None
1,440,"(0, 0, 255)",9-14,0.0,None
1,440,"(255, 0, 0)",24-20,0.0,None
1,440,"(0, 0, 255)",10-15,0.0,None
1,440,"(255, 0, 0)",12-8,0.0,None
1,440,"(0, 0, 255)",14-18,-28.0,None
1,440,"(255, 0, 0)",21-17,0.0,None
1,440,"(0, 0, 255)",18-23,-443.0,"(255, 0, 0)"
1,440,"(255, 0, 0)",27x18x11,590.0,"(255, 0, 0)"
