epoch,episode,turn,move,reward,winner
1,2811,"(0, 0, 255)",11-16,0.0,None
1,2811,"(255, 0, 0)",22-17,0.0,None
1,2811,"(0, 0, 255)",8-11,0.0,None
1,2811,"(255, 0, 0)",23-19,5.0,None
1,2811,"(0, 0, 255)",16x23,-51.0,None
1,2811,"(255, 0, 0)",26x19,30.0,None
1,2811,"(0, 0, 255)",3-8,0.0,None
1,2811,"(255, 0, 0)",30-26,0.0,None
1,2811,"(0, 0, 255)",9-13,-21.0,None
1,2811,"(255, 0, 0)",24-20,5.0,None
1,2811,"(0, 0, 255)",13x22,-51.0,None
1,2811,"(255, 0, 0)",26x17,30.0,None
1,2811,"(0, 0, 255)",12-16,-121.0,None
1,2811,"(255, 0, 0)",19x12x3,130.0,None
1,2811,"(0, 0, 255)",6-9,0.0,None
1,2811,"(255, 0, 0)",3-8,-21.0,None
1,2811,"(0, 0, 255)",11-16,-23.0,None
1,2811,"(255, 0, 0)",20x11,-21.0,None
1,2811,"(0, 0, 255)",7x16,9.0,None
1,2811,"(255, 0, 0)",27-24,-51.0,None
1,2811,"(0, 0, 255)",4x11,30.0,None
1,2811,"(255, 0, 0)",24-20,0.0,None
1,2811,"(0, 0, 255)",10-15,0.0,None
1,2811,"(255, 0, 0)",28-24,0.0,None
1,2811,"(0, 0, 255)",15-19,-93.0,None
1,2811,"(255, 0, 0)",24x15x8,69.0,None
1,2811,"(0, 0, 255)",1-6,-51.0,None
1,2811,"(255, 0, 0)",20x11,30.0,None
1,2811,"(0, 0, 255)",9-14,-100.0,None
1,2811,"(255, 0, 0)",17x10x1,100.0,None
1,2811,"(0, 0, 255)",2-6,-51.0,None
1,2811,"(255, 0, 0)",1x10,30.0,None
1,2811,"(0, 0, 255)",5-9,-28.0,None
1,2811,"(255, 0, 0)",10-7,0.0,None
1,2811,"(0, 0, 255)",9-14,-28.0,None
1,2811,"(255, 0, 0)",7-2,0.0,None
1,2811,"(0, 0, 255)",14-17,-401.0,"(255, 0, 0)"
1,2811,"(255, 0, 0)",21x14,530.0,"(255, 0, 0)"
