epoch,episode,turn,move,log_prob,reward,winner
1,1269,"(0, 0, 255)",10-14,1,0.0,None
1,1269,"(255, 0, 0)",24-19,1,0.0,None
1,1269,"(0, 0, 255)",9-13,1,0.0,None
1,1269,"(255, 0, 0)",19-16,1,-81.0,None
1,1269,"(0, 0, 255)",11x20,1,30.0,None
1,1269,"(255, 0, 0)",23-18,1,5.0,None
1,1269,"(0, 0, 255)",14x23,1,-51.0,None
1,1269,"(255, 0, 0)",27x18,1,30.0,None
1,1269,"(0, 0, 255)",7-10,1,0.0,None
1,1269,"(255, 0, 0)",21-17,1,0.0,None
1,1269,"(0, 0, 255)",10-15,1,-23.0,None
1,1269,"(255, 0, 0)",18x11,1,-21.0,None
1,1269,"(0, 0, 255)",8x15,1,30.0,None
1,1269,"(255, 0, 0)",25-21,1,0.0,None
1,1269,"(0, 0, 255)",12-16,1,0.0,None
1,1269,"(255, 0, 0)",17-14,1,0.0,None
1,1269,"(0, 0, 255)",16-19,1,0.0,None
1,1269,"(255, 0, 0)",14-9,1,-51.0,None
1,1269,"(0, 0, 255)",5x14,1,30.0,None
1,1269,"(255, 0, 0)",32-27,1,0.0,None
1,1269,"(0, 0, 255)",3-7,1,0.0,None
1,1269,"(255, 0, 0)",22-18,1,-151.0,None
1,1269,"(0, 0, 255)",15x22,1,-91.0,None
1,1269,"(255, 0, 0)",26x17x10x3,1,130.0,None
1,1269,"(0, 0, 255)",19-23,1,-72.0,None
1,1269,"(255, 0, 0)",27x18,1,60.0,None
1,1269,"(0, 0, 255)",6-9,1,0.0,None
1,1269,"(255, 0, 0)",3-8,1,-51.0,None
1,1269,"(0, 0, 255)",4x11,1,30.0,None
1,1269,"(255, 0, 0)",28-24,1,-23.0,None
1,1269,"(0, 0, 255)",20x27,1,-21.0,None
1,1269,"(255, 0, 0)",31x24,1,30.0,None
1,1269,"(0, 0, 255)",1-6,1,0.0,None
1,1269,"(255, 0, 0)",24-20,1,0.0,None
1,1269,"(0, 0, 255)",13-17,1,-72.0,None
1,1269,"(255, 0, 0)",21x14x5,1,60.0,None
1,1269,"(0, 0, 255)",11-15,1,-72.0,None
1,1269,"(255, 0, 0)",18x11,1,60.0,None
1,1269,"(0, 0, 255)",6-10,1,-28.0,None
1,1269,"(255, 0, 0)",20-16,1,0.0,None
1,1269,"(0, 0, 255)",2-6,1,-28.0,None
1,1269,"(255, 0, 0)",11-7,1,0.0,None
1,1269,"(0, 0, 255)",10-15,1,-28.0,None
1,1269,"(255, 0, 0)",16-11,1,0.0,None
1,1269,"(0, 0, 255)",6-10,1,-28.0,None
1,1269,"(255, 0, 0)",7-3,1,40.0,None
1,1269,"(0, 0, 255)",15-19,1,-28.0,None
1,1269,"(255, 0, 0)",30-25,1,0.0,None
1,1269,"(0, 0, 255)",19-24,1,-28.0,None
1,1269,"(255, 0, 0)",3-7,1,-21.0,None
1,1269,"(0, 0, 255)",24-28,1,-51.0,None
1,1269,"(255, 0, 0)",7x14,1,2.0,None
1,1269,"(0, 0, 255)",28-32,1,12.0,None
1,1269,"(255, 0, 0)",11-8,1,0.0,None
1,1269,"(0, 0, 255)",32-27,1,-28.0,None
1,1269,"(255, 0, 0)",5-1,1,40.0,None
1,1269,"(0, 0, 255)",27-24,1,-28.0,None
1,1269,"(255, 0, 0)",8-3,1,40.0,None
1,1269,"(0, 0, 255)",24-20,1,0.0,None
1,1269,"(255, 0, 0)",14-9,1,0.0,None
1,1269,"(0, 0, 255)",20-16,1,0.0,None
1,1269,"(255, 0, 0)",25-21,1,0.0,None
1,1269,"(0, 0, 255)",16-19,1,0.0,None
1,1269,"(255, 0, 0)",21-17,1,0.0,None
1,1269,"(0, 0, 255)",19-15,1,0.0,None
1,1269,"(255, 0, 0)",9-5,1,0.0,None
1,1269,"(0, 0, 255)",15-10,1,0.0,None
1,1269,"(255, 0, 0)",17-13,1,0.0,None
1,1269,"(0, 0, 255)",10-6,1,-401.0,"(255, 0, 0)"
1,1269,"(255, 0, 0)",1x10,1,530.0,"(255, 0, 0)"
