epoch,episode,turn,agent,move,reward,success,winner
19,5572,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
19,5572,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
19,5572,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,18-23,-5.9,True,None
19,5572,"(255, 0, 0)",Agent 1,27x18,8.1,True,None
19,5572,"(0, 0, 255)",Agent 2,7-11,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,16x7,2.0999999999999996,True,None
19,5572,"(0, 0, 255)",Agent 2,2x11,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,31-27,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,11-15,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,18x11,2.0999999999999996,True,None
19,5572,"(0, 0, 255)",Agent 2,8x15,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,27-23,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,4-8,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,26-22,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,6-9,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,24-19,-2.9,True,None
19,5572,"(0, 0, 255)",Agent 2,15x24,2.0999999999999996,True,None
19,5572,"(255, 0, 0)",Agent 1,28x19,5.1,True,None
19,5572,"(0, 0, 255)",Agent 2,8-11,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,30-26,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,11-15,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,21-17,-2.9,True,None
19,5572,"(0, 0, 255)",Agent 2,15x24,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,25-21,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,24-28,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,29-25,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,10-15,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,20-16,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,15-19,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,17-13,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,3-8,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,13x6,2.0999999999999996,True,None
19,5572,"(0, 0, 255)",Agent 2,1x10,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,21-17,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,28-32,20.1,True,None
19,5572,"(255, 0, 0)",Agent 1,17-13,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,22-17,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,10-15,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,17-14,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,19-24,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,25-22,-2.9,True,None
19,5572,"(0, 0, 255)",Agent 2,12x19,2.0999999999999996,True,None
19,5572,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
19,5572,"(0, 0, 255)",Agent 2,32-28,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,22-18,-2.9,True,None
19,5572,"(0, 0, 255)",Agent 2,15x22x31,48.1,True,None
19,5572,"(255, 0, 0)",Agent 1,14-10,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,28-32,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,13-9,-2.9,True,None
19,5572,"(0, 0, 255)",Agent 2,5x14,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,16-11,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,32-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,11-7,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,24-28,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,10-6,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-26,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,7-2,20.1,True,None
19,5572,"(0, 0, 255)",Agent 2,27-23,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,6-1,20.1,True,None
19,5572,"(0, 0, 255)",Agent 2,26-31,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,2-6,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-26,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,6-9,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,26-31,-2.9,True,None
19,5572,"(255, 0, 0)",Agent 1,9x18x27,22.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31x24,5.1,True,None
19,5572,"(255, 0, 0)",Agent 1,1-6,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,24-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,6-9,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,27-31,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,9-13,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,13-17,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,27-31,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,17-21,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,21-25,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,27-31,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,25-29,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,29-25,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,27-31,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,25-29,0.1,True,None
19,5572,"(0, 0, 255)",Agent 2,31-27,0.1,True,None
19,5572,"(255, 0, 0)",Agent 1,29-25,0.1,True,None
