epoch,episode,turn,move,reward,winner
2,1235,"(0, 0, 255)",10-15,0.0,None
2,1235,"(255, 0, 0)",24-19,5.0,None
2,1235,"(0, 0, 255)",15x24,-51.0,None
2,1235,"(255, 0, 0)",28x19,30.0,None
2,1235,"(0, 0, 255)",9-14,0.0,None
2,1235,"(255, 0, 0)",21-17,-72.0,None
2,1235,"(0, 0, 255)",14x21,60.0,None
2,1235,"(255, 0, 0)",22-17,0.0,None
2,1235,"(0, 0, 255)",5-9,0.0,None
2,1235,"(255, 0, 0)",17-14,-23.0,None
2,1235,"(0, 0, 255)",9x18,-21.0,None
2,1235,"(255, 0, 0)",23x14,30.0,None
2,1235,"(0, 0, 255)",6-10,-21.0,None
2,1235,"(255, 0, 0)",26-23,-51.0,None
2,1235,"(0, 0, 255)",10x17,30.0,None
2,1235,"(255, 0, 0)",19-16,-81.0,None
2,1235,"(0, 0, 255)",12x19x26,-42.0,None
2,1235,"(255, 0, 0)",30x23,-49.0,None
2,1235,"(0, 0, 255)",21x30,70.0,None
2,1235,"(255, 0, 0)",23-19,0.0,None
2,1235,"(0, 0, 255)",1-5,0.0,None
2,1235,"(255, 0, 0)",29-25,-51.0,None
2,1235,"(0, 0, 255)",30x21,30.0,None
2,1235,"(255, 0, 0)",32-28,0.0,None
2,1235,"(0, 0, 255)",8-12,0.0,None
2,1235,"(255, 0, 0)",31-26,0.0,None
2,1235,"(0, 0, 255)",21-25,0.0,None
2,1235,"(255, 0, 0)",19-15,-72.0,None
2,1235,"(0, 0, 255)",11x18,60.0,None
2,1235,"(255, 0, 0)",26-22,-72.0,None
2,1235,"(0, 0, 255)",17x26,60.0,None
2,1235,"(255, 0, 0)",28-24,-28.0,None
2,1235,"(0, 0, 255)",3-8,0.0,None
2,1235,"(255, 0, 0)",27-23,-72.0,None
2,1235,"(0, 0, 255)",18x27,60.0,None
2,1235,"(255, 0, 0)",24-20,-28.0,None
2,1235,"(0, 0, 255)",25-21,28.0,None
2,1235,"(255, 0, 0)",20-16,-401.0,"(0, 0, 255)"
2,1235,"(0, 0, 255)",12x19,530.0,"(0, 0, 255)"
