epoch,episode,turn,agent,move,reward,success,winner
30,6948,"(0, 0, 255)",Agent 1,12-16,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,24-20,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,16-19,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,23x16,5.1,True,None
30,6948,"(0, 0, 255)",Agent 1,9-14,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,22-17,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,8-12,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,26-22,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,12x19,5.1,True,None
30,6948,"(255, 0, 0)",Agent 2,31-26,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,19-23,-5.9,True,None
30,6948,"(255, 0, 0)",Agent 2,27x18x9,19.1,True,None
30,6948,"(0, 0, 255)",Agent 1,6x13,5.1,True,None
30,6948,"(255, 0, 0)",Agent 2,22-18,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,13x22x31,45.1,True,None
30,6948,"(255, 0, 0)",Agent 2,30-26,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,31x22x15,25.1,True,None
30,6948,"(255, 0, 0)",Agent 2,25-22,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,15-19,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,32-27,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,11-16,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,20x11,2.0999999999999996,True,None
30,6948,"(0, 0, 255)",Agent 1,7x16,5.1,True,None
30,6948,"(255, 0, 0)",Agent 2,29-25,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,5-9,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,22-18,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,9-14,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,18x9,8.1,True,None
30,6948,"(0, 0, 255)",Agent 1,10-15,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,28-24,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,19x28,5.1,True,None
30,6948,"(255, 0, 0)",Agent 2,21-17,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,15-19,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,27-23,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,19x26,5.1,True,None
30,6948,"(255, 0, 0)",Agent 2,17-13,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,16-20,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,25-21,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,20-24,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,21-17,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,24-27,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,17-14,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,2-6,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,9x2,25.1,True,None
30,6948,"(0, 0, 255)",Agent 1,27-31,20.1,True,None
30,6948,"(255, 0, 0)",Agent 2,13-9,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,3-7,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,2x11,5.1,True,None
30,6948,"(0, 0, 255)",Agent 1,4-8,-2.9,True,None
30,6948,"(255, 0, 0)",Agent 2,11x4,8.1,True,None
30,6948,"(0, 0, 255)",Agent 1,26-30,20.1,True,None
30,6948,"(255, 0, 0)",Agent 2,9-6,-2.9,True,None
30,6948,"(0, 0, 255)",Agent 1,1x10x17,25.1,True,None
30,6948,"(255, 0, 0)",Agent 2,4-8,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,31-27,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,8-11,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,30-25,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,11-15,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,27-24,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,15-18,0.1,True,None
30,6948,"(0, 0, 255)",Agent 1,24-19,0.1,True,None
30,6948,"(255, 0, 0)",Agent 2,18-22,-5.9,True,None
30,6948,"(0, 0, 255)",Agent 1,25x18,508.1,True,"(0, 0, 255)"
