epoch,episode,turn,agent,move,reward,success,winner
32,8017,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
32,8017,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
32,8017,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,28-24,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
32,8017,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
32,8017,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
32,8017,"(255, 0, 0)",Agent 1,26-23,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,7-11,-5.9,True,None
32,8017,"(255, 0, 0)",Agent 1,16x7,2.0999999999999996,True,None
32,8017,"(0, 0, 255)",Agent 2,2x11,2.0999999999999996,True,None
32,8017,"(255, 0, 0)",Agent 1,23x14x7,22.1,True,None
32,8017,"(0, 0, 255)",Agent 2,3x10,5.1,True,None
32,8017,"(255, 0, 0)",Agent 1,24-19,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,11-16,-5.9,True,None
32,8017,"(255, 0, 0)",Agent 1,19x12x3,48.1,True,None
32,8017,"(0, 0, 255)",Agent 2,6-9,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,31-26,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,5-9,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,4-8,-2.9,True,None
32,8017,"(255, 0, 0)",Agent 1,3x12,5.1,True,None
32,8017,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,26-23,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,10-15,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,30-26,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,13-17,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,25-22,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,14-18,-8.9,True,None
32,8017,"(255, 0, 0)",Agent 1,23x14,8.1,True,None
32,8017,"(0, 0, 255)",Agent 2,15-18,-2.9,True,None
32,8017,"(255, 0, 0)",Agent 1,22x15,8.1,True,None
32,8017,"(0, 0, 255)",Agent 2,17-22,-2.9,True,None
32,8017,"(255, 0, 0)",Agent 1,26x17,8.1,True,None
32,8017,"(0, 0, 255)",Agent 2,1-6,0.1,True,None
32,8017,"(255, 0, 0)",Agent 1,17-13,0.1,True,None
32,8017,"(0, 0, 255)",Agent 2,6-10,-5.9,True,None
32,8017,"(255, 0, 0)",Agent 1,15x6,508.1,True,"(255, 0, 0)"
