epoch,episode,turn,move,reward,winner
1,1145,"(0, 0, 255)",11-15,0.0,None
1,1145,"(255, 0, 0)",24-20,0.0,None
1,1145,"(0, 0, 255)",8-11,0.0,None
1,1145,"(255, 0, 0)",20-16,-81.0,None
1,1145,"(0, 0, 255)",12x19,7.0,None
1,1145,"(255, 0, 0)",23x16,-21.0,None
1,1145,"(0, 0, 255)",11x20,30.0,None
1,1145,"(255, 0, 0)",21-17,0.0,None
1,1145,"(0, 0, 255)",3-8,0.0,None
1,1145,"(255, 0, 0)",17-14,-81.0,None
1,1145,"(0, 0, 255)",10x17,-21.0,None
1,1145,"(255, 0, 0)",22x13,30.0,None
1,1145,"(0, 0, 255)",9-14,0.0,None
1,1145,"(255, 0, 0)",27-24,5.0,None
1,1145,"(0, 0, 255)",20x27,-51.0,None
1,1145,"(255, 0, 0)",31x24,30.0,None
1,1145,"(0, 0, 255)",6-10,0.0,None
1,1145,"(255, 0, 0)",26-23,0.0,None
1,1145,"(0, 0, 255)",2-6,0.0,None
1,1145,"(255, 0, 0)",30-26,0.0,None
1,1145,"(0, 0, 255)",8-12,0.0,None
1,1145,"(255, 0, 0)",23-18,-172.0,None
1,1145,"(0, 0, 255)",14x23x30x21,160.0,None
1,1145,"(255, 0, 0)",24-19,-23.0,None
1,1145,"(0, 0, 255)",15x24,-21.0,None
1,1145,"(255, 0, 0)",28x19,30.0,None
1,1145,"(0, 0, 255)",21-17,0.0,None
1,1145,"(255, 0, 0)",32-27,0.0,None
1,1145,"(0, 0, 255)",4-8,0.0,None
1,1145,"(255, 0, 0)",29-25,0.0,None
1,1145,"(0, 0, 255)",12-16,-121.0,None
1,1145,"(255, 0, 0)",19x12x3,130.0,None
1,1145,"(0, 0, 255)",10-14,-23.0,None
1,1145,"(255, 0, 0)",3x10,-21.0,None
1,1145,"(0, 0, 255)",6x15,30.0,None
1,1145,"(255, 0, 0)",25-21,0.0,None
1,1145,"(0, 0, 255)",15-18,0.0,None
1,1145,"(255, 0, 0)",13-9,0.0,None
1,1145,"(0, 0, 255)",1-6,-100.0,None
1,1145,"(255, 0, 0)",9x2,100.0,None
1,1145,"(0, 0, 255)",18-23,-44.0,None
1,1145,"(255, 0, 0)",27x18x9,-12.0,None
1,1145,"(0, 0, 255)",5x14,60.0,None
1,1145,"(255, 0, 0)",2-6,0.0,None
1,1145,"(0, 0, 255)",17-13,0.0,None
1,1145,"(255, 0, 0)",6-9,-72.0,None
1,1145,"(0, 0, 255)",13x6,88.0,None
1,1145,"(255, 0, 0)",21-17,-422.0,"(0, 0, 255)"
1,1145,"(0, 0, 255)",14x21,560.0,"(0, 0, 255)"
