epoch,episode,turn,move,reward,winner
1,4871,"(0, 0, 255)",9-14,0.0,None
1,4871,"(255, 0, 0)",24-20,0.0,None
1,4871,"(0, 0, 255)",14-18,-53.0,None
1,4871,"(255, 0, 0)",22x15,-23.0,None
1,4871,"(0, 0, 255)",10x19,7.0,None
1,4871,"(255, 0, 0)",23x16,-21.0,None
1,4871,"(0, 0, 255)",12x19,30.0,None
1,4871,"(255, 0, 0)",28-24,-72.0,None
1,4871,"(0, 0, 255)",19x28,60.0,None
1,4871,"(255, 0, 0)",27-24,0.0,None
1,4871,"(0, 0, 255)",11-16,5.0,None
1,4871,"(255, 0, 0)",20x11,-51.0,None
1,4871,"(0, 0, 255)",7x16,30.0,None
1,4871,"(255, 0, 0)",32-27,-28.0,None
1,4871,"(0, 0, 255)",8-12,0.0,None
1,4871,"(255, 0, 0)",27-23,-28.0,None
1,4871,"(0, 0, 255)",16-19,-81.0,None
1,4871,"(255, 0, 0)",23x16,7.0,None
1,4871,"(0, 0, 255)",12x19,-21.0,None
1,4871,"(255, 0, 0)",24x15,2.0,None
1,4871,"(0, 0, 255)",28-32,40.0,None
1,4871,"(255, 0, 0)",31-27,-23.0,None
1,4871,"(0, 0, 255)",32x23,-21.0,None
1,4871,"(255, 0, 0)",26x19,30.0,None
1,4871,"(0, 0, 255)",6-10,5.0,None
1,4871,"(255, 0, 0)",15x6,-51.0,None
1,4871,"(0, 0, 255)",1x10,30.0,None
1,4871,"(255, 0, 0)",25-22,0.0,None
1,4871,"(0, 0, 255)",10-15,-72.0,None
1,4871,"(255, 0, 0)",19x10,60.0,None
1,4871,"(0, 0, 255)",3-8,0.0,None
1,4871,"(255, 0, 0)",30-26,0.0,None
1,4871,"(0, 0, 255)",2-6,-100.0,None
1,4871,"(255, 0, 0)",10x1,100.0,None
1,4871,"(0, 0, 255)",5-9,0.0,None
1,4871,"(255, 0, 0)",29-25,0.0,None
1,4871,"(0, 0, 255)",8-11,0.0,None
1,4871,"(255, 0, 0)",22-17,0.0,None
1,4871,"(0, 0, 255)",11-15,0.0,None
1,4871,"(255, 0, 0)",26-23,0.0,None
1,4871,"(0, 0, 255)",4-8,0.0,None
1,4871,"(255, 0, 0)",25-22,0.0,None
1,4871,"(0, 0, 255)",9-14,-51.0,None
1,4871,"(255, 0, 0)",17x10,30.0,None
1,4871,"(0, 0, 255)",8-11,0.0,None
1,4871,"(255, 0, 0)",22-18,-51.0,None
1,4871,"(0, 0, 255)",15x22,30.0,None
1,4871,"(255, 0, 0)",23-19,0.0,None
1,4871,"(0, 0, 255)",22-26,0.0,None
1,4871,"(255, 0, 0)",21-17,-28.0,None
1,4871,"(0, 0, 255)",26-31,40.0,None
1,4871,"(255, 0, 0)",19-16,-72.0,None
1,4871,"(0, 0, 255)",11x20,60.0,None
1,4871,"(255, 0, 0)",1-5,0.0,None
1,4871,"(0, 0, 255)",20-24,0.0,None
1,4871,"(255, 0, 0)",5-1,0.0,None
1,4871,"(0, 0, 255)",24-27,0.0,None
1,4871,"(255, 0, 0)",1-5,-28.0,None
1,4871,"(0, 0, 255)",27-32,40.0,None
1,4871,"(255, 0, 0)",10-7,0.0,None
1,4871,"(0, 0, 255)",31-26,-28.0,None
1,4871,"(255, 0, 0)",5-1,0.0,None
1,4871,"(0, 0, 255)",26-31,-28.0,None
1,4871,"(255, 0, 0)",1-5,0.0,Tie
