epoch,episode,turn,move,log_prob,reward,winner
1,341,"(0, 0, 255)",12-16,1,0.0,None
1,341,"(255, 0, 0)",22-18,1,0.0,None
1,341,"(0, 0, 255)",8-12,1,0.0,None
1,341,"(255, 0, 0)",24-20,1,0.0,None
1,341,"(0, 0, 255)",4-8,1,0.0,None
1,341,"(255, 0, 0)",18-14,1,-53.0,None
1,341,"(0, 0, 255)",9x18,1,7.0,None
1,341,"(255, 0, 0)",23x14,1,7.0,None
1,341,"(0, 0, 255)",10x17,1,-21.0,None
1,341,"(255, 0, 0)",21x14,1,30.0,None
1,341,"(0, 0, 255)",16-19,1,0.0,None
1,341,"(255, 0, 0)",26-23,1,5.0,None
1,341,"(0, 0, 255)",19x26,1,-51.0,None
1,341,"(255, 0, 0)",31x22,1,30.0,None
1,341,"(0, 0, 255)",11-15,1,0.0,None
1,341,"(255, 0, 0)",22-17,1,0.0,None
1,341,"(0, 0, 255)",7-11,1,0.0,None
1,341,"(255, 0, 0)",28-24,1,0.0,None
1,341,"(0, 0, 255)",6-9,1,-21.0,None
1,341,"(255, 0, 0)",25-22,1,-16.0,None
1,341,"(0, 0, 255)",9x18x25,1,-21.0,None
1,341,"(255, 0, 0)",29x22,1,30.0,None
1,341,"(0, 0, 255)",11-16,1,-100.0,None
1,341,"(255, 0, 0)",20x11x4,1,100.0,None
1,341,"(0, 0, 255)",2-7,1,0.0,None
1,341,"(255, 0, 0)",30-26,1,0.0,None
1,341,"(0, 0, 255)",7-10,1,0.0,None
1,341,"(255, 0, 0)",22-18,1,-121.0,None
1,341,"(0, 0, 255)",15x22x31,1,130.0,None
1,341,"(255, 0, 0)",24-19,1,-72.0,None
1,341,"(0, 0, 255)",31x24x15,1,60.0,None
1,341,"(255, 0, 0)",32-28,1,0.0,None
1,341,"(0, 0, 255)",12-16,1,0.0,None
1,341,"(255, 0, 0)",17-13,1,0.0,None
1,341,"(0, 0, 255)",16-20,1,28.0,None
1,341,"(255, 0, 0)",4-8,1,-51.0,None
1,341,"(0, 0, 255)",3x12,1,58.0,None
1,341,"(255, 0, 0)",28-24,1,-51.0,None
1,341,"(0, 0, 255)",20x27,1,58.0,None
1,341,"(255, 0, 0)",13-9,1,-401.0,"(0, 0, 255)"
1,341,"(0, 0, 255)",5x14,1,530.0,"(0, 0, 255)"
