epoch,episode,turn,move,log_prob,reward,winner
2,1791,"(0, 0, 255)",10-15,1,0.0,None
2,1791,"(255, 0, 0)",22-17,1,0.0,None
2,1791,"(0, 0, 255)",12-16,1,0.0,None
2,1791,"(255, 0, 0)",23-18,1,-23.0,None
2,1791,"(0, 0, 255)",15x22,1,-21.0,None
2,1791,"(255, 0, 0)",25x18,1,30.0,None
2,1791,"(0, 0, 255)",11-15,1,-23.0,None
2,1791,"(255, 0, 0)",18x11,1,-21.0,None
2,1791,"(0, 0, 255)",8x15,1,30.0,None
2,1791,"(255, 0, 0)",24-20,1,-21.0,None
2,1791,"(0, 0, 255)",7-11,1,30.0,None
2,1791,"(255, 0, 0)",26-22,1,0.0,None
2,1791,"(0, 0, 255)",15-18,1,-16.0,None
2,1791,"(255, 0, 0)",22x15x8,1,-42.0,None
2,1791,"(0, 0, 255)",3x12,1,-21.0,None
2,1791,"(255, 0, 0)",20x11,1,30.0,None
2,1791,"(0, 0, 255)",2-7,1,-100.0,None
2,1791,"(255, 0, 0)",11x2,1,100.0,None
2,1791,"(0, 0, 255)",9-14,1,-102.0,None
2,1791,"(255, 0, 0)",2x9x18,1,60.0,None
2,1791,"(0, 0, 255)",5-9,1,0.0,None
2,1791,"(255, 0, 0)",18-23,1,0.0,None
2,1791,"(0, 0, 255)",9-13,1,-21.0,None
2,1791,"(255, 0, 0)",23-18,1,-23.0,None
2,1791,"(0, 0, 255)",13x22,1,-21.0,None
2,1791,"(255, 0, 0)",18x25,1,30.0,None
2,1791,"(0, 0, 255)",4-8,1,0.0,None
2,1791,"(255, 0, 0)",28-24,1,0.0,None
2,1791,"(0, 0, 255)",1-5,1,0.0,None
2,1791,"(255, 0, 0)",31-26,1,0.0,None
2,1791,"(0, 0, 255)",8-11,1,0.0,None
2,1791,"(255, 0, 0)",25-22,1,0.0,None
2,1791,"(0, 0, 255)",11-16,1,0.0,None
2,1791,"(255, 0, 0)",22-18,1,0.0,None
2,1791,"(0, 0, 255)",5-9,1,0.0,None
2,1791,"(255, 0, 0)",29-25,1,0.0,None
2,1791,"(0, 0, 255)",16-19,1,-72.0,None
2,1791,"(255, 0, 0)",24x15,1,60.0,None
2,1791,"(0, 0, 255)",12-16,1,0.0,None
2,1791,"(255, 0, 0)",26-23,1,0.0,None
2,1791,"(0, 0, 255)",9-14,1,-51.0,None
2,1791,"(255, 0, 0)",18x9,1,30.0,None
2,1791,"(0, 0, 255)",16-19,1,-422.0,"(255, 0, 0)"
2,1791,"(255, 0, 0)",23x16,1,560.0,"(255, 0, 0)"
