epoch,episode,turn,move,log_prob,reward,winner
2,169,"(0, 0, 255)",9-14,1,0.0,None
2,169,"(255, 0, 0)",21-17,1,-51.0,None
2,169,"(0, 0, 255)",14x21,1,30.0,None
2,169,"(255, 0, 0)",24-20,1,0.0,None
2,169,"(0, 0, 255)",10-14,1,0.0,None
2,169,"(255, 0, 0)",22-18,1,-21.0,None
2,169,"(0, 0, 255)",11-16,1,-25.0,None
2,169,"(255, 0, 0)",20x11,1,-23.0,None
2,169,"(0, 0, 255)",7x16,1,35.0,None
2,169,"(255, 0, 0)",18x9,1,-51.0,None
2,169,"(0, 0, 255)",6x13,1,30.0,None
2,169,"(255, 0, 0)",26-22,1,0.0,None
2,169,"(0, 0, 255)",16-20,1,0.0,None
2,169,"(255, 0, 0)",23-19,1,0.0,None
2,169,"(0, 0, 255)",5-9,1,0.0,None
2,169,"(255, 0, 0)",30-26,1,-121.0,None
2,169,"(0, 0, 255)",21x30x23x16,1,130.0,None
2,169,"(255, 0, 0)",28-24,1,0.0,None
2,169,"(0, 0, 255)",2-6,1,0.0,None
2,169,"(255, 0, 0)",22-17,1,-51.0,None
2,169,"(0, 0, 255)",13x22,1,30.0,None
2,169,"(255, 0, 0)",24-19,1,-23.0,None
2,169,"(0, 0, 255)",16x23,1,-21.0,None
2,169,"(255, 0, 0)",27x18,1,30.0,None
2,169,"(0, 0, 255)",20-24,1,0.0,None
2,169,"(255, 0, 0)",31-27,1,-100.0,None
2,169,"(0, 0, 255)",24x31,1,100.0,None
2,169,"(255, 0, 0)",32-28,1,0.0,None
2,169,"(0, 0, 255)",6-10,1,0.0,None
2,169,"(255, 0, 0)",28-24,1,0.0,None
2,169,"(0, 0, 255)",22-25,1,-51.0,None
2,169,"(255, 0, 0)",29x22,1,30.0,None
2,169,"(0, 0, 255)",10-15,1,-23.0,None
2,169,"(255, 0, 0)",18x11,1,-21.0,None
2,169,"(0, 0, 255)",8x15,1,30.0,None
2,169,"(255, 0, 0)",24-20,1,0.0,None
2,169,"(0, 0, 255)",9-13,1,28.0,None
2,169,"(255, 0, 0)",20-16,1,-51.0,None
2,169,"(0, 0, 255)",12x19,1,58.0,None
2,169,"(255, 0, 0)",22-18,1,-422.0,"(0, 0, 255)"
2,169,"(0, 0, 255)",15x22,1,560.0,"(0, 0, 255)"
