epoch,episode,turn,move,reward,winner
1,3341,"(0, 0, 255)",9-13,0.0,None
1,3341,"(255, 0, 0)",21-17,0.0,None
1,3341,"(0, 0, 255)",10-15,0.0,None
1,3341,"(255, 0, 0)",23-19,-21.0,None
1,3341,"(0, 0, 255)",5-9,5.0,None
1,3341,"(255, 0, 0)",19x10,-72.0,None
1,3341,"(0, 0, 255)",6x15,30.0,None
1,3341,"(255, 0, 0)",27-23,0.0,None
1,3341,"(0, 0, 255)",7-10,0.0,None
1,3341,"(255, 0, 0)",25-21,0.0,None
1,3341,"(0, 0, 255)",2-6,0.0,None
1,3341,"(255, 0, 0)",29-25,0.0,None
1,3341,"(0, 0, 255)",10-14,-51.0,None
1,3341,"(255, 0, 0)",17x10,30.0,None
1,3341,"(0, 0, 255)",15-18,-95.0,None
1,3341,"(255, 0, 0)",22x15,16.0,None
1,3341,"(0, 0, 255)",11x18x27,37.0,None
1,3341,"(255, 0, 0)",32x23,-21.0,None
1,3341,"(0, 0, 255)",6x15,30.0,None
1,3341,"(255, 0, 0)",23-18,-121.0,None
1,3341,"(0, 0, 255)",15x22x29,130.0,None
1,3341,"(255, 0, 0)",26-22,0.0,None
1,3341,"(0, 0, 255)",8-11,0.0,None
1,3341,"(255, 0, 0)",21-17,0.0,None
1,3341,"(0, 0, 255)",3-8,0.0,None
1,3341,"(255, 0, 0)",31-27,0.0,None
1,3341,"(0, 0, 255)",29-25,-72.0,None
1,3341,"(255, 0, 0)",30x21,60.0,None
1,3341,"(0, 0, 255)",1-5,0.0,None
1,3341,"(255, 0, 0)",24-20,0.0,None
1,3341,"(0, 0, 255)",12-16,0.0,None
1,3341,"(255, 0, 0)",17-14,-72.0,None
1,3341,"(0, 0, 255)",9x18x25,60.0,None
1,3341,"(255, 0, 0)",28-24,-28.0,None
1,3341,"(0, 0, 255)",25-30,40.0,None
1,3341,"(255, 0, 0)",21-17,-51.0,None
1,3341,"(0, 0, 255)",13x22,30.0,None
1,3341,"(255, 0, 0)",27-23,0.0,None
1,3341,"(0, 0, 255)",16-19,-123.0,None
1,3341,"(255, 0, 0)",23x16x7,90.0,None
1,3341,"(0, 0, 255)",30-26,-28.0,None
1,3341,"(255, 0, 0)",24-19,0.0,None
1,3341,"(0, 0, 255)",22-25,-28.0,None
1,3341,"(255, 0, 0)",7-2,12.0,None
1,3341,"(0, 0, 255)",25-29,40.0,None
1,3341,"(255, 0, 0)",2-6,0.0,None
1,3341,"(0, 0, 255)",26-22,0.0,None
1,3341,"(255, 0, 0)",20-16,0.0,None
1,3341,"(0, 0, 255)",29-25,0.0,None
1,3341,"(255, 0, 0)",19-15,0.0,None
1,3341,"(0, 0, 255)",25-29,0.0,None
1,3341,"(255, 0, 0)",16-12,28.0,None
1,3341,"(0, 0, 255)",29-25,-79.0,None
1,3341,"(255, 0, 0)",12x3,70.0,None
1,3341,"(0, 0, 255)",5-9,-51.0,None
1,3341,"(255, 0, 0)",6x13,30.0,None
1,3341,"(0, 0, 255)",4-8,-51.0,None
1,3341,"(255, 0, 0)",3x12,30.0,None
1,3341,"(0, 0, 255)",25-21,0.0,None
1,3341,"(255, 0, 0)",12-16,0.0,None
1,3341,"(0, 0, 255)",22-18,-21.0,None
1,3341,"(255, 0, 0)",15-11,30.0,None
1,3341,"(0, 0, 255)",18-14,0.0,None
1,3341,"(255, 0, 0)",13-17,-21.0,None
1,3341,"(0, 0, 255)",14-9,9.0,None
1,3341,"(255, 0, 0)",17-14,-72.0,None
1,3341,"(0, 0, 255)",9x18,60.0,None
1,3341,"(255, 0, 0)",16-12,0.0,None
1,3341,"(0, 0, 255)",18-23,0.0,None
1,3341,"(255, 0, 0)",12-16,0.0,None
1,3341,"(0, 0, 255)",21-17,0.0,None
1,3341,"(255, 0, 0)",16-19,-443.0,"(0, 0, 255)"
1,3341,"(0, 0, 255)",23x16x7,590.0,"(0, 0, 255)"
