epoch,episode,turn,move,log_prob,reward,winner
1,1920,"(0, 0, 255)",12-16,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",22-17,-1.9459101490553135,0.0,None
1,1920,"(0, 0, 255)",8-12,-2.0794415416798357,0.0,None
1,1920,"(255, 0, 0)",23-18,-2.0794415416798357,0.0,None
1,1920,"(0, 0, 255)",16-19,-2.1972245773362196,-44.0,None
1,1920,"(255, 0, 0)",24x15x8,0.0,9.0,None
1,1920,"(0, 0, 255)",4x11,0.0,30.0,None
1,1920,"(255, 0, 0)",18-15,-2.3025850929940455,-102.0,None
1,1920,"(0, 0, 255)",11x18,-0.6931471805599453,60.0,None
1,1920,"(255, 0, 0)",27-24,-2.0794415416798357,0.0,None
1,1920,"(0, 0, 255)",18-23,-2.1972245773362196,-51.0,None
1,1920,"(255, 0, 0)",26x19,0.0,30.0,None
1,1920,"(0, 0, 255)",9-14,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",19-16,-2.1972245773362196,-23.0,None
1,1920,"(0, 0, 255)",12x19,0.0,7.0,None
1,1920,"(255, 0, 0)",24x15,0.0,7.0,None
1,1920,"(0, 0, 255)",10x19,0.0,35.0,None
1,1920,"(255, 0, 0)",17x10,0.0,-51.0,None
1,1920,"(0, 0, 255)",7x14,-0.6931471805599453,30.0,None
1,1920,"(255, 0, 0)",32-27,-1.9459101490553135,0.0,None
1,1920,"(0, 0, 255)",6-9,-2.3025850929940455,0.0,None
1,1920,"(255, 0, 0)",27-23,-1.9459101490553135,5.0,None
1,1920,"(0, 0, 255)",19x26,0.0,-51.0,None
1,1920,"(255, 0, 0)",31x22,-0.6931471805599453,30.0,None
1,1920,"(0, 0, 255)",3-7,-2.0794415416798357,0.0,None
1,1920,"(255, 0, 0)",21-17,-1.6094379124341003,-72.0,None
1,1920,"(0, 0, 255)",14x21,0.0,60.0,None
1,1920,"(255, 0, 0)",28-24,-1.3862943611198906,0.0,None
1,1920,"(0, 0, 255)",9-13,-1.791759469228055,0.0,None
1,1920,"(255, 0, 0)",24-19,-1.6094379124341003,0.0,None
1,1920,"(0, 0, 255)",2-6,-1.791759469228055,0.0,None
1,1920,"(255, 0, 0)",22-17,-1.6094379124341003,-23.0,None
1,1920,"(0, 0, 255)",13x22,0.0,-21.0,None
1,1920,"(255, 0, 0)",25x18,0.0,30.0,None
1,1920,"(0, 0, 255)",7-10,-1.791759469228055,0.0,None
1,1920,"(255, 0, 0)",19-15,-1.9459101490553135,-51.0,None
1,1920,"(0, 0, 255)",10x19,0.0,30.0,None
1,1920,"(255, 0, 0)",30-26,-1.6094379124341003,0.0,None
1,1920,"(0, 0, 255)",6-9,-1.791759469228055,0.0,None
1,1920,"(255, 0, 0)",26-22,-1.6094379124341003,0.0,None
1,1920,"(0, 0, 255)",1-6,-1.791759469228055,0.0,None
1,1920,"(255, 0, 0)",29-25,-1.3862943611198906,-79.0,None
1,1920,"(0, 0, 255)",21x30,0.0,70.0,None
1,1920,"(255, 0, 0)",22-17,-1.0986122886681098,0.0,None
1,1920,"(0, 0, 255)",6-10,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",18-15,-1.3862943611198906,28.0,None
1,1920,"(0, 0, 255)",19-23,-1.9459101490553135,-72.0,None
1,1920,"(255, 0, 0)",15x6,0.0,60.0,None
1,1920,"(0, 0, 255)",9-14,-1.791759469228055,-72.0,None
1,1920,"(255, 0, 0)",17x10,0.0,60.0,None
1,1920,"(0, 0, 255)",30-25,-1.6094379124341003,-28.0,None
1,1920,"(255, 0, 0)",6-2,-1.0986122886681098,40.0,None
1,1920,"(0, 0, 255)",25-22,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",2-7,-1.3862943611198906,0.0,None
1,1920,"(0, 0, 255)",22-26,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",7-11,-1.3862943611198906,0.0,None
1,1920,"(0, 0, 255)",26-22,-1.6094379124341003,0.0,None
1,1920,"(255, 0, 0)",11-8,-1.791759469228055,0.0,None
1,1920,"(0, 0, 255)",23-26,-1.9459101490553135,0.0,None
1,1920,"(255, 0, 0)",8-4,-1.791759469228055,-28.0,None
1,1920,"(0, 0, 255)",26-31,-1.791759469228055,40.0,None
1,1920,"(255, 0, 0)",4-8,-1.0986122886681098,0.0,None
1,1920,"(0, 0, 255)",31-27,-1.9459101490553135,0.0,Tie
