epoch,episode,turn,move,log_prob,reward,winner
1,915,"(0, 0, 255)",9-14,1,0.0,None
1,915,"(255, 0, 0)",22-18,1,-21.0,None
1,915,"(0, 0, 255)",12-16,1,5.0,None
1,915,"(255, 0, 0)",18x9,1,-51.0,None
1,915,"(0, 0, 255)",6x13,1,30.0,None
1,915,"(255, 0, 0)",23-18,1,0.0,None
1,915,"(0, 0, 255)",16-20,1,0.0,None
1,915,"(255, 0, 0)",18-15,1,-102.0,None
1,915,"(0, 0, 255)",10x19,1,7.0,None
1,915,"(255, 0, 0)",24x15,1,-21.0,None
1,915,"(0, 0, 255)",11x18,1,30.0,None
1,915,"(255, 0, 0)",26-23,1,28.0,None
1,915,"(0, 0, 255)",13-17,1,-81.0,None
1,915,"(255, 0, 0)",21x14,1,30.0,None
1,915,"(0, 0, 255)",2-6,1,0.0,None
1,915,"(255, 0, 0)",27-24,1,-53.0,None
1,915,"(0, 0, 255)",18x27,1,7.0,None
1,915,"(255, 0, 0)",32x23,1,7.0,None
1,915,"(0, 0, 255)",20x27,1,-21.0,None
1,915,"(255, 0, 0)",31x24,1,30.0,None
1,915,"(0, 0, 255)",7-11,1,0.0,None
1,915,"(255, 0, 0)",23-19,1,0.0,None
1,915,"(0, 0, 255)",8-12,1,0.0,None
1,915,"(255, 0, 0)",19-16,1,-123.0,None
1,915,"(0, 0, 255)",11x20x27,1,90.0,None
1,915,"(255, 0, 0)",25-21,1,-28.0,None
1,915,"(0, 0, 255)",6-9,1,-21.0,None
1,915,"(255, 0, 0)",28-24,1,-51.0,None
1,915,"(0, 0, 255)",9x18,1,30.0,None
1,915,"(255, 0, 0)",21-17,1,-28.0,None
1,915,"(0, 0, 255)",1-6,1,0.0,None
1,915,"(255, 0, 0)",17-13,1,-28.0,None
1,915,"(0, 0, 255)",27-31,1,40.0,None
1,915,"(255, 0, 0)",24-19,1,0.0,None
1,915,"(0, 0, 255)",31-27,1,0.0,None
1,915,"(255, 0, 0)",19-15,1,0.0,None
1,915,"(0, 0, 255)",5-9,1,0.0,None
1,915,"(255, 0, 0)",30-26,1,0.0,None
1,915,"(0, 0, 255)",27-24,1,0.0,None
1,915,"(255, 0, 0)",26-23,1,-72.0,None
1,915,"(0, 0, 255)",18x27,1,60.0,None
1,915,"(255, 0, 0)",15-11,1,-28.0,None
1,915,"(0, 0, 255)",3-8,1,-21.0,None
1,915,"(255, 0, 0)",11-7,1,2.0,None
1,915,"(0, 0, 255)",27-32,1,12.0,None
1,915,"(255, 0, 0)",29-25,1,0.0,None
1,915,"(0, 0, 255)",9-14,1,-28.0,None
1,915,"(255, 0, 0)",25-22,1,0.0,None
1,915,"(0, 0, 255)",24-19,1,-28.0,None
1,915,"(255, 0, 0)",22-17,1,-72.0,None
1,915,"(0, 0, 255)",14x21,1,32.0,None
1,915,"(255, 0, 0)",7-2,1,19.0,None
1,915,"(0, 0, 255)",19-16,1,-51.0,None
1,915,"(255, 0, 0)",2x9,1,30.0,None
1,915,"(0, 0, 255)",8-11,1,0.0,None
1,915,"(255, 0, 0)",9-14,1,0.0,None
1,915,"(0, 0, 255)",11-15,1,0.0,None
1,915,"(255, 0, 0)",14-17,1,0.0,None
1,915,"(0, 0, 255)",4-8,1,0.0,None
1,915,"(255, 0, 0)",17-14,1,0.0,None
1,915,"(0, 0, 255)",8-11,1,0.0,None
1,915,"(255, 0, 0)",14-9,1,0.0,None
1,915,"(0, 0, 255)",16-19,1,0.0,None
1,915,"(255, 0, 0)",9-14,1,0.0,None
1,915,"(0, 0, 255)",32-28,1,0.0,None
1,915,"(255, 0, 0)",14-17,1,0.0,None
1,915,"(0, 0, 255)",11-16,1,0.0,None
1,915,"(255, 0, 0)",17-22,1,0.0,None
1,915,"(0, 0, 255)",16-20,1,0.0,None
1,915,"(255, 0, 0)",22-25,1,-79.0,None
1,915,"(0, 0, 255)",21x30,1,70.0,None
1,915,"(255, 0, 0)",13-9,1,0.0,None
1,915,"(0, 0, 255)",15-18,1,0.0,None
1,915,"(255, 0, 0)",9-6,1,0.0,None
1,915,"(0, 0, 255)",12-16,1,-28.0,None
1,915,"(255, 0, 0)",6-1,1,40.0,None
1,915,"(0, 0, 255)",20-24,1,0.0,None
1,915,"(255, 0, 0)",1-5,1,0.0,None
1,915,"(0, 0, 255)",24-27,1,0.0,None
1,915,"(255, 0, 0)",5-1,1,-28.0,None
1,915,"(0, 0, 255)",19-15,1,0.0,None
1,915,"(255, 0, 0)",1-5,1,-28.0,None
1,915,"(0, 0, 255)",28-32,1,0.0,None
1,915,"(255, 0, 0)",5-9,1,-28.0,None
1,915,"(0, 0, 255)",32-28,1,0.0,None
1,915,"(255, 0, 0)",9-5,1,0.0,Tie
