epoch,episode,turn,move,log_prob,reward,winner
1,634,"(0, 0, 255)",11-15,1,0.0,None
1,634,"(255, 0, 0)",23-18,1,-21.0,None
1,634,"(0, 0, 255)",8-11,1,30.0,None
1,634,"(255, 0, 0)",24-19,1,5.0,None
1,634,"(0, 0, 255)",15x24,1,-51.0,None
1,634,"(255, 0, 0)",27x20,1,30.0,None
1,634,"(0, 0, 255)",11-16,1,-23.0,None
1,634,"(255, 0, 0)",20x11,1,-21.0,None
1,634,"(0, 0, 255)",7x16,1,30.0,None
1,634,"(255, 0, 0)",32-27,1,0.0,None
1,634,"(0, 0, 255)",4-8,1,0.0,None
1,634,"(255, 0, 0)",28-24,1,0.0,None
1,634,"(0, 0, 255)",10-15,1,-100.0,None
1,634,"(255, 0, 0)",18x11x4,1,100.0,None
1,634,"(0, 0, 255)",9-13,1,0.0,None
1,634,"(255, 0, 0)",24-19,1,-100.0,None
1,634,"(0, 0, 255)",16x23x32,1,100.0,None
1,634,"(255, 0, 0)",22-17,1,5.0,None
1,634,"(0, 0, 255)",13x22,1,-51.0,None
1,634,"(255, 0, 0)",25x18,1,30.0,None
1,634,"(0, 0, 255)",3-7,1,0.0,None
1,634,"(255, 0, 0)",4-8,1,0.0,None
1,634,"(0, 0, 255)",6-10,1,0.0,None
1,634,"(255, 0, 0)",30-25,1,0.0,None
1,634,"(0, 0, 255)",10-15,1,-23.0,None
1,634,"(255, 0, 0)",18x11,1,-21.0,None
1,634,"(0, 0, 255)",7x16,1,30.0,None
1,634,"(255, 0, 0)",8-11,1,-21.0,None
1,634,"(0, 0, 255)",2-7,1,-51.0,None
1,634,"(255, 0, 0)",11x2,1,30.0,None
1,634,"(0, 0, 255)",5-9,1,0.0,None
1,634,"(255, 0, 0)",26-22,1,0.0,None
1,634,"(0, 0, 255)",32-27,1,-51.0,None
1,634,"(255, 0, 0)",31x24,1,30.0,None
1,634,"(0, 0, 255)",1-5,1,0.0,None
1,634,"(255, 0, 0)",24-19,1,-51.0,None
1,634,"(0, 0, 255)",16x23,1,30.0,None
1,634,"(255, 0, 0)",2-7,1,0.0,None
1,634,"(0, 0, 255)",9-13,1,0.0,None
1,634,"(255, 0, 0)",7-10,1,0.0,None
1,634,"(0, 0, 255)",23-26,1,0.0,None
1,634,"(255, 0, 0)",10-15,1,-28.0,None
1,634,"(0, 0, 255)",5-9,1,0.0,None
1,634,"(255, 0, 0)",21-17,1,-28.0,None
1,634,"(0, 0, 255)",9-14,1,-72.0,None
1,634,"(255, 0, 0)",17x10,1,32.0,None
1,634,"(0, 0, 255)",26-30,1,19.0,None
1,634,"(255, 0, 0)",22-17,1,-123.0,None
1,634,"(0, 0, 255)",13x22,1,-42.0,None
1,634,"(255, 0, 0)",25x18,1,60.0,None
1,634,"(0, 0, 255)",30-25,1,-51.0,None
1,634,"(255, 0, 0)",29x22,1,30.0,None
1,634,"(0, 0, 255)",12-16,1,0.0,None
1,634,"(255, 0, 0)",15-11,1,-21.0,None
1,634,"(0, 0, 255)",16-19,1,30.0,None
1,634,"(255, 0, 0)",18-14,1,0.0,None
1,634,"(0, 0, 255)",19-24,1,0.0,None
1,634,"(255, 0, 0)",11-15,1,0.0,None
1,634,"(0, 0, 255)",24-27,1,0.0,None
1,634,"(255, 0, 0)",22-18,1,-28.0,None
1,634,"(0, 0, 255)",27-31,1,40.0,None
1,634,"(255, 0, 0)",14-9,1,0.0,None
1,634,"(0, 0, 255)",31-26,1,0.0,None
1,634,"(255, 0, 0)",9-6,1,0.0,None
1,634,"(0, 0, 255)",26-22,1,-28.0,None
1,634,"(255, 0, 0)",6-2,1,40.0,None
1,634,"(0, 0, 255)",22-26,1,0.0,None
1,634,"(255, 0, 0)",10-6,1,0.0,None
1,634,"(0, 0, 255)",26-23,1,-21.0,None
1,634,"(255, 0, 0)",6-1,1,-11.0,None
1,634,"(0, 0, 255)",23x14,1,30.0,None
1,634,"(255, 0, 0)",2-7,1,0.0,None
1,634,"(0, 0, 255)",14-10,1,-452.0,"(255, 0, 0)"
1,634,"(255, 0, 0)",7x14,1,560.0,"(255, 0, 0)"
