epoch,episode,turn,move,reward,winner
2,308,"(0, 0, 255)",9-13,0.0,None
2,308,"(255, 0, 0)",24-20,0.0,None
2,308,"(0, 0, 255)",13-17,-81.0,None
2,308,"(255, 0, 0)",21x14,7.0,None
2,308,"(0, 0, 255)",10x17,-21.0,None
2,308,"(255, 0, 0)",22x13,30.0,None
2,308,"(0, 0, 255)",12-16,0.0,None
2,308,"(255, 0, 0)",28-24,0.0,None
2,308,"(0, 0, 255)",16-19,-102.0,None
2,308,"(255, 0, 0)",23x16,60.0,None
2,308,"(0, 0, 255)",7-10,-23.0,None
2,308,"(255, 0, 0)",16x7,-21.0,None
2,308,"(0, 0, 255)",2x11,30.0,None
2,308,"(255, 0, 0)",27-23,0.0,None
2,308,"(0, 0, 255)",11-15,0.0,None
2,308,"(255, 0, 0)",26-22,0.0,None
2,308,"(0, 0, 255)",15-19,-102.0,None
2,308,"(255, 0, 0)",23x16,60.0,None
2,308,"(0, 0, 255)",10-15,0.0,None
2,308,"(255, 0, 0)",30-26,0.0,None
2,308,"(0, 0, 255)",15-19,-72.0,None
2,308,"(255, 0, 0)",24x15,60.0,None
2,308,"(0, 0, 255)",6-10,-23.0,None
2,308,"(255, 0, 0)",15x6,-21.0,None
2,308,"(0, 0, 255)",1x10,30.0,None
2,308,"(255, 0, 0)",31-27,0.0,None
2,308,"(0, 0, 255)",3-7,0.0,None
2,308,"(255, 0, 0)",27-23,0.0,None
2,308,"(0, 0, 255)",8-12,-21.0,None
2,308,"(255, 0, 0)",32-27,-23.0,None
2,308,"(0, 0, 255)",12x19,-21.0,None
2,308,"(255, 0, 0)",23x16,30.0,None
2,308,"(0, 0, 255)",10-14,0.0,None
2,308,"(255, 0, 0)",26-23,0.0,None
2,308,"(0, 0, 255)",7-11,-51.0,None
2,308,"(255, 0, 0)",16x7,30.0,None
2,308,"(0, 0, 255)",14-18,-81.0,None
2,308,"(255, 0, 0)",22x15,30.0,None
2,308,"(0, 0, 255)",4-8,-28.0,None
2,308,"(255, 0, 0)",23-19,0.0,None
2,308,"(0, 0, 255)",5-9,-51.0,None
2,308,"(255, 0, 0)",13x6,30.0,None
2,308,"(0, 0, 255)",8-11,-422.0,"(255, 0, 0)"
2,308,"(255, 0, 0)",15x8,560.0,"(255, 0, 0)"
