epoch,episode,turn,move,reward,winner
3,2882,"(0, 0, 255)",11-16,0.0,None
3,2882,"(255, 0, 0)",24-20,-21.0,None
3,2882,"(0, 0, 255)",16-19,-23.0,None
3,2882,"(255, 0, 0)",23x16,-21.0,None
3,2882,"(0, 0, 255)",12x19,30.0,None
3,2882,"(255, 0, 0)",28-24,-72.0,None
3,2882,"(0, 0, 255)",19x28,60.0,None
3,2882,"(255, 0, 0)",27-24,0.0,None
3,2882,"(0, 0, 255)",10-15,0.0,None
3,2882,"(255, 0, 0)",32-27,-28.0,None
3,2882,"(0, 0, 255)",9-14,0.0,None
3,2882,"(255, 0, 0)",27-23,-28.0,None
3,2882,"(0, 0, 255)",14-17,-81.0,None
3,2882,"(255, 0, 0)",21x14,2.0,None
3,2882,"(0, 0, 255)",15-18,-72.0,None
3,2882,"(255, 0, 0)",22x15,32.0,None
3,2882,"(0, 0, 255)",28-32,40.0,None
3,2882,"(255, 0, 0)",23-19,0.0,None
3,2882,"(0, 0, 255)",8-12,0.0,None
3,2882,"(255, 0, 0)",25-21,0.0,None
3,2882,"(0, 0, 255)",12-16,-102.0,None
3,2882,"(255, 0, 0)",19x12,60.0,None
3,2882,"(0, 0, 255)",7-11,-23.0,None
3,2882,"(255, 0, 0)",15x8,-21.0,None
3,2882,"(0, 0, 255)",4x11,30.0,None
3,2882,"(255, 0, 0)",26-23,0.0,None
3,2882,"(0, 0, 255)",11-16,-51.0,None
3,2882,"(255, 0, 0)",20x11,30.0,None
3,2882,"(0, 0, 255)",32-28,-21.0,None
3,2882,"(255, 0, 0)",23-19,30.0,None
3,2882,"(0, 0, 255)",28-32,0.0,None
3,2882,"(255, 0, 0)",21-17,0.0,None
3,2882,"(0, 0, 255)",32-27,-21.0,None
3,2882,"(255, 0, 0)",19-16,-51.0,None
3,2882,"(0, 0, 255)",27x20,30.0,None
3,2882,"(255, 0, 0)",30-25,0.0,None
3,2882,"(0, 0, 255)",20-24,0.0,None
3,2882,"(255, 0, 0)",25-22,0.0,None
3,2882,"(0, 0, 255)",24-19,0.0,None
3,2882,"(255, 0, 0)",29-25,0.0,None
3,2882,"(0, 0, 255)",19-15,-21.0,None
3,2882,"(255, 0, 0)",25-21,-51.0,None
3,2882,"(0, 0, 255)",15x8,30.0,None
3,2882,"(255, 0, 0)",31-27,0.0,None
3,2882,"(0, 0, 255)",8-11,5.0,None
3,2882,"(255, 0, 0)",16x7,-51.0,None
3,2882,"(0, 0, 255)",2x11,30.0,None
3,2882,"(255, 0, 0)",27-24,0.0,None
3,2882,"(0, 0, 255)",11-16,0.0,None
3,2882,"(255, 0, 0)",24-20,-21.0,None
3,2882,"(0, 0, 255)",3-7,-121.0,None
3,2882,"(255, 0, 0)",20x11x2x9,158.0,None
3,2882,"(0, 0, 255)",1-6,-72.0,None
3,2882,"(255, 0, 0)",9x2,88.0,None
3,2882,"(0, 0, 255)",5-9,-422.0,"(255, 0, 0)"
3,2882,"(255, 0, 0)",14x5,560.0,"(255, 0, 0)"
