epoch,episode,turn,move,reward,winner
2,4490,"(0, 0, 255)",11-15,0.0,None
2,4490,"(255, 0, 0)",24-20,0.0,None
2,4490,"(0, 0, 255)",15-18,-53.0,None
2,4490,"(255, 0, 0)",22x15,7.0,None
2,4490,"(0, 0, 255)",10x19,7.0,None
2,4490,"(255, 0, 0)",23x16,-21.0,None
2,4490,"(0, 0, 255)",12x19,30.0,None
2,4490,"(255, 0, 0)",27-24,28.0,None
2,4490,"(0, 0, 255)",19-23,-51.0,None
2,4490,"(255, 0, 0)",26x19,30.0,None
2,4490,"(0, 0, 255)",9-14,0.0,None
2,4490,"(255, 0, 0)",31-27,0.0,None
2,4490,"(0, 0, 255)",8-12,0.0,None
2,4490,"(255, 0, 0)",30-26,0.0,None
2,4490,"(0, 0, 255)",7-11,0.0,None
2,4490,"(255, 0, 0)",27-23,0.0,None
2,4490,"(0, 0, 255)",11-15,-23.0,None
2,4490,"(255, 0, 0)",19x10,-21.0,None
2,4490,"(0, 0, 255)",6x15,30.0,None
2,4490,"(255, 0, 0)",26-22,0.0,None
2,4490,"(0, 0, 255)",12-16,-51.0,None
2,4490,"(255, 0, 0)",20x11,30.0,None
2,4490,"(0, 0, 255)",14-17,-102.0,None
2,4490,"(255, 0, 0)",21x14,60.0,None
2,4490,"(0, 0, 255)",15-18,-72.0,None
2,4490,"(255, 0, 0)",22x15,60.0,None
2,4490,"(0, 0, 255)",5-9,-72.0,None
2,4490,"(255, 0, 0)",14x5,60.0,None
2,4490,"(0, 0, 255)",3-7,28.0,None
2,4490,"(255, 0, 0)",25-22,-51.0,None
2,4490,"(0, 0, 255)",7x16,30.0,None
2,4490,"(255, 0, 0)",24-19,-21.0,None
2,4490,"(0, 0, 255)",4-8,-100.0,None
2,4490,"(255, 0, 0)",19x12x3,100.0,None
2,4490,"(0, 0, 255)",1-6,-28.0,None
2,4490,"(255, 0, 0)",22-18,0.0,None
2,4490,"(0, 0, 255)",2-7,-422.0,"(255, 0, 0)"
2,4490,"(255, 0, 0)",3x10x1,560.0,"(255, 0, 0)"
