epoch,episode,turn,move,log_prob,reward,winner
1,1899,"(0, 0, 255)",10-15,1,0.0,None
1,1899,"(255, 0, 0)",24-20,1,0.0,None
1,1899,"(0, 0, 255)",12-16,1,0.0,None
1,1899,"(255, 0, 0)",23-18,1,0.0,None
1,1899,"(0, 0, 255)",16-19,1,0.0,None
1,1899,"(255, 0, 0)",26-23,1,-23.0,None
1,1899,"(0, 0, 255)",19x26,1,-21.0,None
1,1899,"(255, 0, 0)",30x23,1,30.0,None
1,1899,"(0, 0, 255)",7-10,1,0.0,None
1,1899,"(255, 0, 0)",27-24,1,0.0,None
1,1899,"(0, 0, 255)",15-19,1,-74.0,None
1,1899,"(255, 0, 0)",24x15,1,-42.0,None
1,1899,"(0, 0, 255)",10x19x26,1,60.0,None
1,1899,"(255, 0, 0)",20-16,1,-72.0,None
1,1899,"(0, 0, 255)",11x20,1,60.0,None
1,1899,"(255, 0, 0)",31-27,1,-28.0,None
1,1899,"(0, 0, 255)",9-14,1,5.0,None
1,1899,"(255, 0, 0)",18x9,1,-51.0,None
1,1899,"(0, 0, 255)",6x13,1,30.0,None
1,1899,"(255, 0, 0)",22-17,1,-23.0,None
1,1899,"(0, 0, 255)",13x22,1,-21.0,None
1,1899,"(255, 0, 0)",25x18,1,2.0,None
1,1899,"(0, 0, 255)",2-7,1,0.0,None
1,1899,"(255, 0, 0)",27-24,1,-23.0,None
1,1899,"(0, 0, 255)",20x27,1,-21.0,None
1,1899,"(255, 0, 0)",32x23,1,2.0,None
1,1899,"(0, 0, 255)",5-9,1,0.0,None
1,1899,"(255, 0, 0)",23-19,1,-28.0,None
1,1899,"(0, 0, 255)",8-12,1,0.0,None
1,1899,"(255, 0, 0)",21-17,1,-28.0,None
1,1899,"(0, 0, 255)",26-31,1,40.0,None
1,1899,"(255, 0, 0)",29-25,1,0.0,None
1,1899,"(0, 0, 255)",9-13,1,-21.0,None
1,1899,"(255, 0, 0)",18-15,1,-100.0,None
1,1899,"(0, 0, 255)",13x22x29,1,100.0,None
1,1899,"(255, 0, 0)",15-10,1,-51.0,None
1,1899,"(0, 0, 255)",7x14,1,30.0,None
1,1899,"(255, 0, 0)",28-24,1,0.0,None
1,1899,"(0, 0, 255)",14-18,1,0.0,None
1,1899,"(255, 0, 0)",19-16,1,-422.0,"(0, 0, 255)"
1,1899,"(0, 0, 255)",12x19x28,1,560.0,"(0, 0, 255)"
