epoch,episode,turn,move,reward,winner
1,2717,"(0, 0, 255)",11-16,0.0,None
1,2717,"(255, 0, 0)",24-19,0.0,None
1,2717,"(0, 0, 255)",10-15,5.0,None
1,2717,"(255, 0, 0)",19x10,-51.0,None
1,2717,"(0, 0, 255)",6x15,30.0,None
1,2717,"(255, 0, 0)",21-17,0.0,None
1,2717,"(0, 0, 255)",1-6,0.0,None
1,2717,"(255, 0, 0)",28-24,0.0,None
1,2717,"(0, 0, 255)",9-14,-121.0,None
1,2717,"(255, 0, 0)",17x10x1,130.0,None
1,2717,"(0, 0, 255)",16-20,0.0,None
1,2717,"(255, 0, 0)",22-17,0.0,None
1,2717,"(0, 0, 255)",5-9,0.0,None
1,2717,"(255, 0, 0)",17-14,-23.0,None
1,2717,"(0, 0, 255)",9x18,-21.0,None
1,2717,"(255, 0, 0)",23x14,30.0,None
1,2717,"(0, 0, 255)",7-10,5.0,None
1,2717,"(255, 0, 0)",14x7,-51.0,None
1,2717,"(0, 0, 255)",3x10,30.0,None
1,2717,"(255, 0, 0)",26-22,0.0,None
1,2717,"(0, 0, 255)",8-11,0.0,None
1,2717,"(255, 0, 0)",1-5,0.0,None
1,2717,"(0, 0, 255)",2-7,0.0,None
1,2717,"(255, 0, 0)",22-18,-23.0,None
1,2717,"(0, 0, 255)",15x22,-21.0,None
1,2717,"(255, 0, 0)",25x18,30.0,None
1,2717,"(0, 0, 255)",4-8,0.0,None
1,2717,"(255, 0, 0)",30-25,0.0,None
1,2717,"(0, 0, 255)",11-15,-121.0,None
1,2717,"(255, 0, 0)",18x11x2,130.0,None
1,2717,"(0, 0, 255)",12-16,0.0,None
1,2717,"(255, 0, 0)",31-26,0.0,None
1,2717,"(0, 0, 255)",10-14,0.0,None
1,2717,"(255, 0, 0)",25-21,0.0,None
1,2717,"(0, 0, 255)",8-12,0.0,None
1,2717,"(255, 0, 0)",21-17,-72.0,None
1,2717,"(0, 0, 255)",14x21,60.0,None
1,2717,"(255, 0, 0)",26-22,0.0,None
1,2717,"(0, 0, 255)",16-19,-72.0,None
1,2717,"(255, 0, 0)",24x15,60.0,None
1,2717,"(0, 0, 255)",20-24,-72.0,None
1,2717,"(255, 0, 0)",27x20,60.0,None
1,2717,"(0, 0, 255)",12-16,-51.0,None
1,2717,"(255, 0, 0)",20x11,30.0,None
1,2717,"(0, 0, 255)",21-25,0.0,None
1,2717,"(255, 0, 0)",22-17,-49.0,None
1,2717,"(0, 0, 255)",25-30,70.0,None
1,2717,"(255, 0, 0)",5-1,0.0,None
1,2717,"(0, 0, 255)",30-25,-401.0,"(255, 0, 0)"
1,2717,"(255, 0, 0)",29x22,530.0,"(255, 0, 0)"
