epoch,episode,turn,move,reward,winner
4,469,"(0, 0, 255)",9-13,0.0,None
4,469,"(255, 0, 0)",24-20,0.0,None
4,469,"(0, 0, 255)",12-16,0.0,None
4,469,"(255, 0, 0)",28-24,0.0,None
4,469,"(0, 0, 255)",13-17,-81.0,None
4,469,"(255, 0, 0)",21x14,7.0,None
4,469,"(0, 0, 255)",10x17,-21.0,None
4,469,"(255, 0, 0)",22x13,30.0,None
4,469,"(0, 0, 255)",16-19,-102.0,None
4,469,"(255, 0, 0)",23x16,60.0,None
4,469,"(0, 0, 255)",7-10,-23.0,None
4,469,"(255, 0, 0)",16x7,-21.0,None
4,469,"(0, 0, 255)",2x11,30.0,None
4,469,"(255, 0, 0)",27-23,0.0,None
4,469,"(0, 0, 255)",11-15,0.0,None
4,469,"(255, 0, 0)",25-22,0.0,None
4,469,"(0, 0, 255)",15-19,-102.0,None
4,469,"(255, 0, 0)",23x16,60.0,None
4,469,"(0, 0, 255)",10-15,0.0,None
4,469,"(255, 0, 0)",26-23,0.0,None
4,469,"(0, 0, 255)",15-19,-72.0,None
4,469,"(255, 0, 0)",24x15,60.0,None
4,469,"(0, 0, 255)",6-10,-23.0,None
4,469,"(255, 0, 0)",15x6,-21.0,None
4,469,"(0, 0, 255)",1x10,30.0,None
4,469,"(255, 0, 0)",29-25,0.0,None
4,469,"(0, 0, 255)",8-12,-21.0,None
4,469,"(255, 0, 0)",25-21,-44.0,None
4,469,"(0, 0, 255)",12x19x26,9.0,None
4,469,"(255, 0, 0)",30x23,30.0,None
4,469,"(0, 0, 255)",5-9,-51.0,None
4,469,"(255, 0, 0)",13x6,30.0,None
4,469,"(0, 0, 255)",10-14,-28.0,None
4,469,"(255, 0, 0)",23-18,-72.0,None
4,469,"(0, 0, 255)",14x23,32.0,None
4,469,"(255, 0, 0)",31-26,-100.0,None
4,469,"(0, 0, 255)",23x30,72.0,None
4,469,"(255, 0, 0)",32-27,0.0,None
4,469,"(0, 0, 255)",30-25,-21.0,None
4,469,"(255, 0, 0)",27-23,-72.0,None
4,469,"(0, 0, 255)",25x18x27,32.0,None
4,469,"(255, 0, 0)",21-17,0.0,None
4,469,"(0, 0, 255)",27-32,-28.0,None
4,469,"(255, 0, 0)",6-1,40.0,None
4,469,"(0, 0, 255)",32-27,0.0,None
4,469,"(255, 0, 0)",17-14,0.0,None
4,469,"(0, 0, 255)",27-32,0.0,None
4,469,"(255, 0, 0)",14-10,0.0,None
4,469,"(0, 0, 255)",32-27,0.0,None
4,469,"(255, 0, 0)",10-7,-51.0,None
4,469,"(0, 0, 255)",3x10,30.0,None
4,469,"(255, 0, 0)",1-5,0.0,None
4,469,"(0, 0, 255)",27-32,0.0,None
4,469,"(255, 0, 0)",5-1,0.0,None
4,469,"(0, 0, 255)",32-27,0.0,Tie
