epoch,episode,turn,move,reward,winner
1,4723,"(0, 0, 255)",10-14,0.0,None
1,4723,"(255, 0, 0)",24-20,0.0,None
1,4723,"(0, 0, 255)",14-18,-53.0,None
1,4723,"(255, 0, 0)",22x15,7.0,None
1,4723,"(0, 0, 255)",11x18,7.0,None
1,4723,"(255, 0, 0)",23x14,-21.0,None
1,4723,"(0, 0, 255)",9x18,30.0,None
1,4723,"(255, 0, 0)",28-24,0.0,None
1,4723,"(0, 0, 255)",18-22,-81.0,None
1,4723,"(255, 0, 0)",25x18,30.0,None
1,4723,"(0, 0, 255)",12-16,5.0,None
1,4723,"(255, 0, 0)",20x11,-51.0,None
1,4723,"(0, 0, 255)",7x16,30.0,None
1,4723,"(255, 0, 0)",26-23,0.0,None
1,4723,"(0, 0, 255)",16-19,-102.0,None
1,4723,"(255, 0, 0)",23x16,60.0,None
1,4723,"(0, 0, 255)",8-12,-21.0,None
1,4723,"(255, 0, 0)",29-25,-72.0,None
1,4723,"(0, 0, 255)",12x19x28,60.0,None
1,4723,"(255, 0, 0)",31-26,0.0,None
1,4723,"(0, 0, 255)",6-10,0.0,None
1,4723,"(255, 0, 0)",27-24,0.0,None
1,4723,"(0, 0, 255)",10-14,-23.0,None
1,4723,"(255, 0, 0)",18x9,-21.0,None
1,4723,"(0, 0, 255)",5x14,30.0,None
1,4723,"(255, 0, 0)",32-27,-28.0,None
1,4723,"(0, 0, 255)",14-17,-51.0,None
1,4723,"(255, 0, 0)",21x14,2.0,None
1,4723,"(0, 0, 255)",4-8,0.0,None
1,4723,"(255, 0, 0)",26-22,-28.0,None
1,4723,"(0, 0, 255)",28-32,19.0,None
1,4723,"(255, 0, 0)",27-23,30.0,None
1,4723,"(0, 0, 255)",32-27,28.0,None
1,4723,"(255, 0, 0)",24-20,-72.0,None
1,4723,"(0, 0, 255)",27x18x9,60.0,None
1,4723,"(255, 0, 0)",22-17,0.0,None
1,4723,"(0, 0, 255)",9-5,0.0,None
1,4723,"(255, 0, 0)",17-13,0.0,None
1,4723,"(0, 0, 255)",8-12,0.0,None
1,4723,"(255, 0, 0)",25-22,0.0,None
1,4723,"(0, 0, 255)",12-16,-51.0,None
1,4723,"(255, 0, 0)",20x11,30.0,None
1,4723,"(0, 0, 255)",1-6,0.0,None
1,4723,"(255, 0, 0)",30-26,0.0,None
1,4723,"(0, 0, 255)",6-10,0.0,None
1,4723,"(255, 0, 0)",11-7,-51.0,None
1,4723,"(0, 0, 255)",2x11,30.0,None
1,4723,"(255, 0, 0)",26-23,0.0,None
1,4723,"(0, 0, 255)",11-16,0.0,None
1,4723,"(255, 0, 0)",23-18,0.0,None
1,4723,"(0, 0, 255)",16-20,0.0,None
1,4723,"(255, 0, 0)",18-15,-72.0,None
1,4723,"(0, 0, 255)",10x19,60.0,None
1,4723,"(255, 0, 0)",13-9,-51.0,None
1,4723,"(0, 0, 255)",5x14,58.0,None
1,4723,"(255, 0, 0)",22-17,-422.0,"(0, 0, 255)"
1,4723,"(0, 0, 255)",14x21,560.0,"(0, 0, 255)"
