epoch,episode,turn,move,reward,winner
2,173,"(0, 0, 255)",11-15,0.0,None
2,173,"(255, 0, 0)",23-19,0.0,None
2,173,"(0, 0, 255)",12-16,-72.0,None
2,173,"(255, 0, 0)",19x12,60.0,None
2,173,"(0, 0, 255)",10-14,0.0,None
2,173,"(255, 0, 0)",26-23,0.0,None
2,173,"(0, 0, 255)",15-19,-102.0,None
2,173,"(255, 0, 0)",24x15,60.0,None
2,173,"(0, 0, 255)",9-13,0.0,None
2,173,"(255, 0, 0)",28-24,0.0,None
2,173,"(0, 0, 255)",5-9,0.0,None
2,173,"(255, 0, 0)",31-26,0.0,None
2,173,"(0, 0, 255)",13-17,-51.0,None
2,173,"(255, 0, 0)",22x13,30.0,None
2,173,"(0, 0, 255)",14-18,-72.0,None
2,173,"(255, 0, 0)",23x14x5,60.0,None
2,173,"(0, 0, 255)",8-11,-23.0,None
2,173,"(255, 0, 0)",15x8,-21.0,None
2,173,"(0, 0, 255)",4x11,30.0,None
2,173,"(255, 0, 0)",32-28,0.0,None
2,173,"(0, 0, 255)",6-10,0.0,None
2,173,"(255, 0, 0)",27-23,0.0,None
2,173,"(0, 0, 255)",10-14,0.0,None
2,173,"(255, 0, 0)",23-19,0.0,None
2,173,"(0, 0, 255)",2-6,0.0,None
2,173,"(255, 0, 0)",26-22,0.0,None
2,173,"(0, 0, 255)",7-10,0.0,None
2,173,"(255, 0, 0)",19-16,-93.0,None
2,173,"(0, 0, 255)",11x20x27,90.0,None
2,173,"(255, 0, 0)",30-26,-28.0,None
2,173,"(0, 0, 255)",14-18,-23.0,None
2,173,"(255, 0, 0)",22x15,-21.0,None
2,173,"(0, 0, 255)",10x19,30.0,None
2,173,"(255, 0, 0)",26-22,-28.0,None
2,173,"(0, 0, 255)",6-10,0.0,None
2,173,"(255, 0, 0)",28-24,-72.0,None
2,173,"(0, 0, 255)",19x28,60.0,None
2,173,"(255, 0, 0)",13-9,-28.0,None
2,173,"(0, 0, 255)",28-32,40.0,None
2,173,"(255, 0, 0)",9-6,-28.0,None
2,173,"(0, 0, 255)",10-14,-49.0,None
2,173,"(255, 0, 0)",22-17,-72.0,None
2,173,"(0, 0, 255)",1x10,32.0,None
2,173,"(255, 0, 0)",25-22,-28.0,None
2,173,"(0, 0, 255)",32-28,-28.0,None
2,173,"(255, 0, 0)",22-18,-72.0,None
2,173,"(0, 0, 255)",14x23,32.0,None
2,173,"(255, 0, 0)",17-13,-28.0,None
2,173,"(0, 0, 255)",10-15,-28.0,None
2,173,"(255, 0, 0)",13-9,-28.0,None
2,173,"(0, 0, 255)",3-8,-79.0,None
2,173,"(255, 0, 0)",12x3,42.0,None
2,173,"(0, 0, 255)",15-19,-28.0,None
2,173,"(255, 0, 0)",21-17,-28.0,None
2,173,"(0, 0, 255)",28-24,-28.0,None
2,173,"(255, 0, 0)",3-8,-28.0,None
2,173,"(0, 0, 255)",27-32,12.0,None
2,173,"(255, 0, 0)",8-11,0.0,None
2,173,"(0, 0, 255)",32-28,-28.0,None
2,173,"(255, 0, 0)",5-1,40.0,None
2,173,"(0, 0, 255)",24-27,0.0,None
2,173,"(255, 0, 0)",1-5,0.0,None
2,173,"(0, 0, 255)",28-24,0.0,Tie
