epoch,episode,turn,move,log_prob,reward,winner
2,2010,"(0, 0, 255)",10-15,1,0.0,None
2,2010,"(255, 0, 0)",24-20,1,0.0,None
2,2010,"(0, 0, 255)",7-10,1,0.0,None
2,2010,"(255, 0, 0)",23-18,1,0.0,None
2,2010,"(0, 0, 255)",3-7,1,0.0,None
2,2010,"(255, 0, 0)",28-24,1,0.0,None
2,2010,"(0, 0, 255)",15-19,1,-23.0,None
2,2010,"(255, 0, 0)",24x15,1,-21.0,None
2,2010,"(0, 0, 255)",10x19,1,30.0,None
2,2010,"(255, 0, 0)",21-17,1,0.0,None
2,2010,"(0, 0, 255)",19-24,1,0.0,None
2,2010,"(255, 0, 0)",18-15,1,-23.0,None
2,2010,"(0, 0, 255)",11x18,1,-21.0,None
2,2010,"(255, 0, 0)",22x15,1,30.0,None
2,2010,"(0, 0, 255)",9-13,1,-21.0,None
2,2010,"(255, 0, 0)",15-11,1,-111.0,None
2,2010,"(0, 0, 255)",13x22,1,5.0,None
2,2010,"(255, 0, 0)",25x18,1,-44.0,None
2,2010,"(0, 0, 255)",7x16,1,7.0,None
2,2010,"(255, 0, 0)",20x11,1,14.0,None
2,2010,"(0, 0, 255)",8x15x22,1,-21.0,None
2,2010,"(255, 0, 0)",26x17,1,9.0,None
2,2010,"(0, 0, 255)",6-9,1,-51.0,None
2,2010,"(255, 0, 0)",27x20,1,30.0,None
2,2010,"(0, 0, 255)",1-6,1,0.0,None
2,2010,"(255, 0, 0)",17-13,1,0.0,None
2,2010,"(0, 0, 255)",2-7,1,0.0,None
2,2010,"(255, 0, 0)",29-25,1,0.0,None
2,2010,"(0, 0, 255)",12-16,1,-100.0,None
2,2010,"(255, 0, 0)",20x11x2,1,100.0,None
2,2010,"(0, 0, 255)",9-14,1,-72.0,None
2,2010,"(255, 0, 0)",2x9x18,1,60.0,None
2,2010,"(0, 0, 255)",5-9,1,-51.0,None
2,2010,"(255, 0, 0)",13x6,1,30.0,None
2,2010,"(0, 0, 255)",4-8,1,-28.0,None
2,2010,"(255, 0, 0)",25-22,1,0.0,None
2,2010,"(0, 0, 255)",8-12,1,-28.0,None
2,2010,"(255, 0, 0)",18-15,1,0.0,None
2,2010,"(0, 0, 255)",12-16,1,-28.0,None
2,2010,"(255, 0, 0)",15-19,1,-72.0,None
2,2010,"(0, 0, 255)",16x23,1,32.0,None
2,2010,"(255, 0, 0)",30-26,1,-100.0,None
2,2010,"(0, 0, 255)",23x30,1,72.0,None
2,2010,"(255, 0, 0)",6-2,1,40.0,None
2,2010,"(0, 0, 255)",30-26,1,-21.0,None
2,2010,"(255, 0, 0)",32-28,1,-51.0,None
2,2010,"(0, 0, 255)",26x17,1,30.0,None
2,2010,"(255, 0, 0)",28-24,1,0.0,None
2,2010,"(0, 0, 255)",17-22,1,0.0,None
2,2010,"(255, 0, 0)",24-19,1,0.0,None
2,2010,"(0, 0, 255)",22-18,1,0.0,None
2,2010,"(255, 0, 0)",31-26,1,0.0,None
2,2010,"(0, 0, 255)",18-23,1,28.0,None
2,2010,"(255, 0, 0)",2-7,1,-51.0,None
2,2010,"(0, 0, 255)",23x16,1,30.0,None
2,2010,"(255, 0, 0)",26-23,1,0.0,None
2,2010,"(0, 0, 255)",16-12,1,0.0,None
2,2010,"(255, 0, 0)",7-3,1,0.0,None
2,2010,"(0, 0, 255)",12-8,1,-401.0,"(255, 0, 0)"
2,2010,"(255, 0, 0)",3x12,1,530.0,"(255, 0, 0)"
