epoch,episode,turn,move,log_prob,reward,winner
1,548,"(0, 0, 255)",9-14,1,0.0,None
1,548,"(255, 0, 0)",24-20,1,0.0,None
1,548,"(0, 0, 255)",11-16,1,5.0,None
1,548,"(255, 0, 0)",20x11,1,-51.0,None
1,548,"(0, 0, 255)",7x16,1,30.0,None
1,548,"(255, 0, 0)",27-24,1,0.0,None
1,548,"(0, 0, 255)",6-9,1,0.0,None
1,548,"(255, 0, 0)",23-18,1,-23.0,None
1,548,"(0, 0, 255)",14x23,1,7.0,None
1,548,"(255, 0, 0)",26x19,1,-21.0,None
1,548,"(0, 0, 255)",16x23,1,30.0,None
1,548,"(255, 0, 0)",24-19,1,0.0,None
1,548,"(0, 0, 255)",23-26,1,-51.0,None
1,548,"(255, 0, 0)",30x23,1,30.0,None
1,548,"(0, 0, 255)",9-13,1,0.0,None
1,548,"(255, 0, 0)",31-27,1,0.0,None
1,548,"(0, 0, 255)",12-16,1,-51.0,None
1,548,"(255, 0, 0)",19x12,1,30.0,None
1,548,"(0, 0, 255)",13-17,1,-102.0,None
1,548,"(255, 0, 0)",21x14x7,1,-21.0,None
1,548,"(0, 0, 255)",2x11,1,30.0,None
1,548,"(255, 0, 0)",23-19,1,0.0,None
1,548,"(0, 0, 255)",1-6,1,0.0,None
1,548,"(255, 0, 0)",25-21,1,0.0,None
1,548,"(0, 0, 255)",6-10,1,0.0,None
1,548,"(255, 0, 0)",19-16,1,-72.0,None
1,548,"(0, 0, 255)",11x20,1,60.0,None
1,548,"(255, 0, 0)",28-24,1,0.0,None
1,548,"(0, 0, 255)",5-9,1,0.0,None
1,548,"(255, 0, 0)",32-28,1,0.0,None
1,548,"(0, 0, 255)",10-14,1,0.0,None
1,548,"(255, 0, 0)",22-17,1,-21.0,None
1,548,"(0, 0, 255)",14-18,1,30.0,None
1,548,"(255, 0, 0)",29-25,1,0.0,None
1,548,"(0, 0, 255)",9-14,1,-51.0,None
1,548,"(255, 0, 0)",17x10,1,30.0,None
1,548,"(0, 0, 255)",18-23,1,-23.0,None
1,548,"(255, 0, 0)",27x18,1,-21.0,None
1,548,"(0, 0, 255)",20x27,1,30.0,None
1,548,"(255, 0, 0)",10-7,1,-23.0,None
1,548,"(0, 0, 255)",3x10,1,-49.0,None
1,548,"(255, 0, 0)",12x3,1,42.0,None
1,548,"(0, 0, 255)",27-31,1,40.0,None
1,548,"(255, 0, 0)",28-24,1,0.0,None
1,548,"(0, 0, 255)",10-14,1,-72.0,None
1,548,"(255, 0, 0)",18x9,1,60.0,None
1,548,"(0, 0, 255)",4-8,1,-51.0,None
1,548,"(255, 0, 0)",3x12,1,30.0,None
1,548,"(0, 0, 255)",31-26,1,0.0,None
1,548,"(255, 0, 0)",24-19,1,0.0,None
1,548,"(0, 0, 255)",26-22,1,-422.0,"(255, 0, 0)"
1,548,"(255, 0, 0)",25x18,1,560.0,"(255, 0, 0)"
