epoch,episode,turn,move,reward,winner
3,4133,"(0, 0, 255)",11-16,0.0,None
3,4133,"(255, 0, 0)",24-20,-21.0,None
3,4133,"(0, 0, 255)",16-19,-23.0,None
3,4133,"(255, 0, 0)",23x16,-21.0,None
3,4133,"(0, 0, 255)",12x19,30.0,None
3,4133,"(255, 0, 0)",27-24,-21.0,None
3,4133,"(0, 0, 255)",10-15,30.0,None
3,4133,"(255, 0, 0)",32-27,0.0,None
3,4133,"(0, 0, 255)",9-14,0.0,None
3,4133,"(255, 0, 0)",22-18,-151.0,None
3,4133,"(0, 0, 255)",14x23x32,130.0,None
3,4133,"(255, 0, 0)",26-22,0.0,None
3,4133,"(0, 0, 255)",15-18,-81.0,None
3,4133,"(255, 0, 0)",22x15,30.0,None
3,4133,"(0, 0, 255)",19-23,0.0,None
3,4133,"(255, 0, 0)",31-26,-21.0,None
3,4133,"(0, 0, 255)",8-12,-51.0,None
3,4133,"(255, 0, 0)",26x19,30.0,None
3,4133,"(0, 0, 255)",7-11,-23.0,None
3,4133,"(255, 0, 0)",15x8,-21.0,None
3,4133,"(0, 0, 255)",4x11,30.0,None
3,4133,"(255, 0, 0)",21-17,0.0,None
3,4133,"(0, 0, 255)",11-16,-72.0,None
3,4133,"(255, 0, 0)",20x11,60.0,None
3,4133,"(0, 0, 255)",32-27,-21.0,None
3,4133,"(255, 0, 0)",25-21,-51.0,None
3,4133,"(0, 0, 255)",27x20,30.0,None
3,4133,"(255, 0, 0)",29-25,0.0,None
3,4133,"(0, 0, 255)",12-16,-72.0,None
3,4133,"(255, 0, 0)",19x12,60.0,None
3,4133,"(0, 0, 255)",20-16,-21.0,None
3,4133,"(255, 0, 0)",28-24,-51.0,None
3,4133,"(0, 0, 255)",16x7,30.0,None
3,4133,"(255, 0, 0)",30-26,0.0,None
3,4133,"(0, 0, 255)",6-10,0.0,None
3,4133,"(255, 0, 0)",26-22,0.0,None
3,4133,"(0, 0, 255)",10-15,0.0,None
3,4133,"(255, 0, 0)",22-18,-121.0,None
3,4133,"(0, 0, 255)",15x22x29,130.0,None
3,4133,"(255, 0, 0)",24-19,0.0,None
3,4133,"(0, 0, 255)",29-25,0.0,None
3,4133,"(255, 0, 0)",19-15,0.0,None
3,4133,"(0, 0, 255)",25-29,0.0,None
3,4133,"(255, 0, 0)",17-13,0.0,None
3,4133,"(0, 0, 255)",29-25,0.0,None
3,4133,"(255, 0, 0)",15-11,-51.0,None
3,4133,"(0, 0, 255)",7x16,30.0,None
3,4133,"(255, 0, 0)",12-8,-51.0,None
3,4133,"(0, 0, 255)",3x12,30.0,None
3,4133,"(255, 0, 0)",13-9,-51.0,None
3,4133,"(0, 0, 255)",5x14,58.0,None
3,4133,"(255, 0, 0)",21-17,-422.0,"(0, 0, 255)"
3,4133,"(0, 0, 255)",14x21,560.0,"(0, 0, 255)"
