epoch,episode,turn,move,log_prob,reward,winner
2,4194,"(0, 0, 255)",12-16,1,0.0,None
2,4194,"(255, 0, 0)",22-17,1,0.0,None
2,4194,"(0, 0, 255)",8-12,1,0.0,None
2,4194,"(255, 0, 0)",25-22,1,0.0,None
2,4194,"(0, 0, 255)",9-13,1,0.0,None
2,4194,"(255, 0, 0)",22-18,1,-23.0,None
2,4194,"(0, 0, 255)",13x22,1,-21.0,None
2,4194,"(255, 0, 0)",26x17,1,30.0,None
2,4194,"(0, 0, 255)",3-8,1,0.0,None
2,4194,"(255, 0, 0)",24-19,1,0.0,None
2,4194,"(0, 0, 255)",10-14,1,-130.0,None
2,4194,"(255, 0, 0)",18x9,1,-72.0,None
2,4194,"(0, 0, 255)",6x13x22,1,60.0,None
2,4194,"(255, 0, 0)",30-26,1,28.0,None
2,4194,"(0, 0, 255)",5-9,1,-51.0,None
2,4194,"(255, 0, 0)",26x17,1,30.0,None
2,4194,"(0, 0, 255)",11-15,1,-121.0,None
2,4194,"(255, 0, 0)",19x10x3,1,130.0,None
2,4194,"(0, 0, 255)",16-19,1,-23.0,None
2,4194,"(255, 0, 0)",23x16,1,7.0,None
2,4194,"(0, 0, 255)",12x19,1,-21.0,None
2,4194,"(255, 0, 0)",3x12,1,30.0,None
2,4194,"(0, 0, 255)",1-5,1,0.0,None
2,4194,"(255, 0, 0)",27-24,1,-21.0,None
2,4194,"(0, 0, 255)",4-8,1,-81.0,None
2,4194,"(255, 0, 0)",12x3,1,9.0,None
2,4194,"(0, 0, 255)",9-13,1,-23.0,None
2,4194,"(255, 0, 0)",24x15,1,-21.0,None
2,4194,"(0, 0, 255)",13x22,1,30.0,None
2,4194,"(255, 0, 0)",3-7,1,-72.0,None
2,4194,"(0, 0, 255)",2x11x18,1,60.0,None
2,4194,"(255, 0, 0)",31-27,1,0.0,None
2,4194,"(0, 0, 255)",22-26,1,0.0,None
2,4194,"(255, 0, 0)",21-17,1,-28.0,None
2,4194,"(0, 0, 255)",26-31,1,19.0,None
2,4194,"(255, 0, 0)",28-24,1,30.0,None
2,4194,"(0, 0, 255)",18-22,1,0.0,None
2,4194,"(255, 0, 0)",24-19,1,-72.0,None
2,4194,"(0, 0, 255)",31x24x15,1,60.0,None
2,4194,"(255, 0, 0)",29-25,1,-100.0,None
2,4194,"(0, 0, 255)",22x29,1,100.0,None
2,4194,"(255, 0, 0)",32-28,1,0.0,None
2,4194,"(0, 0, 255)",15-19,1,0.0,None
2,4194,"(255, 0, 0)",28-24,1,-72.0,None
2,4194,"(0, 0, 255)",19x28,1,60.0,None
2,4194,"(255, 0, 0)",17-14,1,0.0,None
2,4194,"(0, 0, 255)",28-24,1,0.0,None
2,4194,"(255, 0, 0)",14-10,1,0.0,None
2,4194,"(0, 0, 255)",29-25,1,0.0,None
2,4194,"(255, 0, 0)",10-7,1,0.0,None
2,4194,"(0, 0, 255)",24-28,1,-28.0,None
2,4194,"(255, 0, 0)",7-3,1,40.0,None
2,4194,"(0, 0, 255)",25-29,1,0.0,None
2,4194,"(255, 0, 0)",3-8,1,0.0,None
2,4194,"(0, 0, 255)",28-32,1,0.0,None
2,4194,"(255, 0, 0)",8-11,1,0.0,None
2,4194,"(0, 0, 255)",29-25,1,0.0,None
2,4194,"(255, 0, 0)",11-8,1,0.0,None
2,4194,"(0, 0, 255)",25-22,1,0.0,None
2,4194,"(255, 0, 0)",8-11,1,0.0,None
2,4194,"(0, 0, 255)",22-26,1,0.0,None
2,4194,"(255, 0, 0)",11-16,1,0.0,None
2,4194,"(0, 0, 255)",26-22,1,0.0,None
2,4194,"(255, 0, 0)",16-11,1,0.0,Tie
