epoch,episode,turn,move,log_prob,reward,winner
1,1828,"(0, 0, 255)",10-15,1,0.0,None
1,1828,"(255, 0, 0)",23-18,1,0.0,None
1,1828,"(0, 0, 255)",7-10,1,0.0,None
1,1828,"(255, 0, 0)",27-23,1,0.0,None
1,1828,"(0, 0, 255)",15-19,1,-74.0,None
1,1828,"(255, 0, 0)",24x15,1,7.0,None
1,1828,"(0, 0, 255)",10x19,1,14.0,None
1,1828,"(255, 0, 0)",23x16x7,1,-21.0,None
1,1828,"(0, 0, 255)",3x10,1,30.0,None
1,1828,"(255, 0, 0)",32-27,1,0.0,None
1,1828,"(0, 0, 255)",8-11,1,0.0,None
1,1828,"(255, 0, 0)",26-23,1,0.0,None
1,1828,"(0, 0, 255)",12-16,1,0.0,None
1,1828,"(255, 0, 0)",21-17,1,0.0,None
1,1828,"(0, 0, 255)",2-7,1,0.0,None
1,1828,"(255, 0, 0)",18-15,1,-74.0,None
1,1828,"(0, 0, 255)",11x18,1,-23.0,None
1,1828,"(255, 0, 0)",22x15,1,14.0,None
1,1828,"(0, 0, 255)",10x19x26,1,-21.0,None
1,1828,"(255, 0, 0)",31x22,1,30.0,None
1,1828,"(0, 0, 255)",7-11,1,0.0,None
1,1828,"(255, 0, 0)",25-21,1,0.0,None
1,1828,"(0, 0, 255)",6-10,1,0.0,None
1,1828,"(255, 0, 0)",30-25,1,0.0,None
1,1828,"(0, 0, 255)",9-13,1,0.0,None
1,1828,"(255, 0, 0)",27-23,1,0.0,None
1,1828,"(0, 0, 255)",16-20,1,0.0,None
1,1828,"(255, 0, 0)",23-18,1,0.0,None
1,1828,"(0, 0, 255)",10-15,1,0.0,None
1,1828,"(255, 0, 0)",17-14,1,0.0,None
1,1828,"(0, 0, 255)",4-8,1,0.0,None
1,1828,"(255, 0, 0)",21-17,1,0.0,None
1,1828,"(0, 0, 255)",11-16,1,-100.0,None
1,1828,"(255, 0, 0)",18x11x4,1,100.0,None
1,1828,"(0, 0, 255)",20-24,1,-72.0,None
1,1828,"(255, 0, 0)",28x19x12,1,60.0,None
1,1828,"(0, 0, 255)",5-9,1,-72.0,None
1,1828,"(255, 0, 0)",14x5,1,60.0,None
1,1828,"(0, 0, 255)",1-6,1,-28.0,None
1,1828,"(255, 0, 0)",12-8,1,0.0,None
1,1828,"(0, 0, 255)",6-10,1,-28.0,None
1,1828,"(255, 0, 0)",25-21,1,0.0,None
1,1828,"(0, 0, 255)",10-14,1,-51.0,None
1,1828,"(255, 0, 0)",17x10,1,86.0,None
1,1828,"(0, 0, 255)",13-17,1,-452.0,"(255, 0, 0)"
1,1828,"(255, 0, 0)",21x14,1,560.0,"(255, 0, 0)"
