epoch,episode,turn,move,log_prob,reward,winner
1,1721,"(0, 0, 255)",10-15,-1.9459101490553135,0.0,None
1,1721,"(255, 0, 0)",24-20,-1.9459101490553135,0.0,None
1,1721,"(0, 0, 255)",9-14,-2.0794415416798357,0.0,None
1,1721,"(255, 0, 0)",22-17,-2.0794415416798357,-21.0,None
1,1721,"(0, 0, 255)",15-18,-2.1972245773362196,5.0,None
1,1721,"(255, 0, 0)",17x10,0.0,-72.0,None
1,1721,"(0, 0, 255)",7x14,-0.6931471805599453,60.0,None
1,1721,"(255, 0, 0)",20-16,-1.9459101490553135,-102.0,None
1,1721,"(0, 0, 255)",11x20,-0.6931471805599453,60.0,None
1,1721,"(255, 0, 0)",27-24,-1.791759469228055,-53.0,None
1,1721,"(0, 0, 255)",20x27,-0.6931471805599453,7.0,None
1,1721,"(255, 0, 0)",31x24,0.0,7.0,None
1,1721,"(0, 0, 255)",18x27,0.0,-21.0,None
1,1721,"(255, 0, 0)",32x23,0.0,30.0,None
1,1721,"(0, 0, 255)",6-10,-2.1972245773362196,0.0,None
1,1721,"(255, 0, 0)",23-18,-1.9459101490553135,-23.0,None
1,1721,"(0, 0, 255)",14x23,0.0,-21.0,None
1,1721,"(255, 0, 0)",26x19,0.0,30.0,None
1,1721,"(0, 0, 255)",5-9,-2.1972245773362196,0.0,None
1,1721,"(255, 0, 0)",19-15,-1.791759469228055,-23.0,None
1,1721,"(0, 0, 255)",10x19,0.0,-21.0,None
1,1721,"(255, 0, 0)",24x15,0.0,30.0,None
1,1721,"(0, 0, 255)",8-11,-2.1972245773362196,-23.0,None
1,1721,"(255, 0, 0)",15x8,0.0,-21.0,None
1,1721,"(0, 0, 255)",4x11,0.0,30.0,None
1,1721,"(255, 0, 0)",21-17,-1.3862943611198906,0.0,None
1,1721,"(0, 0, 255)",1-5,-2.3978952727983707,0.0,None
1,1721,"(255, 0, 0)",30-26,-1.791759469228055,0.0,None
1,1721,"(0, 0, 255)",3-8,-2.1972245773362196,0.0,None
1,1721,"(255, 0, 0)",26-22,-1.9459101490553135,0.0,None
1,1721,"(0, 0, 255)",2-7,-1.9459101490553135,0.0,None
1,1721,"(255, 0, 0)",17-14,-1.6094379124341003,-23.0,None
1,1721,"(0, 0, 255)",9x18,0.0,7.0,None
1,1721,"(255, 0, 0)",22x15,0.0,-21.0,None
1,1721,"(0, 0, 255)",11x18,0.0,30.0,None
1,1721,"(255, 0, 0)",25-21,-1.0986122886681098,0.0,None
1,1721,"(0, 0, 255)",7-11,-1.9459101490553135,0.0,None
1,1721,"(255, 0, 0)",29-25,-1.0986122886681098,0.0,None
1,1721,"(0, 0, 255)",11-16,-1.791759469228055,0.0,None
1,1721,"(255, 0, 0)",21-17,-1.0986122886681098,0.0,None
1,1721,"(0, 0, 255)",8-11,-1.791759469228055,0.0,None
1,1721,"(255, 0, 0)",17-13,-1.6094379124341003,0.0,None
1,1721,"(0, 0, 255)",16-20,-1.791759469228055,0.0,None
1,1721,"(255, 0, 0)",25-22,-1.3862943611198906,-72.0,None
1,1721,"(0, 0, 255)",18x25,0.0,88.0,None
1,1721,"(255, 0, 0)",28-24,-0.6931471805599453,-51.0,None
1,1721,"(0, 0, 255)",20x27,0.0,58.0,None
1,1721,"(255, 0, 0)",13-9,0.0,-401.0,"(0, 0, 255)"
1,1721,"(0, 0, 255)",5x14,0.0,530.0,"(0, 0, 255)"
