epoch,episode,turn,move,reward,winner
4,567,"(0, 0, 255)",10-14,0.0,None
4,567,"(255, 0, 0)",24-20,0.0,None
4,567,"(0, 0, 255)",14-18,-53.0,None
4,567,"(255, 0, 0)",22x15,7.0,None
4,567,"(0, 0, 255)",11x18,7.0,None
4,567,"(255, 0, 0)",23x14,-21.0,None
4,567,"(0, 0, 255)",9x18,30.0,None
4,567,"(255, 0, 0)",28-24,0.0,None
4,567,"(0, 0, 255)",12-16,5.0,None
4,567,"(255, 0, 0)",20x11,-51.0,None
4,567,"(0, 0, 255)",7x16,30.0,None
4,567,"(255, 0, 0)",32-28,0.0,None
4,567,"(0, 0, 255)",16-19,-51.0,None
4,567,"(255, 0, 0)",24x15,30.0,None
4,567,"(0, 0, 255)",8-12,0.0,None
4,567,"(255, 0, 0)",27-24,0.0,None
4,567,"(0, 0, 255)",12-16,0.0,None
4,567,"(255, 0, 0)",26-22,0.0,None
4,567,"(0, 0, 255)",6-10,5.0,None
4,567,"(255, 0, 0)",15x6,-23.0,None
4,567,"(0, 0, 255)",1x10,-14.0,None
4,567,"(255, 0, 0)",22x15x6,9.0,None
4,567,"(0, 0, 255)",2x9,30.0,None
4,567,"(255, 0, 0)",31-27,0.0,None
4,567,"(0, 0, 255)",16-20,0.0,None
4,567,"(255, 0, 0)",27-23,-51.0,None
4,567,"(0, 0, 255)",20x27,30.0,None
4,567,"(255, 0, 0)",25-22,-28.0,None
4,567,"(0, 0, 255)",27-32,40.0,None
4,567,"(255, 0, 0)",29-25,0.0,None
4,567,"(0, 0, 255)",9-13,0.0,None
4,567,"(255, 0, 0)",30-26,0.0,None
4,567,"(0, 0, 255)",5-9,0.0,None
4,567,"(255, 0, 0)",23-18,0.0,None
4,567,"(0, 0, 255)",9-14,-72.0,None
4,567,"(255, 0, 0)",18x9,60.0,None
4,567,"(0, 0, 255)",13-17,-81.0,None
4,567,"(255, 0, 0)",21x14,30.0,None
4,567,"(0, 0, 255)",32-27,0.0,None
4,567,"(255, 0, 0)",28-24,-51.0,None
4,567,"(0, 0, 255)",27x20,30.0,None
4,567,"(255, 0, 0)",26-23,0.0,None
4,567,"(0, 0, 255)",20-16,0.0,None
4,567,"(255, 0, 0)",25-21,0.0,None
4,567,"(0, 0, 255)",16-20,0.0,None
4,567,"(255, 0, 0)",23-18,0.0,None
4,567,"(0, 0, 255)",20-16,0.0,None
4,567,"(255, 0, 0)",18-15,0.0,None
4,567,"(0, 0, 255)",16-20,0.0,None
4,567,"(255, 0, 0)",22-18,0.0,None
4,567,"(0, 0, 255)",20-16,0.0,None
4,567,"(255, 0, 0)",15-10,0.0,None
4,567,"(0, 0, 255)",16-20,0.0,None
4,567,"(255, 0, 0)",10-7,-44.0,None
4,567,"(0, 0, 255)",3x10x17,9.0,None
4,567,"(255, 0, 0)",21x14,30.0,None
4,567,"(0, 0, 255)",4-8,0.0,None
4,567,"(255, 0, 0)",18-15,0.0,None
4,567,"(0, 0, 255)",20-24,0.0,None
4,567,"(255, 0, 0)",15-10,0.0,None
4,567,"(0, 0, 255)",24-20,0.0,None
4,567,"(255, 0, 0)",10-7,0.0,None
4,567,"(0, 0, 255)",8-11,-28.0,None
4,567,"(255, 0, 0)",7-2,40.0,None
4,567,"(0, 0, 255)",20-24,0.0,None
4,567,"(255, 0, 0)",9-5,0.0,None
4,567,"(0, 0, 255)",11-15,-28.0,None
4,567,"(255, 0, 0)",14-9,0.0,None
4,567,"(0, 0, 255)",24-20,-28.0,None
4,567,"(255, 0, 0)",9-6,0.0,None
4,567,"(0, 0, 255)",20-24,-28.0,None
4,567,"(255, 0, 0)",6-1,40.0,None
4,567,"(0, 0, 255)",24-19,0.0,None
4,567,"(255, 0, 0)",1-6,0.0,Tie
4,567,"(0, 0, 255)",19-24,0.0,Tie
