epoch,episode,turn,move,log_prob,reward,winner
1,709,"(0, 0, 255)",11-16,-1.9459101490553135,0.0,None
1,709,"(255, 0, 0)",23-19,-1.9459101490553135,5.0,None
1,709,"(0, 0, 255)",16x23,0.0,-51.0,None
1,709,"(255, 0, 0)",26x19,-0.6931471805599453,30.0,None
1,709,"(0, 0, 255)",10-15,-1.9459101490553135,5.0,None
1,709,"(255, 0, 0)",19x10,0.0,-51.0,None
1,709,"(0, 0, 255)",7x14,-0.6931471805599453,30.0,None
1,709,"(255, 0, 0)",21-17,-2.0794415416798357,-72.0,None
1,709,"(0, 0, 255)",14x21,0.0,60.0,None
1,709,"(255, 0, 0)",24-19,-1.9459101490553135,0.0,None
1,709,"(0, 0, 255)",9-13,-1.9459101490553135,0.0,None
1,709,"(255, 0, 0)",19-16,-2.1972245773362196,-51.0,None
1,709,"(0, 0, 255)",12x19,0.0,30.0,None
1,709,"(255, 0, 0)",22-17,-1.9459101490553135,-23.0,None
1,709,"(0, 0, 255)",13x22,0.0,-21.0,None
1,709,"(255, 0, 0)",25x18,0.0,30.0,None
1,709,"(0, 0, 255)",6-10,-2.3025850929940455,0.0,None
1,709,"(255, 0, 0)",27-24,-2.1972245773362196,-21.0,None
1,709,"(0, 0, 255)",8-12,-2.3978952727983707,-16.0,None
1,709,"(255, 0, 0)",24x15x6,0.0,-21.0,None
1,709,"(0, 0, 255)",2x9,-0.6931471805599453,30.0,None
1,709,"(255, 0, 0)",31-27,-2.1972245773362196,0.0,None
1,709,"(0, 0, 255)",21-25,-2.0794415416798357,-81.0,None
1,709,"(255, 0, 0)",30x21,-0.6931471805599453,30.0,None
1,709,"(0, 0, 255)",4-8,-1.9459101490553135,0.0,None
1,709,"(255, 0, 0)",29-25,-1.9459101490553135,0.0,None
1,709,"(0, 0, 255)",8-11,-1.791759469228055,0.0,None
1,709,"(255, 0, 0)",18-15,-1.9459101490553135,-72.0,None
1,709,"(0, 0, 255)",11x18,0.0,60.0,None
1,709,"(255, 0, 0)",27-24,-1.6094379124341003,0.0,None
1,709,"(0, 0, 255)",3-8,-2.0794415416798357,0.0,None
1,709,"(255, 0, 0)",24-19,-1.6094379124341003,0.0,None
1,709,"(0, 0, 255)",18-22,-1.9459101490553135,-72.0,None
1,709,"(255, 0, 0)",25x18,0.0,60.0,None
1,709,"(0, 0, 255)",12-16,-1.6094379124341003,-121.0,None
1,709,"(255, 0, 0)",19x12x3,0.0,130.0,None
1,709,"(0, 0, 255)",9-13,-1.0986122886681098,0.0,None
1,709,"(255, 0, 0)",3-8,-1.9459101490553135,0.0,None
1,709,"(0, 0, 255)",5-9,-1.0986122886681098,0.0,None
1,709,"(255, 0, 0)",28-24,-2.1972245773362196,0.0,None
1,709,"(0, 0, 255)",1-6,-1.3862943611198906,0.0,None
1,709,"(255, 0, 0)",24-20,-2.3978952727983707,0.0,None
1,709,"(0, 0, 255)",13-17,-1.0986122886681098,-72.0,None
1,709,"(255, 0, 0)",21x14x5,0.0,60.0,None
1,709,"(0, 0, 255)",6-9,-0.6931471805599453,-28.0,None
1,709,"(255, 0, 0)",32-28,-2.3025850929940455,0.0,None
1,709,"(0, 0, 255)",9-13,-0.6931471805599453,-28.0,None
1,709,"(255, 0, 0)",5-1,-2.1972245773362196,40.0,None
1,709,"(0, 0, 255)",13-17,0.0,0.0,None
1,709,"(255, 0, 0)",20-16,-2.3025850929940455,0.0,None
1,709,"(0, 0, 255)",17-21,-0.6931471805599453,0.0,None
1,709,"(255, 0, 0)",1-6,-2.3978952727983707,0.0,None
1,709,"(0, 0, 255)",21-25,0.0,0.0,None
1,709,"(255, 0, 0)",6-9,-2.5649493574615367,-28.0,None
1,709,"(0, 0, 255)",25-29,-0.6931471805599453,40.0,None
1,709,"(255, 0, 0)",16-11,-2.5649493574615367,0.0,None
1,709,"(0, 0, 255)",29-25,0.0,0.0,None
1,709,"(255, 0, 0)",8-12,-2.3978952727983707,0.0,None
1,709,"(0, 0, 255)",25-22,-1.3862943611198906,-21.0,None
1,709,"(255, 0, 0)",12-16,-2.3978952727983707,-72.0,None
1,709,"(0, 0, 255)",22x15x8,0.0,60.0,None
1,709,"(255, 0, 0)",9-5,-2.1972245773362196,0.0,None
1,709,"(0, 0, 255)",8-12,-1.3862943611198906,-21.0,None
1,709,"(255, 0, 0)",28-24,-1.791759469228055,-72.0,None
1,709,"(0, 0, 255)",12x19x28,0.0,60.0,None
1,709,"(255, 0, 0)",5-1,-0.6931471805599453,0.0,None
1,709,"(0, 0, 255)",28-32,-0.6931471805599453,0.0,None
1,709,"(255, 0, 0)",1-6,-0.6931471805599453,0.0,None
1,709,"(0, 0, 255)",32-28,-0.6931471805599453,0.0,None
1,709,"(255, 0, 0)",6-2,-1.3862943611198906,0.0,None
1,709,"(0, 0, 255)",28-24,-0.6931471805599453,0.0,None
1,709,"(255, 0, 0)",2-6,-0.6931471805599453,0.0,Tie
1,709,"(0, 0, 255)",24-20,-1.3862943611198906,0.0,None
1,709,"(255, 0, 0)",6-2,-1.3862943611198906,0.0,Tie
1,709,"(0, 0, 255)",20-24,-0.6931471805599453,0.0,Tie
