epoch,episode,turn,agent,move,reward,success,winner
87,5761,"(0, 0, 255)",Agent 2,10-14,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,13-17,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,22x13,5.1,True,None
87,5761,"(0, 0, 255)",Agent 2,6-10,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,31-27,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,5-9,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,13x6,2.0999999999999996,True,None
87,5761,"(0, 0, 255)",Agent 2,2x9,5.1,True,None
87,5761,"(255, 0, 0)",Agent 1,26-22,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,24-19,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,14-17,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,21x14,2.0999999999999996,True,None
87,5761,"(0, 0, 255)",Agent 2,10x17x26,25.1,True,None
87,5761,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,7-10,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,12-16,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,19x12,5.1,True,None
87,5761,"(0, 0, 255)",Agent 2,3-7,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,12x3,25.1,True,None
87,5761,"(0, 0, 255)",Agent 2,4-8,-2.9,True,None
87,5761,"(255, 0, 0)",Agent 1,3x12,5.1,True,None
87,5761,"(0, 0, 255)",Agent 2,10-14,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,25-21,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,7-10,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,20-16,-2.9,True,None
87,5761,"(0, 0, 255)",Agent 2,11x20,8.1,True,None
87,5761,"(255, 0, 0)",Agent 1,21-17,-5.9,True,None
87,5761,"(0, 0, 255)",Agent 2,13x22,5.1,True,None
87,5761,"(255, 0, 0)",Agent 1,23-18,-2.9,True,None
87,5761,"(0, 0, 255)",Agent 2,14x23x32,45.1,True,None
87,5761,"(255, 0, 0)",Agent 1,30x23,2.0999999999999996,True,None
87,5761,"(0, 0, 255)",Agent 2,20x27,5.1,True,None
87,5761,"(255, 0, 0)",Agent 1,23-18,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,27-31,20.1,True,None
87,5761,"(255, 0, 0)",Agent 1,18-14,-2.9,True,None
87,5761,"(0, 0, 255)",Agent 2,10x17,8.1,True,None
87,5761,"(255, 0, 0)",Agent 1,28-24,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,32-27,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,24-19,3.1,True,None
87,5761,"(0, 0, 255)",Agent 2,31-26,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,19-15,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,27-23,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,15-10,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,23-27,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,12-8,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,27-23,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,29-25,-2.9,True,None
87,5761,"(0, 0, 255)",Agent 2,22x29,28.1,True,None
87,5761,"(255, 0, 0)",Agent 1,8-11,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,26-22,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,11-7,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,23-19,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,7-11,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,22-18,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,11-7,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,18-23,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,7-11,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,19-24,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,11-7,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,23-27,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,7-11,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,27-23,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,11-7,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,23-27,0.1,True,None
87,5761,"(255, 0, 0)",Agent 1,7-11,0.1,True,None
87,5761,"(0, 0, 255)",Agent 2,27-23,0.1,True,None
