epoch,episode,turn,move,log_prob,reward,winner
1,1199,"(0, 0, 255)",10-15,1,0.0,None
1,1199,"(255, 0, 0)",24-19,1,5.0,None
1,1199,"(0, 0, 255)",15x24,1,-51.0,None
1,1199,"(255, 0, 0)",28x19,1,30.0,None
1,1199,"(0, 0, 255)",6-10,1,0.0,None
1,1199,"(255, 0, 0)",23-18,1,0.0,None
1,1199,"(0, 0, 255)",11-16,1,-21.0,None
1,1199,"(255, 0, 0)",22-17,1,-23.0,None
1,1199,"(0, 0, 255)",16x23,1,-21.0,None
1,1199,"(255, 0, 0)",26x19,1,30.0,None
1,1199,"(0, 0, 255)",7-11,1,0.0,None
1,1199,"(255, 0, 0)",32-28,1,0.0,None
1,1199,"(0, 0, 255)",3-7,1,0.0,None
1,1199,"(255, 0, 0)",25-22,1,0.0,None
1,1199,"(0, 0, 255)",12-16,1,-121.0,None
1,1199,"(255, 0, 0)",19x12x3,1,130.0,None
1,1199,"(0, 0, 255)",9-14,1,-23.0,None
1,1199,"(255, 0, 0)",18x9,1,-21.0,None
1,1199,"(0, 0, 255)",5x14,1,30.0,None
1,1199,"(255, 0, 0)",17-13,1,0.0,None
1,1199,"(0, 0, 255)",4-8,1,-51.0,None
1,1199,"(255, 0, 0)",3x12,1,30.0,None
1,1199,"(0, 0, 255)",10-15,1,0.0,None
1,1199,"(255, 0, 0)",27-24,1,0.0,None
1,1199,"(0, 0, 255)",11-16,1,-93.0,None
1,1199,"(255, 0, 0)",12x19x10x3,1,90.0,None
1,1199,"(0, 0, 255)",2-7,1,-72.0,None
1,1199,"(255, 0, 0)",3x10x17,1,60.0,None
1,1199,"(0, 0, 255)",1-5,1,0.0,None
1,1199,"(255, 0, 0)",22-18,1,28.0,None
1,1199,"(0, 0, 255)",5-9,1,-401.0,"(255, 0, 0)"
1,1199,"(255, 0, 0)",13x6,1,530.0,"(255, 0, 0)"
