epoch,episode,turn,move,log_prob,reward,winner
1,1327,"(0, 0, 255)",10-14,-1.9459101490553135,0.0,None
1,1327,"(255, 0, 0)",24-19,-1.9459101490553135,0.0,None
1,1327,"(0, 0, 255)",9-13,-2.0794415416798357,0.0,None
1,1327,"(255, 0, 0)",28-24,-2.0794415416798357,0.0,None
1,1327,"(0, 0, 255)",5-9,-2.3025850929940455,0.0,None
1,1327,"(255, 0, 0)",23-18,-2.0794415416798357,-23.0,None
1,1327,"(0, 0, 255)",14x23,0.0,-21.0,None
1,1327,"(255, 0, 0)",27x18,0.0,30.0,None
1,1327,"(0, 0, 255)",11-15,-2.0794415416798357,-25.0,None
1,1327,"(255, 0, 0)",18x11,-0.6931471805599453,-44.0,None
1,1327,"(0, 0, 255)",7x16x23,-0.6931471805599453,9.0,None
1,1327,"(255, 0, 0)",26x19,0.0,30.0,None
1,1327,"(0, 0, 255)",12-16,-2.0794415416798357,-72.0,None
1,1327,"(255, 0, 0)",19x12,0.0,60.0,None
1,1327,"(0, 0, 255)",9-14,-1.9459101490553135,0.0,None
1,1327,"(255, 0, 0)",24-20,-2.3025850929940455,0.0,None
1,1327,"(0, 0, 255)",14-17,-2.1972245773362196,-72.0,None
1,1327,"(255, 0, 0)",21x14,0.0,60.0,None
1,1327,"(0, 0, 255)",6-10,-1.9459101490553135,5.0,None
1,1327,"(255, 0, 0)",14x7,0.0,-51.0,None
1,1327,"(0, 0, 255)",2x11,-0.6931471805599453,30.0,None
1,1327,"(255, 0, 0)",22-17,-2.1972245773362196,-23.0,None
1,1327,"(0, 0, 255)",13x22,0.0,-21.0,None
1,1327,"(255, 0, 0)",25x18,0.0,30.0,None
1,1327,"(0, 0, 255)",3-7,-1.6094379124341003,-100.0,None
1,1327,"(255, 0, 0)",12x3x10,0.0,100.0,None
1,1327,"(0, 0, 255)",1-6,-1.6094379124341003,-72.0,None
1,1327,"(255, 0, 0)",10x1,0.0,60.0,None
1,1327,"(0, 0, 255)",4-8,-1.0986122886681098,0.0,None
1,1327,"(255, 0, 0)",1-5,-2.4849066497880004,0.0,None
1,1327,"(0, 0, 255)",8-12,-1.0986122886681098,0.0,None
1,1327,"(255, 0, 0)",31-27,-2.4849066497880004,0.0,None
1,1327,"(0, 0, 255)",11-16,-1.0986122886681098,-51.0,None
1,1327,"(255, 0, 0)",20x11,0.0,30.0,None
1,1327,"(0, 0, 255)",12-16,0.0,0.0,None
1,1327,"(255, 0, 0)",5-1,-2.4849066497880004,0.0,None
1,1327,"(0, 0, 255)",16-20,-0.6931471805599453,0.0,None
1,1327,"(255, 0, 0)",30-25,-2.4849066497880004,28.0,None
1,1327,"(0, 0, 255)",20-24,0.0,-422.0,"(255, 0, 0)"
1,1327,"(255, 0, 0)",27x20,0.0,560.0,"(255, 0, 0)"
