epoch,episode,turn,move,reward,winner
1,4324,"(0, 0, 255)",11-15,0.0,None
1,4324,"(255, 0, 0)",22-17,0.0,None
1,4324,"(0, 0, 255)",15-19,-53.0,None
1,4324,"(255, 0, 0)",23x16,7.0,None
1,4324,"(0, 0, 255)",12x19,7.0,None
1,4324,"(255, 0, 0)",24x15,-21.0,None
1,4324,"(0, 0, 255)",10x19,30.0,None
1,4324,"(255, 0, 0)",27-23,28.0,None
1,4324,"(0, 0, 255)",7-11,-16.0,None
1,4324,"(255, 0, 0)",23x16x7,-21.0,None
1,4324,"(0, 0, 255)",2x11,30.0,None
1,4324,"(255, 0, 0)",32-27,0.0,None
1,4324,"(0, 0, 255)",11-16,0.0,None
1,4324,"(255, 0, 0)",26-22,0.0,None
1,4324,"(0, 0, 255)",3-7,0.0,None
1,4324,"(255, 0, 0)",27-24,0.0,None
1,4324,"(0, 0, 255)",16-20,-21.0,None
1,4324,"(255, 0, 0)",17-13,-23.0,None
1,4324,"(0, 0, 255)",20x27,-21.0,None
1,4324,"(255, 0, 0)",31x24,30.0,None
1,4324,"(0, 0, 255)",9-14,0.0,None
1,4324,"(255, 0, 0)",24-19,0.0,None
1,4324,"(0, 0, 255)",7-10,0.0,None
1,4324,"(255, 0, 0)",19-16,0.0,None
1,4324,"(0, 0, 255)",6-9,-51.0,None
1,4324,"(255, 0, 0)",13x6,30.0,None
1,4324,"(0, 0, 255)",14-18,-23.0,None
1,4324,"(255, 0, 0)",22x15,-21.0,None
1,4324,"(0, 0, 255)",10x19,-19.0,None
1,4324,"(255, 0, 0)",25-22,-51.0,None
1,4324,"(0, 0, 255)",1x10,30.0,None
1,4324,"(255, 0, 0)",22-18,0.0,None
1,4324,"(0, 0, 255)",10-15,-23.0,None
1,4324,"(255, 0, 0)",18x11,-21.0,None
1,4324,"(0, 0, 255)",8x15,30.0,None
1,4324,"(255, 0, 0)",16-11,0.0,None
1,4324,"(0, 0, 255)",4-8,-79.0,None
1,4324,"(255, 0, 0)",11x4,70.0,None
1,4324,"(0, 0, 255)",15-18,0.0,None
1,4324,"(255, 0, 0)",30-25,0.0,None
1,4324,"(0, 0, 255)",19-23,0.0,None
1,4324,"(255, 0, 0)",25-22,-23.0,None
1,4324,"(0, 0, 255)",18x25,-21.0,None
1,4324,"(255, 0, 0)",29x22,30.0,None
1,4324,"(0, 0, 255)",23-27,0.0,None
1,4324,"(255, 0, 0)",4-8,-28.0,None
1,4324,"(0, 0, 255)",5-9,0.0,None
1,4324,"(255, 0, 0)",22-18,-28.0,None
1,4324,"(0, 0, 255)",9-13,0.0,None
1,4324,"(255, 0, 0)",8-3,-28.0,None
1,4324,"(0, 0, 255)",27-31,40.0,None
1,4324,"(255, 0, 0)",21-17,-51.0,None
1,4324,"(0, 0, 255)",13x22,30.0,None
1,4324,"(255, 0, 0)",18-14,0.0,None
1,4324,"(0, 0, 255)",31-26,0.0,None
1,4324,"(255, 0, 0)",28-24,0.0,None
1,4324,"(0, 0, 255)",22-25,0.0,None
1,4324,"(255, 0, 0)",24-20,-28.0,None
1,4324,"(0, 0, 255)",26-30,0.0,None
1,4324,"(255, 0, 0)",3-8,-28.0,None
1,4324,"(0, 0, 255)",25-29,40.0,None
1,4324,"(255, 0, 0)",8-12,0.0,None
1,4324,"(0, 0, 255)",30-26,0.0,None
1,4324,"(255, 0, 0)",12-8,0.0,None
