epoch,episode,turn,move,reward,winner
1,514,"(0, 0, 255)",10-14,0.0,None
1,514,"(255, 0, 0)",22-18,0.0,None
1,514,"(0, 0, 255)",12-16,0.0,None
1,514,"(255, 0, 0)",21-17,-72.0,None
1,514,"(0, 0, 255)",14x21,60.0,None
1,514,"(255, 0, 0)",25-22,0.0,None
1,514,"(0, 0, 255)",16-20,0.0,None
1,514,"(255, 0, 0)",22-17,0.0,None
1,514,"(0, 0, 255)",11-16,0.0,None
1,514,"(255, 0, 0)",30-25,-79.0,None
1,514,"(0, 0, 255)",21x30,70.0,None
1,514,"(255, 0, 0)",29-25,-72.0,None
1,514,"(0, 0, 255)",30x21x14,60.0,None
1,514,"(255, 0, 0)",26-22,0.0,None
1,514,"(0, 0, 255)",8-12,0.0,None
1,514,"(255, 0, 0)",18-15,0.0,None
1,514,"(0, 0, 255)",4-8,0.0,None
1,514,"(255, 0, 0)",22-18,0.0,None
1,514,"(0, 0, 255)",9-13,-23.0,None
1,514,"(255, 0, 0)",18x9,-21.0,None
1,514,"(0, 0, 255)",5x14,30.0,None
1,514,"(255, 0, 0)",31-26,0.0,None
1,514,"(0, 0, 255)",14-18,-51.0,None
1,514,"(255, 0, 0)",23x14,30.0,None
1,514,"(0, 0, 255)",13-17,0.0,None
1,514,"(255, 0, 0)",14-10,-51.0,None
1,514,"(0, 0, 255)",7x14,30.0,None
1,514,"(255, 0, 0)",24-19,-100.0,None
1,514,"(0, 0, 255)",16x23x30,100.0,None
1,514,"(255, 0, 0)",27-23,0.0,None
1,514,"(0, 0, 255)",30-25,0.0,None
1,514,"(255, 0, 0)",23-19,0.0,None
1,514,"(0, 0, 255)",1-5,0.0,None
1,514,"(255, 0, 0)",28-24,-23.0,None
1,514,"(0, 0, 255)",20x27,-21.0,None
1,514,"(255, 0, 0)",32x23,30.0,None
1,514,"(0, 0, 255)",8-11,-72.0,None
1,514,"(255, 0, 0)",15x8,60.0,None
1,514,"(0, 0, 255)",3-7,-28.0,None
1,514,"(255, 0, 0)",19-16,-72.0,None
1,514,"(0, 0, 255)",12x19x26,32.0,None
1,514,"(255, 0, 0)",8-3,19.0,None
1,514,"(0, 0, 255)",26-31,-32.0,None
1,514,"(255, 0, 0)",3x10x1,60.0,None
1,514,"(0, 0, 255)",5-9,0.0,None
1,514,"(255, 0, 0)",1-6,-21.0,None
1,514,"(0, 0, 255)",17-21,-51.0,None
1,514,"(255, 0, 0)",6x13,30.0,None
1,514,"(0, 0, 255)",25-29,0.0,None
1,514,"(255, 0, 0)",13-17,-21.0,None
1,514,"(0, 0, 255)",31-27,-51.0,None
1,514,"(255, 0, 0)",17x10,30.0,None
1,514,"(0, 0, 255)",29-25,0.0,None
1,514,"(255, 0, 0)",10-15,0.0,None
1,514,"(0, 0, 255)",27-32,0.0,None
1,514,"(255, 0, 0)",15-18,0.0,None
1,514,"(0, 0, 255)",32-28,0.0,None
1,514,"(255, 0, 0)",18-22,-422.0,"(0, 0, 255)"
1,514,"(0, 0, 255)",25x18,560.0,"(0, 0, 255)"
