epoch,episode,turn,move,reward,winner
1,1867,"(0, 0, 255)",11-15,0.0,None
1,1867,"(255, 0, 0)",22-18,5.0,None
1,1867,"(0, 0, 255)",15x22,-51.0,None
1,1867,"(255, 0, 0)",26x17,30.0,None
1,1867,"(0, 0, 255)",10-14,5.0,None
1,1867,"(255, 0, 0)",17x10,-51.0,None
1,1867,"(0, 0, 255)",6x15,30.0,None
1,1867,"(255, 0, 0)",23-18,-23.0,None
1,1867,"(0, 0, 255)",15x22,-21.0,None
1,1867,"(255, 0, 0)",25x18,30.0,None
1,1867,"(0, 0, 255)",9-13,0.0,None
1,1867,"(255, 0, 0)",31-26,0.0,None
1,1867,"(0, 0, 255)",7-11,0.0,None
1,1867,"(255, 0, 0)",24-20,0.0,None
1,1867,"(0, 0, 255)",2-6,0.0,None
1,1867,"(255, 0, 0)",18-14,0.0,None
1,1867,"(0, 0, 255)",12-16,0.0,None
1,1867,"(255, 0, 0)",28-24,0.0,None
1,1867,"(0, 0, 255)",5-9,-72.0,None
1,1867,"(255, 0, 0)",14x5,60.0,None
1,1867,"(0, 0, 255)",3-7,0.0,None
1,1867,"(255, 0, 0)",27-23,0.0,None
1,1867,"(0, 0, 255)",7-10,0.0,None
1,1867,"(255, 0, 0)",23-19,-23.0,None
1,1867,"(0, 0, 255)",16x23,-21.0,None
1,1867,"(255, 0, 0)",26x19,30.0,None
1,1867,"(0, 0, 255)",8-12,0.0,None
1,1867,"(255, 0, 0)",32-27,0.0,None
1,1867,"(0, 0, 255)",12-16,-72.0,None
1,1867,"(255, 0, 0)",19x12,60.0,None
1,1867,"(0, 0, 255)",13-17,-72.0,None
1,1867,"(255, 0, 0)",21x14x7,60.0,None
1,1867,"(0, 0, 255)",4-8,-79.0,None
1,1867,"(255, 0, 0)",12x3,70.0,None
1,1867,"(0, 0, 255)",6-10,-28.0,None
1,1867,"(255, 0, 0)",24-19,0.0,None
1,1867,"(0, 0, 255)",1-6,-28.0,None
1,1867,"(255, 0, 0)",7-2,19.0,None
1,1867,"(0, 0, 255)",10-15,-151.0,None
1,1867,"(255, 0, 0)",2x9,-91.0,None
1,1867,"(0, 0, 255)",15x24x31,102.0,None
1,1867,"(255, 0, 0)",3-7,-21.0,None
1,1867,"(0, 0, 255)",11-15,2.0,None
1,1867,"(255, 0, 0)",9-13,0.0,None
1,1867,"(0, 0, 255)",31-26,-51.0,None
1,1867,"(255, 0, 0)",30x23,58.0,None
1,1867,"(0, 0, 255)",15-19,-422.0,"(255, 0, 0)"
1,1867,"(255, 0, 0)",23x16,560.0,"(255, 0, 0)"
