epoch,episode,turn,move,log_prob,reward,winner
2,2324,"(0, 0, 255)",9-14,1,0.0,None
2,2324,"(255, 0, 0)",23-18,1,5.0,None
2,2324,"(0, 0, 255)",14x23,1,-51.0,None
2,2324,"(255, 0, 0)",26x19,1,30.0,None
2,2324,"(0, 0, 255)",12-16,1,-72.0,None
2,2324,"(255, 0, 0)",19x12,1,60.0,None
2,2324,"(0, 0, 255)",11-15,1,0.0,None
2,2324,"(255, 0, 0)",22-17,1,0.0,None
2,2324,"(0, 0, 255)",7-11,1,0.0,None
2,2324,"(255, 0, 0)",27-23,1,0.0,None
2,2324,"(0, 0, 255)",15-18,1,-44.0,None
2,2324,"(255, 0, 0)",23x14x7,1,37.0,None
2,2324,"(0, 0, 255)",3x10,1,-49.0,None
2,2324,"(255, 0, 0)",12x3,1,70.0,None
2,2324,"(0, 0, 255)",10-15,1,0.0,None
2,2324,"(255, 0, 0)",31-27,1,0.0,None
2,2324,"(0, 0, 255)",15-18,1,0.0,None
2,2324,"(255, 0, 0)",30-26,1,0.0,None
2,2324,"(0, 0, 255)",6-9,1,0.0,None
2,2324,"(255, 0, 0)",25-22,1,-23.0,None
2,2324,"(0, 0, 255)",18x25,1,-21.0,None
2,2324,"(255, 0, 0)",29x22,1,30.0,None
2,2324,"(0, 0, 255)",4-8,1,-51.0,None
2,2324,"(255, 0, 0)",3x12,1,30.0,None
2,2324,"(0, 0, 255)",2-7,1,0.0,None
2,2324,"(255, 0, 0)",26-23,1,0.0,None
2,2324,"(0, 0, 255)",1-6,1,0.0,None
2,2324,"(255, 0, 0)",12-16,1,-51.0,None
2,2324,"(0, 0, 255)",11x20,1,30.0,None
2,2324,"(255, 0, 0)",17-14,1,-72.0,None
2,2324,"(0, 0, 255)",9x18x25,1,60.0,None
2,2324,"(255, 0, 0)",24-19,1,-28.0,None
2,2324,"(0, 0, 255)",5-9,1,0.0,None
2,2324,"(255, 0, 0)",19-15,1,-28.0,None
2,2324,"(0, 0, 255)",7-11,1,-72.0,None
2,2324,"(255, 0, 0)",15x8,1,32.0,None
2,2324,"(0, 0, 255)",9-14,1,-28.0,None
2,2324,"(255, 0, 0)",23-19,1,-28.0,None
2,2324,"(0, 0, 255)",20-24,1,-72.0,None
2,2324,"(255, 0, 0)",27x20,1,32.0,None
2,2324,"(0, 0, 255)",6-9,1,-28.0,None
2,2324,"(255, 0, 0)",19-15,1,-28.0,None
2,2324,"(0, 0, 255)",25-29,1,12.0,None
2,2324,"(255, 0, 0)",21-17,1,-72.0,None
2,2324,"(0, 0, 255)",14x21,1,32.0,None
2,2324,"(255, 0, 0)",8-3,1,40.0,None
2,2324,"(0, 0, 255)",9-13,1,0.0,None
2,2324,"(255, 0, 0)",32-27,1,0.0,None
2,2324,"(0, 0, 255)",21-25,1,0.0,None
2,2324,"(255, 0, 0)",15-11,1,-28.0,None
2,2324,"(0, 0, 255)",13-17,1,0.0,None
2,2324,"(255, 0, 0)",3-7,1,-28.0,None
2,2324,"(0, 0, 255)",17-21,1,0.0,None
2,2324,"(255, 0, 0)",7-2,1,-28.0,None
2,2324,"(0, 0, 255)",25-30,1,40.0,None
2,2324,"(255, 0, 0)",20-16,1,0.0,None
2,2324,"(0, 0, 255)",30-26,1,0.0,None
2,2324,"(255, 0, 0)",16-12,1,0.0,None
2,2324,"(0, 0, 255)",21-25,1,0.0,None
2,2324,"(255, 0, 0)",27-23,1,-51.0,None
2,2324,"(0, 0, 255)",26x19,1,30.0,None
2,2324,"(255, 0, 0)",11-8,1,-28.0,None
2,2324,"(0, 0, 255)",19-24,1,-51.0,None
2,2324,"(255, 0, 0)",28x19,1,2.0,None
2,2324,"(0, 0, 255)",25-30,1,12.0,None
2,2324,"(255, 0, 0)",2-7,1,0.0,None
2,2324,"(0, 0, 255)",30-26,1,-28.0,None
2,2324,"(255, 0, 0)",8-3,1,40.0,None
2,2324,"(0, 0, 255)",26-31,1,0.0,None
2,2324,"(255, 0, 0)",19-15,1,0.0,None
2,2324,"(0, 0, 255)",31-27,1,0.0,None
2,2324,"(255, 0, 0)",15-11,1,0.0,None
2,2324,"(0, 0, 255)",27-31,1,0.0,None
2,2324,"(255, 0, 0)",11-8,1,0.0,None
2,2324,"(0, 0, 255)",31-26,1,-28.0,None
2,2324,"(255, 0, 0)",8-4,1,40.0,None
2,2324,"(0, 0, 255)",29-25,1,0.0,None
2,2324,"(255, 0, 0)",7-10,1,0.0,None
2,2324,"(0, 0, 255)",26-22,1,0.0,None
2,2324,"(255, 0, 0)",10-14,1,0.0,None
2,2324,"(0, 0, 255)",25-30,1,0.0,None
2,2324,"(255, 0, 0)",12-8,1,0.0,None
2,2324,"(0, 0, 255)",30-25,1,0.0,None
2,2324,"(255, 0, 0)",3-7,1,0.0,None
2,2324,"(0, 0, 255)",25-21,1,-28.0,None
2,2324,"(255, 0, 0)",14-18,1,-72.0,None
2,2324,"(0, 0, 255)",22x15,1,32.0,None
2,2324,"(255, 0, 0)",7-11,1,-21.0,None
2,2324,"(0, 0, 255)",15-19,1,2.0,None
2,2324,"(255, 0, 0)",8-3,1,40.0,None
2,2324,"(0, 0, 255)",21-17,1,0.0,None
2,2324,"(255, 0, 0)",3-8,1,0.0,None
2,2324,"(0, 0, 255)",17-21,1,0.0,Tie
