epoch,episode,turn,move,reward,winner
1,3944,"(0, 0, 255)",11-16,0.0,None
1,3944,"(255, 0, 0)",22-18,0.0,None
1,3944,"(0, 0, 255)",16-20,0.0,None
1,3944,"(255, 0, 0)",18-14,-53.0,None
1,3944,"(0, 0, 255)",10x17,7.0,None
1,3944,"(255, 0, 0)",21x14,7.0,None
1,3944,"(0, 0, 255)",9x18,-21.0,None
1,3944,"(255, 0, 0)",23x14,30.0,None
1,3944,"(0, 0, 255)",6-10,28.0,None
1,3944,"(255, 0, 0)",27-23,-81.0,None
1,3944,"(0, 0, 255)",10x17,9.0,None
1,3944,"(255, 0, 0)",26-22,-53.0,None
1,3944,"(0, 0, 255)",17x26,7.0,None
1,3944,"(255, 0, 0)",31x22,-21.0,None
1,3944,"(0, 0, 255)",20x27,30.0,None
1,3944,"(255, 0, 0)",30-26,-28.0,None
1,3944,"(0, 0, 255)",7-11,0.0,None
1,3944,"(255, 0, 0)",23-19,-49.0,None
1,3944,"(0, 0, 255)",11-15,-102.0,None
1,3944,"(255, 0, 0)",19x10,11.0,None
1,3944,"(0, 0, 255)",2-7,-23.0,None
1,3944,"(255, 0, 0)",32x23,-21.0,None
1,3944,"(0, 0, 255)",7x14,30.0,None
1,3944,"(255, 0, 0)",23-18,-142.0,None
1,3944,"(0, 0, 255)",14x23x30x21,160.0,None
1,3944,"(255, 0, 0)",22-18,0.0,None
1,3944,"(0, 0, 255)",12-16,0.0,None
1,3944,"(255, 0, 0)",18-15,0.0,None
1,3944,"(0, 0, 255)",8-12,0.0,None
1,3944,"(255, 0, 0)",29-25,-51.0,None
1,3944,"(0, 0, 255)",21x30,30.0,None
1,3944,"(255, 0, 0)",15-11,0.0,None
1,3944,"(0, 0, 255)",30-25,0.0,None
1,3944,"(255, 0, 0)",11-8,-51.0,None
1,3944,"(0, 0, 255)",4x11,30.0,None
1,3944,"(255, 0, 0)",28-24,0.0,None
1,3944,"(0, 0, 255)",3-8,0.0,None
1,3944,"(255, 0, 0)",24-20,0.0,None
1,3944,"(0, 0, 255)",16-19,28.0,None
1,3944,"(255, 0, 0)",20-16,-422.0,"(0, 0, 255)"
1,3944,"(0, 0, 255)",11x20,560.0,"(0, 0, 255)"
