epoch,episode,turn,move,log_prob,reward,winner
2,2032,"(0, 0, 255)",11-16,1,0.0,None
2,2032,"(255, 0, 0)",22-18,1,0.0,None
2,2032,"(0, 0, 255)",16-20,1,0.0,None
2,2032,"(255, 0, 0)",25-22,1,0.0,None
2,2032,"(0, 0, 255)",9-14,1,5.0,None
2,2032,"(255, 0, 0)",18x9,1,-51.0,None
2,2032,"(0, 0, 255)",5x14,1,30.0,None
2,2032,"(255, 0, 0)",22-18,1,-21.0,None
2,2032,"(0, 0, 255)",14-17,1,-23.0,None
2,2032,"(255, 0, 0)",21x14,1,-21.0,None
2,2032,"(0, 0, 255)",10x17,1,30.0,None
2,2032,"(255, 0, 0)",18-14,1,0.0,None
2,2032,"(0, 0, 255)",17-21,1,0.0,None
2,2032,"(255, 0, 0)",14-9,1,-51.0,None
2,2032,"(0, 0, 255)",6x13,1,30.0,None
2,2032,"(255, 0, 0)",23-19,1,0.0,None
2,2032,"(0, 0, 255)",8-11,1,0.0,None
2,2032,"(255, 0, 0)",29-25,1,0.0,None
2,2032,"(0, 0, 255)",7-10,1,0.0,None
2,2032,"(255, 0, 0)",26-23,1,0.0,None
2,2032,"(0, 0, 255)",11-15,1,0.0,None
2,2032,"(255, 0, 0)",31-26,1,0.0,None
2,2032,"(0, 0, 255)",1-6,1,0.0,None
2,2032,"(255, 0, 0)",23-18,1,-121.0,None
2,2032,"(0, 0, 255)",15x22x31,1,130.0,None
2,2032,"(255, 0, 0)",30-26,1,-151.0,None
2,2032,"(0, 0, 255)",31x22x29,1,88.0,None
2,2032,"(255, 0, 0)",19-16,1,-23.0,None
2,2032,"(0, 0, 255)",12x19,1,7.0,None
2,2032,"(255, 0, 0)",24x15,1,-21.0,None
2,2032,"(0, 0, 255)",10x19,1,58.0,None
2,2032,"(255, 0, 0)",27-24,1,-23.0,None
2,2032,"(0, 0, 255)",20x27,1,-42.0,None
2,2032,"(255, 0, 0)",32x23x16,1,60.0,None
2,2032,"(0, 0, 255)",3-7,1,0.0,None
2,2032,"(255, 0, 0)",16-11,1,-51.0,None
2,2032,"(0, 0, 255)",7x16,1,30.0,None
2,2032,"(255, 0, 0)",28-24,1,0.0,None
2,2032,"(0, 0, 255)",16-19,1,-72.0,None
2,2032,"(255, 0, 0)",24x15,1,60.0,None
2,2032,"(0, 0, 255)",21-25,1,0.0,None
2,2032,"(255, 0, 0)",15-10,1,-422.0,"(0, 0, 255)"
2,2032,"(0, 0, 255)",6x15,1,560.0,"(0, 0, 255)"
