epoch,episode,turn,move,reward,winner
2,3265,"(0, 0, 255)",11-15,0.0,None
2,3265,"(255, 0, 0)",23-18,-21.0,None
2,3265,"(0, 0, 255)",15-19,-23.0,None
2,3265,"(255, 0, 0)",24x15,-21.0,None
2,3265,"(0, 0, 255)",10x19,30.0,None
2,3265,"(255, 0, 0)",27-23,-21.0,None
2,3265,"(0, 0, 255)",9-13,-23.0,None
2,3265,"(255, 0, 0)",23x16,-21.0,None
2,3265,"(0, 0, 255)",12x19,30.0,None
2,3265,"(255, 0, 0)",28-24,-72.0,None
2,3265,"(0, 0, 255)",19x28,60.0,None
2,3265,"(255, 0, 0)",22-17,-23.0,None
2,3265,"(0, 0, 255)",13x22,-21.0,None
2,3265,"(255, 0, 0)",26x17,30.0,None
2,3265,"(0, 0, 255)",7-10,0.0,None
2,3265,"(255, 0, 0)",31-27,0.0,None
2,3265,"(0, 0, 255)",10-15,-23.0,None
2,3265,"(255, 0, 0)",18x11,-21.0,None
2,3265,"(0, 0, 255)",8x15,30.0,None
2,3265,"(255, 0, 0)",25-22,0.0,None
2,3265,"(0, 0, 255)",2-7,0.0,None
2,3265,"(255, 0, 0)",17-13,0.0,None
2,3265,"(0, 0, 255)",6-10,0.0,None
2,3265,"(255, 0, 0)",22-17,0.0,None
2,3265,"(0, 0, 255)",4-8,0.0,None
2,3265,"(255, 0, 0)",27-23,0.0,None
2,3265,"(0, 0, 255)",1-6,0.0,None
2,3265,"(255, 0, 0)",13-9,-123.0,None
2,3265,"(0, 0, 255)",6x13x22,90.0,None
2,3265,"(255, 0, 0)",21-17,0.0,None
2,3265,"(0, 0, 255)",5-9,0.0,None
2,3265,"(255, 0, 0)",17-13,-21.0,None
2,3265,"(0, 0, 255)",22-25,-111.0,None
2,3265,"(255, 0, 0)",30x21,9.0,None
2,3265,"(0, 0, 255)",9-14,30.0,None
2,3265,"(255, 0, 0)",32-27,-28.0,None
2,3265,"(0, 0, 255)",8-11,0.0,None
2,3265,"(255, 0, 0)",27-24,-28.0,None
2,3265,"(0, 0, 255)",15-19,-123.0,None
2,3265,"(255, 0, 0)",24x15x6,62.0,None
2,3265,"(0, 0, 255)",7-10,-28.0,None
2,3265,"(255, 0, 0)",23-18,-72.0,None
2,3265,"(0, 0, 255)",14x23,32.0,None
2,3265,"(255, 0, 0)",21-17,-28.0,None
2,3265,"(0, 0, 255)",11-15,-28.0,None
2,3265,"(255, 0, 0)",17-14,-72.0,None
2,3265,"(0, 0, 255)",10x17,32.0,None
2,3265,"(255, 0, 0)",13-9,-28.0,None
2,3265,"(0, 0, 255)",17-22,-28.0,None
2,3265,"(255, 0, 0)",9-5,-28.0,None
2,3265,"(0, 0, 255)",22-25,-51.0,None
2,3265,"(255, 0, 0)",29x22,2.0,None
2,3265,"(0, 0, 255)",15-19,-28.0,None
2,3265,"(255, 0, 0)",5-1,12.0,None
2,3265,"(0, 0, 255)",23-27,-28.0,None
2,3265,"(255, 0, 0)",22-18,-28.0,None
2,3265,"(0, 0, 255)",19-23,-28.0,None
2,3265,"(255, 0, 0)",18-15,-28.0,None
2,3265,"(0, 0, 255)",27-32,12.0,None
2,3265,"(255, 0, 0)",15-10,0.0,None
2,3265,"(0, 0, 255)",23-27,-28.0,None
2,3265,"(255, 0, 0)",1-5,-28.0,None
2,3265,"(0, 0, 255)",3-8,-28.0,None
2,3265,"(255, 0, 0)",6-2,12.0,None
2,3265,"(0, 0, 255)",8-12,0.0,None
2,3265,"(255, 0, 0)",5-1,-28.0,None
2,3265,"(0, 0, 255)",12-16,0.0,None
2,3265,"(255, 0, 0)",2-7,-28.0,None
2,3265,"(0, 0, 255)",16-19,0.0,None
2,3265,"(255, 0, 0)",10-6,-28.0,None
2,3265,"(0, 0, 255)",19-23,-28.0,None
2,3265,"(255, 0, 0)",7-11,-28.0,None
2,3265,"(0, 0, 255)",27-31,12.0,None
2,3265,"(255, 0, 0)",6-2,40.0,None
2,3265,"(0, 0, 255)",23-27,0.0,None
2,3265,"(255, 0, 0)",11-7,0.0,None
2,3265,"(0, 0, 255)",31-26,0.0,None
2,3265,"(255, 0, 0)",1-5,-28.0,None
2,3265,"(0, 0, 255)",26-23,0.0,None
2,3265,"(255, 0, 0)",5-9,-28.0,None
2,3265,"(0, 0, 255)",23-26,0.0,None
2,3265,"(255, 0, 0)",9-13,-28.0,None
2,3265,"(0, 0, 255)",26-23,0.0,None
2,3265,"(255, 0, 0)",7-3,-28.0,None
2,3265,"(0, 0, 255)",23-18,0.0,None
2,3265,"(255, 0, 0)",2-6,-28.0,None
2,3265,"(0, 0, 255)",18-23,0.0,None
2,3265,"(255, 0, 0)",6-10,-28.0,None
2,3265,"(0, 0, 255)",27-31,40.0,None
2,3265,"(255, 0, 0)",13-17,0.0,None
2,3265,"(0, 0, 255)",32-27,0.0,None
2,3265,"(255, 0, 0)",10-14,-28.0,None
2,3265,"(0, 0, 255)",31-26,0.0,None
2,3265,"(255, 0, 0)",17-21,-28.0,None
2,3265,"(0, 0, 255)",26-31,0.0,None
2,3265,"(255, 0, 0)",21-25,-28.0,None
2,3265,"(0, 0, 255)",23-26,0.0,None
2,3265,"(255, 0, 0)",25-29,-28.0,None
2,3265,"(0, 0, 255)",26-23,0.0,Tie
2,3265,"(255, 0, 0)",14-17,-28.0,None
