epoch,episode,turn,move,reward,winner
1,4769,"(0, 0, 255)",10-15,0.0,None
1,4769,"(255, 0, 0)",24-20,0.0,None
1,4769,"(0, 0, 255)",15-19,-23.0,None
1,4769,"(255, 0, 0)",23x16,-21.0,None
1,4769,"(0, 0, 255)",12x19,30.0,None
1,4769,"(255, 0, 0)",27-24,-21.0,None
1,4769,"(0, 0, 255)",19-23,-51.0,None
1,4769,"(255, 0, 0)",26x19,30.0,None
1,4769,"(0, 0, 255)",11-16,-102.0,None
1,4769,"(255, 0, 0)",19x12,60.0,None
1,4769,"(0, 0, 255)",6-10,0.0,None
1,4769,"(255, 0, 0)",31-26,0.0,None
1,4769,"(0, 0, 255)",10-15,0.0,None
1,4769,"(255, 0, 0)",32-27,0.0,None
1,4769,"(0, 0, 255)",15-18,-51.0,None
1,4769,"(255, 0, 0)",22x15,30.0,None
1,4769,"(0, 0, 255)",9-14,0.0,None
1,4769,"(255, 0, 0)",26-22,0.0,None
1,4769,"(0, 0, 255)",1-6,0.0,None
1,4769,"(255, 0, 0)",24-19,0.0,None
1,4769,"(0, 0, 255)",14-18,0.0,None
1,4769,"(255, 0, 0)",27-24,0.0,None
1,4769,"(0, 0, 255)",18-23,0.0,None
1,4769,"(255, 0, 0)",30-26,-79.0,None
1,4769,"(0, 0, 255)",23x30,70.0,None
1,4769,"(255, 0, 0)",22-18,0.0,None
1,4769,"(0, 0, 255)",30-26,0.0,None
1,4769,"(255, 0, 0)",25-22,-23.0,None
1,4769,"(0, 0, 255)",26x17,-21.0,None
1,4769,"(255, 0, 0)",21x14,30.0,None
1,4769,"(0, 0, 255)",5-9,-51.0,None
1,4769,"(255, 0, 0)",14x5,30.0,None
1,4769,"(0, 0, 255)",6-9,-28.0,None
1,4769,"(255, 0, 0)",29-25,0.0,None
1,4769,"(0, 0, 255)",8-11,-23.0,None
1,4769,"(255, 0, 0)",15x8,-21.0,None
1,4769,"(0, 0, 255)",4x11,2.0,None
1,4769,"(255, 0, 0)",25-21,0.0,None
1,4769,"(0, 0, 255)",11-16,-23.0,None
1,4769,"(255, 0, 0)",20x11,-42.0,None
1,4769,"(0, 0, 255)",7x16x23,32.0,None
1,4769,"(255, 0, 0)",24-20,0.0,None
1,4769,"(0, 0, 255)",23-27,-28.0,None
1,4769,"(255, 0, 0)",28-24,-28.0,None
1,4769,"(0, 0, 255)",27-32,12.0,None
1,4769,"(255, 0, 0)",24-19,0.0,None
1,4769,"(0, 0, 255)",32-28,-28.0,None
1,4769,"(255, 0, 0)",21-17,0.0,None
1,4769,"(0, 0, 255)",28-32,-28.0,None
1,4769,"(255, 0, 0)",19-16,0.0,None
1,4769,"(0, 0, 255)",32-28,-28.0,None
1,4769,"(255, 0, 0)",18-15,0.0,None
1,4769,"(0, 0, 255)",28-24,-28.0,None
1,4769,"(255, 0, 0)",17-14,-51.0,None
1,4769,"(0, 0, 255)",9x18,2.0,None
1,4769,"(255, 0, 0)",5-1,40.0,None
1,4769,"(0, 0, 255)",3-8,-79.0,None
1,4769,"(255, 0, 0)",12x3,70.0,None
1,4769,"(0, 0, 255)",24-28,0.0,None
1,4769,"(255, 0, 0)",16-12,0.0,None
1,4769,"(0, 0, 255)",18-23,0.0,None
1,4769,"(255, 0, 0)",20-16,0.0,None
1,4769,"(0, 0, 255)",23-27,0.0,None
1,4769,"(255, 0, 0)",16-11,-28.0,None
1,4769,"(0, 0, 255)",2-6,-51.0,None
1,4769,"(255, 0, 0)",1x10,2.0,None
1,4769,"(0, 0, 255)",28-32,0.0,None
1,4769,"(255, 0, 0)",11-8,-28.0,None
1,4769,"(0, 0, 255)",27-31,12.0,None
1,4769,"(255, 0, 0)",3-7,0.0,None
1,4769,"(0, 0, 255)",31-26,-28.0,None
1,4769,"(255, 0, 0)",15-11,0.0,None
1,4769,"(0, 0, 255)",26-22,-28.0,None
1,4769,"(255, 0, 0)",10-15,0.0,None
1,4769,"(0, 0, 255)",22-26,-28.0,None
1,4769,"(255, 0, 0)",15-19,0.0,None
1,4769,"(0, 0, 255)",26-31,-28.0,None
1,4769,"(255, 0, 0)",19-23,0.0,None
1,4769,"(0, 0, 255)",31-26,-72.0,None
1,4769,"(255, 0, 0)",23x30,60.0,None
1,4769,"(0, 0, 255)",32-27,-28.0,None
1,4769,"(255, 0, 0)",30-26,0.0,None
1,4769,"(0, 0, 255)",27-32,-28.0,None
1,4769,"(255, 0, 0)",26-30,0.0,Tie
