epoch,episode,turn,move,reward,winner
4,1436,"(0, 0, 255)",10-14,0.0,None
4,1436,"(255, 0, 0)",24-20,0.0,None
4,1436,"(0, 0, 255)",14-17,-81.0,None
4,1436,"(255, 0, 0)",21x14,35.0,None
4,1436,"(0, 0, 255)",9x18,-51.0,None
4,1436,"(255, 0, 0)",22x15,7.0,None
4,1436,"(0, 0, 255)",11x18,-21.0,None
4,1436,"(255, 0, 0)",23x14,30.0,None
4,1436,"(0, 0, 255)",12-16,5.0,None
4,1436,"(255, 0, 0)",20x11,-51.0,None
4,1436,"(0, 0, 255)",7x16,30.0,None
4,1436,"(255, 0, 0)",27-24,0.0,None
4,1436,"(0, 0, 255)",16-19,-51.0,None
4,1436,"(255, 0, 0)",24x15,30.0,None
4,1436,"(0, 0, 255)",8-12,0.0,None
4,1436,"(255, 0, 0)",26-23,0.0,None
4,1436,"(0, 0, 255)",12-16,0.0,None
4,1436,"(255, 0, 0)",25-22,0.0,None
4,1436,"(0, 0, 255)",16-19,-72.0,None
4,1436,"(255, 0, 0)",23x16,60.0,None
4,1436,"(0, 0, 255)",6-10,-25.0,None
4,1436,"(255, 0, 0)",14x7,-72.0,None
4,1436,"(0, 0, 255)",2x11x18x25,9.0,None
4,1436,"(255, 0, 0)",30x21,30.0,None
4,1436,"(0, 0, 255)",4-8,0.0,None
4,1436,"(255, 0, 0)",32-27,0.0,None
4,1436,"(0, 0, 255)",8-11,-23.0,None
4,1436,"(255, 0, 0)",16x7,-21.0,None
4,1436,"(0, 0, 255)",3x10,30.0,None
4,1436,"(255, 0, 0)",28-24,0.0,None
4,1436,"(0, 0, 255)",10-15,0.0,None
4,1436,"(255, 0, 0)",27-23,0.0,None
4,1436,"(0, 0, 255)",15-19,-102.0,None
4,1436,"(255, 0, 0)",23x16,60.0,None
4,1436,"(0, 0, 255)",1-6,0.0,None
4,1436,"(255, 0, 0)",31-27,0.0,None
4,1436,"(0, 0, 255)",6-10,0.0,None
4,1436,"(255, 0, 0)",29-25,0.0,None
4,1436,"(0, 0, 255)",5-9,0.0,None
4,1436,"(255, 0, 0)",27-23,0.0,None
4,1436,"(0, 0, 255)",10-15,0.0,None
4,1436,"(255, 0, 0)",25-22,0.0,None
4,1436,"(0, 0, 255)",15-19,-72.0,None
4,1436,"(255, 0, 0)",24x15,60.0,None
4,1436,"(0, 0, 255)",9-13,0.0,None
4,1436,"(255, 0, 0)",23-18,56.0,None
4,1436,"(0, 0, 255)",13-17,-452.0,"(255, 0, 0)"
4,1436,"(255, 0, 0)",21x14,560.0,"(255, 0, 0)"
