epoch,episode,turn,agent,move,reward,success,winner
119,3748,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
119,3748,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
119,3748,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,32-27,-2.9,True,None
119,3748,"(0, 0, 255)",Agent 2,12x19,2.0999999999999996,True,None
119,3748,"(255, 0, 0)",Agent 1,24x15x8,19.1,True,None
119,3748,"(0, 0, 255)",Agent 2,3x12,5.1,True,None
119,3748,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,14-17,-5.9,True,None
119,3748,"(255, 0, 0)",Agent 1,21x14,2.0999999999999996,True,None
119,3748,"(0, 0, 255)",Agent 2,10x17,2.0999999999999996,True,None
119,3748,"(255, 0, 0)",Agent 1,22x13,5.1,True,None
119,3748,"(0, 0, 255)",Agent 2,12-16,-2.9,True,None
119,3748,"(255, 0, 0)",Agent 1,20x11,2.0999999999999996,True,None
119,3748,"(0, 0, 255)",Agent 2,7x16,5.1,True,None
119,3748,"(255, 0, 0)",Agent 1,26-23,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,16-20,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,31-26,-2.9,True,None
119,3748,"(0, 0, 255)",Agent 2,20x27,5.1,True,None
119,3748,"(255, 0, 0)",Agent 1,28-24,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,27-32,20.1,True,None
119,3748,"(255, 0, 0)",Agent 1,26-22,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,32-28,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,25-21,-2.9,True,None
119,3748,"(0, 0, 255)",Agent 2,28x19x26x17,122.1,True,None
119,3748,"(255, 0, 0)",Agent 1,21x14,5.1,True,None
119,3748,"(0, 0, 255)",Agent 2,5-9,-2.9,True,None
119,3748,"(255, 0, 0)",Agent 1,14x5,8.1,True,None
119,3748,"(0, 0, 255)",Agent 2,6-9,-2.9,True,None
119,3748,"(255, 0, 0)",Agent 1,13x6,-0.9000000000000004,True,None
119,3748,"(0, 0, 255)",Agent 2,1x10,5.1,True,None
119,3748,"(255, 0, 0)",Agent 1,30-25,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,4-8,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,25-22,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,8-11,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,22-18,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,10-14,-2.9,True,None
119,3748,"(255, 0, 0)",Agent 1,18x9,8.1,True,None
119,3748,"(0, 0, 255)",Agent 2,11-15,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,29-25,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,15-18,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,25-21,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,18-22,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,21-17,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,22-25,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,17-13,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,25-29,20.1,True,None
119,3748,"(255, 0, 0)",Agent 1,9-6,-2.9,True,None
119,3748,"(0, 0, 255)",Agent 2,2x9,2.0999999999999996,True,None
119,3748,"(255, 0, 0)",Agent 1,13x6,5.1,True,None
119,3748,"(0, 0, 255)",Agent 2,29-25,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,6-2,20.1,True,None
119,3748,"(0, 0, 255)",Agent 2,25-29,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,5-1,20.1,True,None
119,3748,"(0, 0, 255)",Agent 2,29-25,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,2-6,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,25-29,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,6-9,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,29-25,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,9-5,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,25-29,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,5-9,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,29-25,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,9-5,0.1,True,None
119,3748,"(0, 0, 255)",Agent 2,25-29,0.1,True,None
119,3748,"(255, 0, 0)",Agent 1,5-9,0.1,True,None
