epoch,episode,turn,move,reward,winner
1,4599,"(0, 0, 255)",9-13,0.0,None
1,4599,"(255, 0, 0)",22-17,5.0,None
1,4599,"(0, 0, 255)",13x22,-51.0,None
1,4599,"(255, 0, 0)",25x18,30.0,None
1,4599,"(0, 0, 255)",11-16,0.0,None
1,4599,"(255, 0, 0)",26-22,0.0,None
1,4599,"(0, 0, 255)",8-11,0.0,None
1,4599,"(255, 0, 0)",30-26,0.0,None
1,4599,"(0, 0, 255)",16-20,0.0,None
1,4599,"(255, 0, 0)",18-14,5.0,None
1,4599,"(0, 0, 255)",10x17,-51.0,None
1,4599,"(255, 0, 0)",22x13,30.0,None
1,4599,"(0, 0, 255)",6-10,0.0,None
1,4599,"(255, 0, 0)",23-18,0.0,None
1,4599,"(0, 0, 255)",2-6,0.0,None
1,4599,"(255, 0, 0)",26-22,0.0,None
1,4599,"(0, 0, 255)",6-9,-51.0,None
1,4599,"(255, 0, 0)",13x6,30.0,None
1,4599,"(0, 0, 255)",10-14,5.0,None
1,4599,"(255, 0, 0)",18x9,-51.0,None
1,4599,"(0, 0, 255)",5x14,-19.0,None
1,4599,"(255, 0, 0)",31-26,-51.0,None
1,4599,"(0, 0, 255)",1x10,30.0,None
1,4599,"(255, 0, 0)",29-25,0.0,None
1,4599,"(0, 0, 255)",14-18,-72.0,None
1,4599,"(255, 0, 0)",22x15x8,9.0,None
1,4599,"(0, 0, 255)",4x11,30.0,None
1,4599,"(255, 0, 0)",26-22,0.0,None
1,4599,"(0, 0, 255)",3-8,0.0,None
1,4599,"(255, 0, 0)",21-17,0.0,None
1,4599,"(0, 0, 255)",10-15,0.0,None
1,4599,"(255, 0, 0)",25-21,0.0,None
1,4599,"(0, 0, 255)",7-10,0.0,None
1,4599,"(255, 0, 0)",17-13,0.0,None
1,4599,"(0, 0, 255)",15-19,-72.0,None
1,4599,"(255, 0, 0)",24x15x6,60.0,None
1,4599,"(0, 0, 255)",12-16,-28.0,None
1,4599,"(255, 0, 0)",6-2,40.0,None
1,4599,"(0, 0, 255)",11-15,0.0,None
1,4599,"(255, 0, 0)",21-17,0.0,None
1,4599,"(0, 0, 255)",8-12,0.0,None
1,4599,"(255, 0, 0)",13-9,0.0,None
1,4599,"(0, 0, 255)",15-19,0.0,None
1,4599,"(255, 0, 0)",2-6,28.0,None
1,4599,"(0, 0, 255)",20-24,-93.0,None
1,4599,"(255, 0, 0)",27x20x11,90.0,None
1,4599,"(0, 0, 255)",19-23,0.0,None
1,4599,"(255, 0, 0)",22-18,0.0,None
1,4599,"(0, 0, 255)",12-16,0.0,None
1,4599,"(255, 0, 0)",6-1,0.0,None
1,4599,"(0, 0, 255)",16-20,0.0,None
1,4599,"(255, 0, 0)",9-5,0.0,None
1,4599,"(0, 0, 255)",23-27,-51.0,None
1,4599,"(255, 0, 0)",32x23,58.0,None
1,4599,"(0, 0, 255)",20-24,-401.0,"(255, 0, 0)"
1,4599,"(255, 0, 0)",28x19,530.0,"(255, 0, 0)"
