epoch,episode,turn,agent,move,reward,success,winner
117,5425,"(0, 0, 255)",Agent 2,12-16,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,24-20,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,16-19,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,23x16,5.1,True,None
117,5425,"(0, 0, 255)",Agent 2,9-14,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,14-18,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,22x15,-0.9000000000000004,True,None
117,5425,"(0, 0, 255)",Agent 2,10x19,2.0999999999999996,True,None
117,5425,"(255, 0, 0)",Agent 1,24x15,2.0999999999999996,True,None
117,5425,"(0, 0, 255)",Agent 2,11x18,5.1,True,None
117,5425,"(255, 0, 0)",Agent 1,32-27,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,18-23,-5.9,True,None
117,5425,"(255, 0, 0)",Agent 1,26x19,8.1,True,None
117,5425,"(0, 0, 255)",Agent 2,8-12,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,31-26,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,7-11,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,16x7,-0.9000000000000004,True,None
117,5425,"(0, 0, 255)",Agent 2,2x11,5.1,True,None
117,5425,"(255, 0, 0)",Agent 1,27-24,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,12-16,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,19x12,8.1,True,None
117,5425,"(0, 0, 255)",Agent 2,11-16,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,20x11,5.1,True,None
117,5425,"(0, 0, 255)",Agent 2,4-8,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,11x4,28.1,True,None
117,5425,"(0, 0, 255)",Agent 2,5-9,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,26-22,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,3-8,-5.9,True,None
117,5425,"(255, 0, 0)",Agent 1,4x11,5.1,True,None
117,5425,"(0, 0, 255)",Agent 2,9-13,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,30-26,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,6-10,0.1,True,None
117,5425,"(255, 0, 0)",Agent 1,22-18,0.1,True,None
117,5425,"(0, 0, 255)",Agent 2,10-14,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,18x9,8.1,True,None
117,5425,"(0, 0, 255)",Agent 2,13-17,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,21x14,5.1,True,None
117,5425,"(0, 0, 255)",Agent 2,1-6,-2.9,True,None
117,5425,"(255, 0, 0)",Agent 1,9x2,528.1,True,"(255, 0, 0)"
