epoch,episode,turn,agent,move,reward,success,winner
22,7365,"(0, 0, 255)",Agent 1,12-16,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,24-20,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,16-19,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,23x16,5.1,True,None
22,7365,"(0, 0, 255)",Agent 1,9-14,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,27-24,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,14-18,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,22x15,-0.9000000000000004,True,None
22,7365,"(0, 0, 255)",Agent 1,11x18,5.1,True,None
22,7365,"(255, 0, 0)",Agent 2,32-27,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,18-23,-5.9,True,None
22,7365,"(255, 0, 0)",Agent 2,27x18,8.1,True,None
22,7365,"(0, 0, 255)",Agent 1,10-15,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,18x11,2.0999999999999996,True,None
22,7365,"(0, 0, 255)",Agent 1,8x15,5.1,True,None
22,7365,"(255, 0, 0)",Agent 2,26-23,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,15-19,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,24x15,8.1,True,None
22,7365,"(0, 0, 255)",Agent 1,7-11,-5.9,True,None
22,7365,"(255, 0, 0)",Agent 2,16x7,-0.9000000000000004,True,None
22,7365,"(0, 0, 255)",Agent 1,3x10x19x26,119.1,True,None
22,7365,"(255, 0, 0)",Agent 2,31x22,5.1,True,None
22,7365,"(0, 0, 255)",Agent 1,5-9,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,22-17,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,4-8,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,20-16,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,9-14,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,17x10,2.0999999999999996,True,None
22,7365,"(0, 0, 255)",Agent 1,6x15,5.1,True,None
22,7365,"(255, 0, 0)",Agent 2,21-17,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,15-18,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,28-24,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,18-22,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,25x18,5.1,True,None
22,7365,"(0, 0, 255)",Agent 1,2-6,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,29-25,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,6-10,0.1,True,None
22,7365,"(255, 0, 0)",Agent 2,25-21,0.1,True,None
22,7365,"(0, 0, 255)",Agent 1,8-11,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,16x7,8.1,True,None
22,7365,"(0, 0, 255)",Agent 1,10-14,-5.9,True,None
22,7365,"(255, 0, 0)",Agent 2,18x9,8.1,True,None
22,7365,"(0, 0, 255)",Agent 1,1-6,-2.9,True,None
22,7365,"(255, 0, 0)",Agent 2,9x2,528.1,True,"(255, 0, 0)"
