epoch,episode,turn,move,reward,winner
1,1464,"(0, 0, 255)",9-13,0.0,None
1,1464,"(255, 0, 0)",22-17,5.0,None
1,1464,"(0, 0, 255)",13x22,-51.0,None
1,1464,"(255, 0, 0)",25x18,30.0,None
1,1464,"(0, 0, 255)",10-15,-21.0,None
1,1464,"(255, 0, 0)",23-19,-23.0,None
1,1464,"(0, 0, 255)",15x22,-21.0,None
1,1464,"(255, 0, 0)",26x17,30.0,None
1,1464,"(0, 0, 255)",7-10,0.0,None
1,1464,"(255, 0, 0)",17-13,0.0,None
1,1464,"(0, 0, 255)",10-15,-23.0,None
1,1464,"(255, 0, 0)",19x10,-21.0,None
1,1464,"(0, 0, 255)",6x15,30.0,None
1,1464,"(255, 0, 0)",30-25,0.0,None
1,1464,"(0, 0, 255)",11-16,0.0,None
1,1464,"(255, 0, 0)",31-26,0.0,None
1,1464,"(0, 0, 255)",5-9,5.0,None
1,1464,"(255, 0, 0)",13x6,-51.0,None
1,1464,"(0, 0, 255)",1x10,30.0,None
1,1464,"(255, 0, 0)",26-22,0.0,None
1,1464,"(0, 0, 255)",2-6,0.0,None
1,1464,"(255, 0, 0)",22-18,-23.0,None
1,1464,"(0, 0, 255)",15x22,-21.0,None
1,1464,"(255, 0, 0)",25x18,30.0,None
1,1464,"(0, 0, 255)",10-15,-23.0,None
1,1464,"(255, 0, 0)",18x11,-21.0,None
1,1464,"(0, 0, 255)",8x15,30.0,None
1,1464,"(255, 0, 0)",21-17,0.0,None
1,1464,"(0, 0, 255)",3-8,0.0,None
1,1464,"(255, 0, 0)",24-19,-151.0,None
1,1464,"(0, 0, 255)",16x23,-14.0,None
1,1464,"(255, 0, 0)",27x18x11,9.0,None
1,1464,"(0, 0, 255)",8x15,30.0,None
1,1464,"(255, 0, 0)",17-13,0.0,None
1,1464,"(0, 0, 255)",15-19,0.0,None
1,1464,"(255, 0, 0)",32-27,0.0,None
1,1464,"(0, 0, 255)",19-23,-72.0,None
1,1464,"(255, 0, 0)",27x18,60.0,None
1,1464,"(0, 0, 255)",4-8,0.0,None
1,1464,"(255, 0, 0)",13-9,-72.0,None
1,1464,"(0, 0, 255)",6x13,60.0,None
1,1464,"(255, 0, 0)",28-24,0.0,None
1,1464,"(0, 0, 255)",12-16,0.0,None
1,1464,"(255, 0, 0)",24-20,-21.0,None
1,1464,"(0, 0, 255)",13-17,-100.0,None
1,1464,"(255, 0, 0)",20x11x4,100.0,None
1,1464,"(0, 0, 255)",17-22,0.0,None
1,1464,"(255, 0, 0)",4-8,0.0,None
1,1464,"(0, 0, 255)",22-26,0.0,None
1,1464,"(255, 0, 0)",8-4,-28.0,None
1,1464,"(0, 0, 255)",26-31,40.0,None
1,1464,"(255, 0, 0)",18-14,0.0,None
1,1464,"(0, 0, 255)",31-26,0.0,None
1,1464,"(255, 0, 0)",4-8,0.0,Tie
