epoch,episode,turn,move,log_prob,reward,winner
1,787,"(0, 0, 255)",9-14,-1.9459101490553135,0.0,None
1,787,"(255, 0, 0)",24-19,-1.9459101490553135,0.0,None
1,787,"(0, 0, 255)",12-16,-2.0794415416798357,-51.0,None
1,787,"(255, 0, 0)",19x12,0.0,30.0,None
1,787,"(0, 0, 255)",10-15,-1.9459101490553135,0.0,None
1,787,"(255, 0, 0)",21-17,-1.9459101490553135,-72.0,None
1,787,"(0, 0, 255)",14x21,0.0,60.0,None
1,787,"(255, 0, 0)",28-24,-1.791759469228055,0.0,None
1,787,"(0, 0, 255)",6-10,-1.9459101490553135,0.0,None
1,787,"(255, 0, 0)",24-20,-1.9459101490553135,0.0,None
1,787,"(0, 0, 255)",15-19,-1.9459101490553135,-51.0,None
1,787,"(255, 0, 0)",23x16,0.0,30.0,None
1,787,"(0, 0, 255)",10-15,-1.791759469228055,0.0,None
1,787,"(255, 0, 0)",26-23,-1.791759469228055,0.0,None
1,787,"(0, 0, 255)",2-6,-1.791759469228055,0.0,None
1,787,"(255, 0, 0)",27-24,-2.0794415416798357,0.0,None
1,787,"(0, 0, 255)",5-9,-1.791759469228055,0.0,None
1,787,"(255, 0, 0)",22-17,-2.3025850929940455,0.0,None
1,787,"(0, 0, 255)",6-10,-1.9459101490553135,0.0,None
1,787,"(255, 0, 0)",32-27,-2.3978952727983707,0.0,None
1,787,"(0, 0, 255)",1-5,-1.9459101490553135,0.0,None
1,787,"(255, 0, 0)",30-26,-2.0794415416798357,-79.0,None
1,787,"(0, 0, 255)",21x30,0.0,70.0,None
1,787,"(255, 0, 0)",26-22,-1.9459101490553135,0.0,None
1,787,"(0, 0, 255)",10-14,-1.9459101490553135,-23.0,None
1,787,"(255, 0, 0)",17x10,0.0,7.0,None
1,787,"(0, 0, 255)",7x14,0.0,7.0,None
1,787,"(255, 0, 0)",16x7,0.0,7.0,None
1,787,"(0, 0, 255)",3x10,0.0,-49.0,None
1,787,"(255, 0, 0)",12x3,0.0,70.0,None
1,787,"(0, 0, 255)",14-18,-2.0794415416798357,-93.0,None
1,787,"(255, 0, 0)",23x14x7,0.0,90.0,None
1,787,"(0, 0, 255)",15-18,-1.9459101490553135,-72.0,None
1,787,"(255, 0, 0)",22x15,0.0,60.0,None
1,787,"(0, 0, 255)",4-8,-1.6094379124341003,-51.0,None
1,787,"(255, 0, 0)",3x12,0.0,30.0,None
1,787,"(0, 0, 255)",30-26,-1.3862943611198906,-51.0,None
1,787,"(255, 0, 0)",31x22,0.0,30.0,None
1,787,"(0, 0, 255)",9-14,-0.6931471805599453,-28.0,None
1,787,"(255, 0, 0)",24-19,-2.4849066497880004,0.0,None
1,787,"(0, 0, 255)",5-9,-1.0986122886681098,-28.0,None
1,787,"(255, 0, 0)",12-8,-2.5649493574615367,0.0,None
1,787,"(0, 0, 255)",9-13,-1.0986122886681098,-28.0,None
1,787,"(255, 0, 0)",15-11,-2.70805020110221,0.0,None
1,787,"(0, 0, 255)",13-17,-1.0986122886681098,-72.0,None
1,787,"(255, 0, 0)",22x13,0.0,60.0,None
1,787,"(0, 0, 255)",14-17,-0.6931471805599453,-28.0,None
1,787,"(255, 0, 0)",27-24,-2.4849066497880004,0.0,None
1,787,"(0, 0, 255)",17-22,-0.6931471805599453,-28.0,None
1,787,"(255, 0, 0)",8-4,-2.3025850929940455,0.0,None
1,787,"(0, 0, 255)",22-25,-0.6931471805599453,-401.0,"(255, 0, 0)"
1,787,"(255, 0, 0)",29x22,0.0,530.0,"(255, 0, 0)"
